movie_freebase_id,movie_name,movie_release_year,movie_languages_count,movie_genres,gender_diversity,actors_count,rating_average,rating_count,movie_box_office_revenue
/m/0cc8620,Hemingway & Gellhorn,2012.0,22,"['Romance Film', 'Drama']",0.37716446124763703,115,6.0,158,
/m/04grkmd,Taking Woodstock,2009.0,22,"['Indie', 'Slice of life story', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'Biopic [feature]', 'Music']",0.4095653322763906,87,6.211,405,-0.3588238726485531
/m/02725hs,Captain Corelli's Mandolin,2001.0,35,"['Film adaptation', 'War film', 'Period piece', 'Drama', 'Music', 'Romantic drama', 'Romance Film']",0.3718945282731292,81,5.946,488,1.8408979480308756
/m/02qr3k8,Terror in the Aisles,1984.0,22,"['Thriller', 'Horror', 'Documentary']",0.4917817225509533,78,6.1,37,-0.3556758820340923
/m/01w8g3,Calendar Girls,2003.0,22,"['Ensemble Film', 'Drama', 'Indie', 'Comedy']",0.4926538108356291,66,6.593,350,3.2922314751169237
/m/03wj4r8,Cadillac Records,2008.0,22,"['History', 'Period piece', 'Musical', 'Drama', 'Romance Film', 'Biographical film', 'Musical Drama']",0.38781163434903054,57,7.176,397,-0.403089734834225
/m/07vn_9,Zodiac,2007.0,22,"['Thriller', 'Crime Fiction', 'History', 'Docudrama', 'Mystery', 'Drama']",0.3289426842292631,53,7.522,9749,
/m/03kx49,The Muppet Movie,1979.0,22,"['Adventure', ""Children's/Family"", 'Road movie', 'Musical comedy', 'Musical', ""Children's"", 'Drama', 'Comedy', 'Music', 'Family Film', 'Family-Oriented Adventure']",0.11280000000000001,50,7.1,537,2.4539929162374756
/m/0dvsvf,The Profit,2001.0,22,['Drama'],0.3046875,48,4.4,9,
/m/0728fz,Camp,2003.0,27,"['LGBT', 'Musical', 'Drama', 'Comedy', 'Indie']",0.47829861111111116,48,5.5,76,-0.6656972297190603
/m/0c2wy,Where the Heart Is,2000.0,22,"['Romantic drama', 'Romance Film', 'Drama', 'Comedy']",0.4997736532367587,47,7.1,644,
/m/0gy30w,30 Days of Night,2007.0,22,"['Thriller', 'Horror', 'Creature Film']",0.428641975308642,45,6.398,2553,3.533019497467121
/m/0kvgxk,The Ice Storm,1997.0,22,"['Ensemble Film', 'Indie', 'Family Drama', 'Period piece', 'Marriage Drama', 'Drama', 'Film adaptation']",0.49777777777777776,45,6.847,594,-0.4385828885009832
/m/0g_zyp,Love Affair,1994.0,22,"['Drama', 'Romantic drama', 'Romance Film', 'Remake', 'Comedy']",0.481859410430839,42,5.355,55,-0.0071417917312015826
/m/043q7k0,Post Grad,2009.0,22,"['Romantic comedy', 'Indie', 'Screwball comedy', 'Comedy', 'Romance Film', 'Domestic Comedy']",0.44973230220107074,41,5.0,281,-0.5070131343585836
/m/0bm2nq,Stranger Than Fiction,2006.0,22,"['Drama', 'Black comedy', 'Fantasy', 'Comedy-drama', 'Comedy']",0.42000000000000004,40,7.271,2112,1.4842873678141282
/m/084qpk,Grindhouse,2007.0,27,"['Thriller', 'Horror', 'Creature Film', 'Zombie Film', 'Action', 'Slasher']",0.42603550295857995,39,6.988,1551,0.294226691797542
/m/07799g,Riding in Cars with Boys,2001.0,22,"['Biographical film', 'Drama', 'Comedy']",0.49967126890203817,39,6.8,419,0.7293093625946332
/m/0prrm,Jay and Silent Bob Strike Back,2001.0,22,"['Road movie', 'Stoner film', 'Buddy film', 'Comedy']",0.41135734072022156,38,6.43,1431,0.6468917241215728
/m/06w9jvy,The Collector,2009.0,22,"['Crime Fiction', 'Thriller', 'Horror', 'Slasher', 'Suspense']",0.4178232286340394,37,6.556,1347,-0.37931590973433876
/m/0dc2ctx,Morgen,2010.0,30,"['Buddy Picture', 'Drama', 'World cinema']",0.31327160493827155,36,6.2,13,
/m/0276jx2,Paris,2008.0,24,"['Romance Film', 'Drama', 'Comedy', 'World cinema']",0.4984567901234568,36,6.475,306,
/m/0g1ym6,Ted Bundy,2002.0,22,"['Thriller', 'Crime Fiction', 'Biographical film', 'Drama']",0.345679012345679,36,5.8,145,-0.7745241732622269
/m/0ktvxj,The List of Adrian Messenger,1963.0,22,"['Crime Fiction', 'Ensemble Film', 'Detective fiction', 'Detective', 'Black-and-white', 'Mystery']",0.40816326530612246,35,6.6,72,
/m/05sw5b,Recess: School's Out,2001.0,22,"['Adventure', 'Family Film', 'Comedy', 'Animation']",0.43102040816326526,35,6.558,313,1.096790285987974
/m/0184tc,Labyrinth,1986.0,22,"['Coming of age', 'Family Film', 'Fantasy', 'Comedy', 'Adventure']",0.2906574394463668,34,7.3,2217,-0.24080149836732095
/m/0h66h0p,"Jeff, Who Lives at Home",2011.0,22,['Comedy film'],0.4152249134948096,34,6.179,576,-0.5974466450200183
/m/0jqb8,Sullivan's Travels,1941.0,22,"['Romantic comedy', 'Adventure', 'Road movie', 'Screwball comedy', 'Black-and-white', 'Satire', 'Drama', 'Comedy', 'Romance Film']",0.25086505190311414,34,7.434,412,
/m/078sj4,Syriana,2005.0,45,"['Thriller', 'Drama', 'Docudrama', 'Political thriller']",0.25711662075298425,33,6.42,1250,3.184003163228541
/m/0k54q,The Transformers: The Movie,1986.0,29,"['Science Fiction', 'Japanese Movies', 'Indie', 'Animation', 'Anime', 'Family Film', 'Action', 'Adventure']",0.058769513314967714,33,7.2,461,-0.5308337084553825
/m/08m5h3,Caché,2005.0,24,"['Thriller', 'Mystery', 'Drama', 'Psychological thriller', 'World cinema']",0.47750229568411384,33,7.045,990,
/m/0bdpdbn,The Chameleon,2010.0,32,"['Thriller', 'Mystery', 'Biography', 'Drama', 'Crime Thriller']",0.42240587695133147,33,5.3,44,
/m/02x0fs9,Lars and the Real Girl,2007.0,27,"['Romantic comedy', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Black comedy', 'Romance Film']",0.4995408631772268,33,7.16,1653,-0.3013456226339295
/m/0bf43g,The Gong Show Movie,1980.0,22,['Comedy'],0.3342516069788797,33,4.2,9,
/m/027lqzc,Hollywood Party,1934.0,22,"['Musical', 'Pre-Code', 'Comedy', 'Black-and-white']",0.25711662075298425,33,5.8,11,
/m/03sxd2,Summer of Sam,1999.0,29,"['Thriller', 'Ensemble Film', 'Indie', 'Crime Drama', 'Period piece', 'Drama', 'Crime Fiction']",0.375,32,6.5,416,0.03565465969308311
/m/03hgbhs,My Favorite Blonde,1942.0,22,"['Adventure Comedy', 'Comedy', 'Black-and-white']",0.404296875,32,6.3,18,
/m/08k40m,Hot Fuzz,2007.0,22,"['Parody', 'Crime Fiction', 'Buddy film', 'Action Comedy', 'Action/Adventure', 'Mystery', 'Satire', 'Comedy', 'Black comedy', 'Action']",0.3046875,32,7.555,7036,2.6191013523359805
/m/05q54f5,Fair Game,2010.0,33,"['Thriller', 'Biography', 'Drama', 'Film adaptation', 'Action', 'Political drama']",0.4296875,32,6.5,718,0.24224357770674992
/m/0bwhdbl,Scream 4,2011.0,22,"['Parody', 'Thriller', 'Horror', 'Mystery', 'Horror Comedy', 'Slasher', 'Teen']",0.48699271592091564,31,6.455,3402,3.3173818031430344
/m/05css_,Saboteur,1942.0,22,"['Thriller', 'Chase Movie', 'Black-and-white', 'Action/Adventure', 'Mystery', 'Suspense', 'Crime Thriller', 'Romance Film', 'Action', 'Spy']",0.27055150884495305,31,6.89,441,
/m/032925,Without Warning,1994.0,22,"['Disaster', 'Action/Adventure', 'Science Fiction', 'Suspense']",0.46444444444444444,30,5.3,105,
/m/063_3f,Babylon 5: In the Beginning,1998.0,2,"['Science Fiction', 'Drama', 'Adventure', 'Television movie']",0.2777777777777777,30,7.238,124,
/m/06hq4s,Stuck On You,2003.0,22,['Comedy'],0.4444444444444444,30,5.323,618,1.9956716099390577
/m/09gn1yh,The Sentimental Engine Slayer,2010.0,27,"['Drama', 'Indie']",0.3911111111111112,30,6.0,6,
/m/03cffvv,And the Band Played On,1993.0,32,"['LGBT', 'Film adaptation', 'Drama', 'Television movie']",0.2777777777777777,30,6.4,92,
/m/04v89z,The Longest Day,1962.0,32,"['History', 'Action', 'Drama', 'Epic', 'War film']",0.17999999999999994,30,7.589,858,1.3302886685382642
/m/03c8fm6,American Virgin,1999.0,22,['Comedy'],0.4708680142687277,29,3.65,10,
/m/05v0nd,Airplane II: The Sequel,1982.0,22,"['Parody', 'Science Fiction', 'Absurdism', 'Cult', 'Comedy', 'Disaster', 'Airplanes and airports']",0.23781212841854948,29,6.1,991,0.36708793320200284
/m/0h3qcj5,Holy Motors,2012.0,31,"['Fantasy', 'Science Fiction', 'Drama']",0.4280618311533888,29,7.018,1062,
/m/0cg_vf,Mulan II,2005.0,22,"[""Children's/Family"", 'Animation', 'Comedy', 'Animated cartoon', 'Family Film', 'Family-Oriented Adventure']",0.4994054696789536,29,6.481,2206,
/m/02vwrw3,Wild Child,2008.0,22,"['Romance Film', 'Drama', 'Comedy', 'Teen']",0.4280618311533888,29,6.7,1775,0.14880518990652464
/m/04h5k9,The Broken Hearts Club: A Romantic Comedy,2000.0,22,"['LGBT', 'Romantic comedy', 'Indie', 'Ensemble Film', 'Comedy-drama', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed', 'Romance Film']",0.2853745541022592,29,6.5,76,-0.6923064299590127
/m/05qr83,Amazon Women on the Moon,1987.0,22,"['Parody', 'Cult', 'Science Fiction', 'Comedy', 'Absurdism']",0.4280618311533888,29,6.0,143,-0.754291005058353
/m/0dr_9t7,Bernie,2011.0,22,"['Crime Fiction', 'Comedy film', 'Drama']",0.4708680142687277,29,6.592,835,-0.38995478425263885
/m/0h94ks_,Monster Brawl,2011.0,22,"['Sports', 'Action', 'Horror', 'Comedy']",0.328180737217598,29,4.3,66,
/m/05q4ky1,Sin Nombre,2009.0,21,"['Crime Fiction', 'Thriller', 'Drama', 'Adventure']",0.3995243757431628,29,7.609,629,-0.5623604479052835
/m/0kvb6p,The Robe,1953.0,22,"['Christian film', 'Sword and Sandal', 'Costume drama', 'Roadshow theatrical release', 'Epic', 'Period piece', 'Drama']",0.29336734693877564,28,6.8,211,0.740130005981001
/m/01lbcqx,Casino Royale,1967.0,22,"['Parody', 'Action/Adventure', 'Satire', 'Comedy', 'Action', 'Spy']",0.40816326530612246,28,5.289,662,0.9804088900221725
/m/0q05k,Dead Men Don't Wear Plaid,1982.0,22,"['Parody', 'Detective fiction', 'Detective', 'Black-and-white', 'Action/Adventure', 'Comedy', 'Action', 'Film noir']",0.375,28,6.6,345,-0.010376029818776115
/m/02z3r8t,"New York, I Love You",2008.0,40,"['Ensemble Film', 'Slice of life story', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",0.5,28,5.914,493,-0.43809368912391344
/m/0652f,Princess Mononoke,1997.0,21,"['Fantasy Adventure', 'Anime', 'Fantasy', 'Adventure', 'Japanese Movies']",0.48979591836734704,28,8.335,7368,
/m/02q_76b,First Sunday,2008.0,22,"['Crime Fiction', 'Heist', 'Crime Comedy', 'Action/Adventure', 'Drama', 'Comedy', 'Action', 'Religious Film']",0.4591836734693877,28,5.6,217,0.8501034591887556
/m/05h1_l5,Between Heaven and Hell,1956.0,22,"['Action/Adventure', 'Action', 'Drama', 'Film adaptation', 'War film']",0.29336734693877564,28,6.0,25,-0.6931124602294954
/m/0cxtwr,Dasavatharam,2007.0,21,"['Action/Adventure', 'Disaster', 'Science Fiction', 'Tamil cinema', 'World cinema']",0.40816326530612246,28,6.6,50,
/m/09gq0x5,The King's Speech,2010.0,22,"['Biography', 'History', 'Historical fiction', 'Period piece', 'Drama', 'Biographical film', 'Historical drama']",0.33673469387755106,28,7.742,8244,
/m/01hvjx,"South Park: Bigger, Longer & Uncut",1999.0,22,"['Parody', 'Gross-out film', 'Absurdism', 'Animated Musical', 'Political satire', 'Animation', 'Musical', 'Satire', 'Comedy', 'Gross out', 'Political cinema', 'Black comedy', 'Musical comedy', 'War film']",0.40816326530612246,28,7.257,2498,2.7271774875978037
/m/03m9nt3,Pain Within,2007.0,22,"['Drama', 'Indie']",0.48979591836734704,28,0.0,0,
/m/06w2yfk,Mutant Swinger from Mars,2003.0,2,"['Science Fiction', 'Family Film', 'Fantasy', 'Comedy film', 'Musical']",0.345679012345679,27,4.3,3,
/m/0209hj,Gandhi,1982.0,28,"['British Empire Film', 'History', 'Historical fiction', 'Epic', 'Drama', 'Biopic [feature]', 'Biographical film', 'Historical Epic']",0.30178326474622774,27,7.5,2137,1.4469667878487613
/m/04jvls,Nowhere,1997.0,22,"['LGBT', 'Science Fiction', 'Indie', 'Comedy-drama', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed', 'Black comedy', 'Teen']",0.49382716049382713,27,6.714,140,-0.7692344547071556
/m/0ddfwj1,Submarine,2010.0,22,"['Drama', 'Comedy', 'Indie']",0.49382716049382713,27,7.397,1348,
/m/0h8dxbz,Swa Le,2009.0,19,"['Drama', 'Comedy']",0.345679012345679,27,5.7,5,
/m/05f4_n0,Kick-Ass,2010.0,22,"['Superhero movie', 'Superhero', 'Action/Adventure', 'Comedy', 'Black comedy', 'Action']",0.384087791495199,27,7.122,11101,3.2773444699287757
/m/0fpwgv_,Chillerama,2011.0,28,"['LGBT', 'Horror', 'Short Film', 'Fantasy', 'Comedy', 'Action']",0.25240054869684503,27,5.6,105,
/m/028cd2q,Vampires Suck,2010.0,28,"['Parody', 'Comedy']",0.46639231824417005,27,4.3,1182,2.618009221576728
/m/0crxxzw,Dirty Girl,2010.0,22,"['LGBT', 'Comedy-drama', 'Drama', 'Indie', 'Comedy']",0.46639231824417005,27,6.1,173,-0.7750970908609994
/m/0473rc,Bedazzled,2000.0,31,"['Romantic comedy', 'Black comedy', 'Romance Film', 'Fantasy', 'Comedy']",0.345679012345679,27,6.047,1726,3.0326100987562477
/m/03wy8t,New York Stories,1989.0,22,"['Anthology', 'Comedy-drama', 'Satire', 'Drama', 'Comedy', 'Fantasy Comedy']",0.49382716049382713,27,6.3,335,-0.32369552134363566
/m/0c696l,Farce of the Penguins,2006.0,22,"['Parody', 'Mockumentary', 'Adventure Comedy', 'Comedy']",0.384087791495199,27,3.8,41,
/m/0f61tk,The Rocketeer,1991.0,22,"['Science Fiction', 'Adventure', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Period piece', 'Fantasy', 'Family Film', 'Action', 'Airplanes and airports']",0.30178326474622774,27,6.467,846,1.836138950730204
/m/05n6sq,Lords of Dogtown,2005.0,27,"['Sports', 'Period piece', 'Drama', 'Coming of age', 'Biographical film', 'Teen']",0.41700960219478733,27,7.1,694,-0.21205065449513838
/m/01738w,Small Soldiers,1998.0,22,"['Science Fiction', 'Action', 'Adventure', 'Action Comedy', 'Fantasy', 'Comedy', 'Family Film', 'Fantasy Comedy']",0.30178326474622774,27,6.52,1972,1.5276776453155159
/m/0bs8ndx,Super,2010.0,27,"['Indie', 'Superhero movie', 'Action/Adventure', 'Drama', 'Comedy', 'Action', 'Adventure']",0.39349112426035515,26,6.6,1416,-0.7637570656973911
/m/06_vlp9,Somewhere,2010.0,29,"['Drama', 'Black comedy', 'Comedy-drama', 'Comedy', 'Indie']",0.47337278106508873,26,6.066,678,-0.18992172805036978
/m/0b2jrl,Souls for Sale,1923.0,29,"['Crime Fiction', 'Silent film', 'Indie', 'Black-and-white', 'Drama', 'Comedy']",0.42603550295857995,26,6.2,18,
/m/02vzpb,13 Going on 30,2004.0,31,"['Romantic comedy', 'Fantasy', 'Comedy', 'Coming of age', 'Romance Film', 'Fantasy Comedy']",0.48816568047337283,26,6.738,4820,3.2885909549443686
/m/03cvfs5,Black Rainbow,1989.0,22,"['Thriller', 'Mystery', 'Horror', 'Psychological thriller', 'Supernatural']",0.48816568047337283,26,5.9,41,
