,freebaseID.value,sLabel.value
111,/m/033tf_,Irish Americans
112,/m/09gp4,Belarusians
113,/m/01d7kx,Swedish-speaking population of Finland
114,/m/01336l,Asian Americans
115,/m/03nz70,Hutsuls
116,/m/04q7gbh,Americans
117,/m/06j2v,Romani people
118,/m/0c_lbq,Armenians of Russia
119,/m/0466nw8,Lebanese
120,/m/013xrm,Germans
121,/m/01f9bg,Inupiat people
122,/m/03ty8_,Lithuanian Jews
123,/m/03x1x,Five Nations
124,/m/095mw2,Soviet people
125,/m/0g96wd,White British
126,/m/0j6x8,Aboriginal Australians
127,/m/03x_fq7,Aboriginal Australians
128,/m/04f581,Norwegian Americans
129,/m/01mw1s,Chinese Canadians
130,/m/029f2r,Sindhis
131,/m/033fjj,Ho-Chunk
132,/m/0ffkb4,Lithuanian American
133,/m/04dbw3,Cuban American
134,/m/064pj,Persians
135,/m/013s41,Bulgarians
136,/m/01nbcy,Taiwanese Americans
137,/m/0cx3p,Berber
138,/m/08c25t,Wolof people
139,/m/06gbnc,Welsh people
140,/m/09r2kh,peoples of the Caucasus
141,/m/04jq32s,Nepali Indian
142,/m/0gf5k1,Italians in the United Kingdom
143,/m/01crfj,Copts
144,/m/0cqgdq,Marathi people
145,/m/05c60ml,Chileans
146,/m/03ttfc,Spaniards
147,/m/046j25,Lumbee
148,/m/03d26m9,Hondurans
149,/m/07gzw5,Kapampangan people
150,/m/086wp0,Ilocano
151,/m/03x_lpj,Sudanese Arabs
152,/m/0dllcfn,Afghans in India
153,/m/04608z,Afro Trinidadians and Tobagonians
154,/m/04lgl9t,Austrians in the United Kingdom
155,/m/03hjx6f,Black Hispanic and Latino Americans
156,/m/03vv99,British Americans
157,/m/02r3wfk,British Jamaicans
158,/m/051wcch,Bulgarian Canadians
159,/m/047bp1r,Colombian Australian
160,/m/04dzwby,French Chilean
161,/m/067lrj,Greek Canadians
162,/m/05748,Māori
163,/m/06rd7,Sámi peoples
164,/m/0x67,African Americans
165,/m/0c3wsgg,Moroccans
166,/m/03zcwh,Ukrainian Canadians
167,/m/023mqw,Kashmiri Pandit
168,/m/09gk_6h,Argentines
169,/m/09743,Pashtuns
170,/m/01srl7,Ossetians
171,/m/01xttr,Kannada people
172,/m/01vr3v,Romanians
173,/m/01ylpf,Latvians
174,/m/07d_p8,Catalan people
175,/m/0c50f,Métis
176,/m/01vsch,Aromanians
177,/m/0180zw,Kikuyu
178,/m/0ffjqy,Croatian Americans
179,/m/03sk2,demographics of Iraq
180,/m/027936c,Gin people
181,/m/05mtdy,Indo-Canadians
182,/m/0bs7l_v,Pakistanis
183,/m/03yk6g,Afro-Cuban
184,/m/01xhh5,Koreans
185,/m/013z8m,Manchu
186,/m/06mvq,Swedes
187,/m/09g34_,Malagasy people
188,/m/04118b,German Brazilians
189,/m/01kg2v,Brahmin caste
190,/m/03nvq,Hazaras
191,/m/02r11hz,Lebanese immigration to Mexico
192,/m/0bnzjx,Criollo people
193,/m/0278pqj,British Nigerian
194,/m/04gfy7,Indian Americans
195,/m/04mmhj,British Chinese
196,/m/05qb937,Venezuelans
197,/m/0318mh,Finns
198,/m/01n94b,Slovaks
199,/m/0ftlzz,Luxembourgish Americans
200,/m/03b_13l,Swedish Australian
201,/m/03lnnd,Thai Americans
202,/m/03gskx0,Australian American
203,/m/04lhnps,Barbadian American
204,/m/0fqp6zk,Bengali Hindus
205,/m/02vkw95,Ecuadorian Americans
206,/m/0b3zsn,Greeks in the United Kingdom
207,/m/0fxmtg,Honduran Americans
208,/m/071drf,Chaliyan
209,/m/027n1m6,Slovak Americans
210,/m/04y29,Muslim
211,/m/07mqps,Dutch Americans
212,/m/059v8,Nez Perce
213,/m/03bx0k4,Hongkongers
214,/m/035b50,Japanese Brazilians
215,/m/01_5cg,Apache
216,/m/03vghh,Portuguese
217,/m/0647lm,Pakistani American
218,/m/08xbxs,Pakistani Canadians
219,/m/03gy1h2,Panamanian American
220,/m/0288fw3,Poles in the United Kingdom
221,/m/06bkf,Québécois
222,/m/07j80c,Samoan American
223,/m/01l0ty,Tibetan people
224,/m/013s2p,Bosniaks
225,/m/025tvhm,Egyptians
226,/m/04c28,Kurds
227,/m/025rpb0,Hispanic and Latino Americans
228,/m/022fdt,Armenians
229,/m/012fh,Afrikaners
230,/m/01sq7s,Mohawk people
231,/m/0dq1q,Cree
232,/m/07hwkr,White Americans
233,/m/013b6_,Ashkenazi Jews
234,/m/063k3h,Scotch-Irish Americans
235,/m/0828vj,Telugu Brahmins
236,/m/0fpjs3j,Uruguayans
237,/m/02vys3l,Venezuelan Americans
238,/m/02q206y,Iranians in the United Kingdom
239,/m/06vb7b,Iranian Canadians
240,/m/04ydrsn,Israeli Americans
241,/m/09snp5,Muhajir
242,/m/09zyn5,Norwegians
243,/m/059_w,Native Americans in the United States
244,/m/0fk3s,Sioux
245,/m/01267,Albanians
246,/m/0g5y6,Hungarians
247,/m/0dqqwy,Danish Americans
248,/m/03pqwy,Finnish Americans
249,/m/033njm,Irish Canadians
250,/m/03fvrb,Khatri
251,/m/0d9q7j,Gaud Saraswat Brahmin
252,/m/02pzb09,Castilians
253,/m/07n8wy,Agrawal
254,/m/05sng,culture of Palestine
255,/m/0ffk5n,Latvian American
256,/m/0bms44,Louisiana Creole people
257,/m/0g4pffv,Russian Canadians
258,/m/078ds,Sinhalese
259,/m/06y24j,Iranian Americans
260,/m/0b79c7,Kashmiri people
261,/m/06v41q,French Americans
262,/m/03cdk7b,British Pakistanis
263,/m/0640_7q,History of the Jews in Morocco
264,/m/04fh1b,Afro-Asians
265,/m/026kx7g,Colombians
266,/m/0dj8k3,British Jews
267,/m/0ckk60,White South Africans
268,/m/018s6c,Israelis
269,/m/0br_9j,Romani people in Spain
270,/m/0ch3pqf,Belgians
271,/m/0dn1_0,Italian immigration to Mexico
272,/m/064rb5l,Israeli Jews
273,/m/078vc,Sikh
274,/m/05ms3p0,Punjabi diaspora
275,/m/0fqz6,Cajun
276,/m/01hwt,Black people
277,/m/012c1l,French Canadians
278,/m/04nrnz,Iranians
279,/m/0bhsnb,Sri Lankan Tamils
280,/m/02p444n,Cubans
281,/m/04mvp8,Malayali
282,/m/02p4q5p,Portuguese Americans
283,/m/048sp5,Ezhava
284,/m/075_n6,Bunt
285,/m/09chmw,Filipino people of Spanish ancestry
286,/m/03cbkrf,English Australian
287,/m/071x0k,Filipino people
288,/m/0hj35,Xhosa people
289,/m/04wysy,Dalit
290,/m/0bpjh3,Bengali people
291,/m/033qt1,Azerbaijanis
292,/m/02wz7j,Oneida
293,/m/0fk55,Cheyennes
294,/m/02dd5z,Aceh
295,/m/065z7w_,Moroccan Americans
296,/m/0bvjpj,Nigerian American
297,/m/06lshc,Niyogi
298,/m/0gkxl2,Stateside Puerto Ricans
299,/m/0404kdr,Samoan New Zealanders
300,/m/02rbdlq,Scottish Canadians
301,/m/0fj1k9,Sicilian Americans
302,/m/04_tz7,Slovene American
303,/m/03cmqbt,Spanish people of Filipino ancestry
304,/m/0ft9bs,Sri Lankan Tamil diaspora
305,/m/0b8yvr,Sudanese Australians
306,/m/0b__fv3,Tamil Americans
307,/m/05cc9h,Somalis
308,/m/0ffhz3,Albanian American
309,/m/05sf2x,Italian Canadians
310,/m/0ffjvd,Ukrainian Americans
311,/m/0289z8v,Dalmatian Italians
312,/m/02jvpv,Kiwi
313,/m/09k5jvk,Mexicans
314,/m/09vmyh,Serbs of Croatia
315,/m/03cnzsg,Welsh Italians
316,/m/0268pvf,Iraqi Americans
317,/m/09tqq8q,Ghanaians
318,/m/04k02l,Marwari people
319,/m/013b7g,Sephardi Jews
320,/m/074w_m,Tulu people
321,/m/03bkbh,Irish people
322,/m/019lrz,Austrians
323,/m/0dryh9k,Indian person
324,/m/08hpk0,Hungarian Americans
325,/m/0d2by,Chinese Americans
326,/m/0338zd,Malaysian Chinese
327,/m/0152wh,Chinese Indonesians
328,/m/08v2k7,Italian Australian
329,/m/0btrm4,Armenian American
330,/m/05sycg,British Asian
331,/m/034s7b,Anglo-Indian people
332,/m/016f5d,Blackfoot Confederacy
333,/m/02m0kh,Mandinka people
334,/m/03m9my8,Arab Mexican
335,/m/02rp50t,Dutch Australian
336,/m/04ggbzy,White Africans of European ancestry
337,/m/02ry8mk,Sierra Leone Creole people
338,/m/0dtkkb,British African-Caribbean people
339,/m/03h1dq9,Indian diaspora in France
340,/m/026cybk,Serbian Canadians
341,/m/07hyjp,Irish Australian
342,/m/0583cz,Kayastha
343,/m/02qv_h_,Syrian Americans
344,/m/03r_k,Inuit
345,/m/02p_gby,Rusyn American
346,/m/026d074,Goans
347,/m/06w4lv,Indo-Guyanese
348,/m/09snp5,Muhajir diaspora
349,/m/09cd0m,Filipino mestizo
350,/m/0bh91q8,Guyanese American
351,/m/02vkd28,Haitian American
352,/m/02g7sp,Irish migration to Great Britain
353,/m/08cjt2,Karnataka Brahmins
354,/m/02y_9mh,Kanyakubja Brahmins
355,/m/07s9g04,Latin American British
356,/m/0g48m4,Lebanese Americans
357,/m/0cm7w1,Bihari people
358,/m/0bfrrj,Mohyal
359,/m/0462jl6,Pathani
360,/m/02rdfpy,Salvadoran Americans
361,/m/026c9dq,Chilean American
362,/m/0cnvdq1,Scandinavian Americans
363,/m/09v5bdn,Puerto Ricans
364,/m/01hphz,Indian diaspora
365,/m/042199j,Spanish immigration to Mexico
366,/m/09c8kp,Afro-Guyanese
367,/m/0738n4,Hmong American
368,/m/0301xt,Dene
369,/m/04lfc70,Armenians in Italy
370,/m/07lv5x,Bahamian Americans
371,/m/07g8yp,Burmese Americans
372,/m/0960kn,Danish Canadians
373,/m/032m0b,Chettiar
374,/m/09fqz7,Croatian Australians
375,/m/067lwk,Croatian Canadians
376,/m/0912ll,Dominican Americans
377,/m/04zjjt,history of the Jews in India
378,/m/0xnvg,Italian Americans
379,/m/042gtr,Spanish American
380,/m/06dy2k,Serbs of Bosnia and Herzegovina
381,/m/026zlyd,African people
382,/m/0bymc,Parsi
383,/m/067lts,Polish Canadians
384,/m/05y2yj,Baltic Russians
385,/m/07bch9,Scottish American
386,/m/047948f,Scottish Australian
387,/m/09y7x4,Filipino Australians
388,/m/03h11s3,Indian Australian
389,/m/068y7m,Greek Australian
390,/m/03cl2pz,Serbs in the United Kingdom
391,/m/08j1fb,Bangladeshi American
392,/m/02p7gyv,Brazilian Americans
393,/m/0g8_vp,Canadian Americans
394,/m/017sq0,Eurasian
395,/m/04csgrq,Sierra Leoneans in the United Kingdom
396,/m/04lhn7b,South African American
397,/m/0d8qls,Sri Lankan Americans
398,/m/0cmdl5l,Tamil Brahmin
399,/m/02wcbj_,Bolivian American
400,/m/0520604,Mangaloreans
401,/m/04znbg,history of the Jews in the African diaspora
402,/m/0166vx,Tejano
403,/m/0268xtg,Serbian Australians
404,/m/04wy6k,Cambodian Americans
405,/m/03d19xz,Canadians in the United Kingdom
406,/m/0761bp,Chitrapur Saraswat Brahmin
407,/m/03wbmrc,Ghanaian American
408,/m/047q05d,Lebanese people in the United Kingdom
409,/m/04y8_bm,Multiracial American
410,/m/02rm7_9,Peruvians in the United Kingdom
411,/m/0dqrh8,Polish Australians
412,/m/0640_7q,Moroccan Jews
413,/m/06fczy,Black Irish
414,/m/0152s7,Anglo-Irish people
415,/m/02cm28,English Canadians
416,/m/0bfjm7,Welsh American
417,/m/097nms,Black British
418,/m/0g0x7_,Gujarati people
419,/m/05ztd1,Dogra
420,/m/03295l,Filipino Americans
421,/m/04pnf,Latino
422,/m/0dbxy,Cherokee
423,/m/0fp54b,Koryo-saram
424,/m/0150zs,Arab Americans
425,/m/0gtwjz6,Canadian Australian
426,/m/03sx6v,German Canadians
427,/m/07s49c2,Chileans in the United Kingdom
428,/m/06k6sl,Swedish Canadians
429,/m/0c2hxm,Colombian Americans
430,/m/05bzpzx,Czech Australians
431,/m/02qv716,French-speaking Quebecer
432,/m/03cjjy0,Greeks in South Africa
433,/m/027lf0d,Hindkowans
434,/m/044bp_,Indo Caribbeans
435,/m/0fng3k,Jatt Sikh
