,movie_name,movie_release_year,movie_languages_count,movie_box_office_revenue,vote_average,vote_counts,budget,diverse,Propensity_score
28124,Klute,0.04767365883691176,22,-0.3647881318613375,6.781,375,-0.162083359070535,0,0.06615668842846392
26420,Midway,0.7055168841284544,22,0.29744070799048894,6.6,264,-0.5213147466114195,0,0.10777651305867005
75138,Mad Max,1.1002228193033798,22,1.5219468151018913,6.686,3940,-0.47102235235569573,0,0.18156582444058023
51863,The Octagon,1.2317914643616883,22,-0.22550836899690788,5.074,107,0.053455473453995705,0,0.09493736507062396
53908,King of the Gypsies,0.9686541742450714,22,-0.4766598551863836,5.9,17,-0.5213147466114195,0,0.08643892098032811
9762,Fame,1.2317914643616883,22,-0.1773771918125413,6.447,405,0.7000719710275879,1,0.056975240306790645
68630,Breakout,0.5739482390701458,22,-0.289580359913216,6.3,82,-0.3776221915950657,0,0.08244381939619458
24310,Something Of Value,-1.7942873719794075,22,-0.5569962762249699,5.5,15,-0.5213147466114195,0,0.09063090079077185
62683,Breaking Away,1.1002228193033798,34,-0.2033171611029728,7.092,234,-0.19082187007380577,0,0.06760629968589398
65144,Little Big Man,-0.08389498622139675,22,0.045973821980363296,7.54,555,1.6340735786338878,0,0.035170474694556544
28382,Pocketful of Miracles,-1.2680127917461734,31,-0.5807186558977868,7.252,151,-0.10460633706399348,0,0.05238954261905574
63714,Lucky Lady,0.5739482390701458,22,-0.10752780941911594,5.182,11,1.3466884686011802,0,0.06158898365106186
10987,The Driver,0.9686541742450714,22,-0.586110105823427,0.0,0,-0.5213147466114195,0,0.26453617148133957
29058,Thunder and Lightning,0.8370855291867628,33,-0.5699357560465064,4.818,11,-0.5213147466114195,0,0.10416816015181882
36170,House Calls,0.9686541742450714,27,-0.009224963779925608,0.0,0,-0.5213147466114195,0,0.32798681740779567
63366,Satan Never Sleeps,-1.1364441466878648,22,-0.6087541955111159,5.0,12,-0.5213147466114195,0,0.09838813073426302
53882,Private Resort,0.2553161210117679,22,-0.6056940193022119,5.668,197,-0.7393719547972799,1,0.07935820065996117
41065,My Little Pony: The Movie,0.7625666925583298,22,-0.49152502604178044,6.127,63,-0.7393719547972799,1,0.07935541907116223
3232,Doctor Detroit,-0.7591850220813557,22,-0.4018917217817993,5.108,65,0.07616058254988856,1,0.10641160551333691
28732,Footloose,-0.2519344505347939,22,1.0115550268187794,6.601,1578,1.7072256572442255,1,0.19414059767032696
19312,"Grandview, U.S.A.",-0.2519344505347939,22,-0.5161851787727447,6.0,31,-0.7393719547972799,1,0.07943941523789841
8590,The Journey of Natty Gann,0.2553161210117679,22,-0.4196642862276958,6.9,123,-0.7393719547972799,1,0.07791722065370198
18580,Ghostbusters,-0.2519344505347939,22,5.305020528067726,7.47,8204,2.318875060254602,1,0.3650912282790363
2265,Cry Freedom,1.2698172641048915,22,-0.4927152637281552,7.1,184,2.2169334930862057,1,0.17883807433767024
14902,Never Say Never Again,-0.7591850220813557,22,2.6341002136683214,6.068,1303,2.930524463264978,1,0.3241518152478754
60229,Bachelor Party,-0.2519344505347939,29,0.1667396609284164,6.298,593,-0.12772255178690356,1,0.10433928271244353
21323,Out of Bounds,0.7625666925583298,22,-0.5089576588154726,5.5,22,-0.7393719547972799,1,0.08103831821695233
53986,Lust in the Dust,0.2553161210117679,22,-0.5976624563411331,5.8,29,-0.48451803687628975,1,0.08534629743496755
12982,Made in Heaven,1.2698172641048915,22,-0.5196370283605043,6.731,67,-0.7393719547972799,1,0.07723695308853563
33847,The Delta Force,0.7625666925583298,35,-0.25206232762875164,5.855,366,-0.7393719547972799,1,0.08312334686786386
39808,Peggy Sue Got Married,0.7625666925583298,22,0.22726387325156813,6.114,493,1.0955762542338492,1,0.15029139935493957
30258,Red Sonja,0.2553161210117679,22,-0.4714335484921888,5.295,748,1.0853820975170096,1,0.13980358070616133
40322,Cobra,0.7625666925583298,22,2.6341002136683214,6.4,9,-0.7393719547972799,1,0.12469538138442479
23190,Harry and the Hendersons,1.2698172641048915,22,0.4020847282203263,6.081,629,0.28004371688668067,1,0.12249833264939838
48638,The Natural,-0.2519344505347939,22,0.3605568992935477,6.86,535,2.11499192591781,1,0.19662259878348678
43653,Pirates,0.7625666925583298,32,-0.48374616462941744,6.191,230,3.3382907319385624,1,0.24624051942846462
18884,Power,0.7625666925583298,2,-0.5353218121373788,5.881,53,0.8916931198970571,1,0.1284456122523735
13367,Teachers,-0.2519344505347939,22,-0.05368438836429725,5.6,62,-0.7393719547972799,1,0.08646318984670158
18705,The Muppets Take Manhattan,-0.2519344505347939,22,-0.09430743049496385,6.5,336,0.07616058254988856,1,0.10579820942966345
4817,Target,0.2553161210117679,22,-0.4293389571068647,5.8,3,-0.7393719547972799,1,0.08109765336658208
40590,Easy Money,-0.7591850220813557,22,-0.01770840475229967,6.045,111,-0.7393719547972799,1,0.08549549605865936
12485,Mask,0.2553161210117679,22,1.5819048571652787,7.17,398,0.02518979896569053,1,0.1297619166336415
20799,Harry & Son,-0.2519344505347939,22,-0.5137125223227659,6.0,54,-0.7393719547972799,1,0.07946913406348803
12192,Annie,-1.2664355936279175,22,0.5453456474058468,6.4,164,-0.7393719547972799,1,0.09179319032721135
5454,Spaceballs,1.2698172641048915,22,0.16104774826252052,6.834,2699,1.5747016199253108,1,0.1657606637271208
8778,Two of a Kind,-0.7591850220813557,22,-0.13261139719558315,6.0,120,-0.7393719547972799,1,0.08417270039171737
20375,American Flyers,0.2553161210117679,22,-0.5836066986712994,6.0,96,-0.7393719547972799,1,0.07863298110036766
17271,Vacation,-0.7591850220813557,22,0.6334188330952765,6.3,3493,2.420816627422998,1,0.22448194021593612
22077,Tootsie,-1.2664355936279175,22,2.9831018707992945,7.208,1601,1.4014009557390374,1,0.22719111222343627
41481,La Bamba,1.2698172641048915,22,0.4876470093130507,7.196,633,-0.07675176820270553,0,0.10742785769489682
38904,Playing for Keeps,0.7625666925583298,22,-0.5582707001731423,4.7,6,-0.7393719547972799,1,0.08289398005460995
45348,For Your Eyes Only,-1.7736861651744793,33,3.350365242547586,6.519,1680,2.11499192591781,1,0.28858417954794524
30454,The Razor's Edge,-0.2519344505347939,22,-0.47948181077674534,6.3,65,0.5858684183918689,1,0.11683120413472424
40397,Grease 2,-1.2664355936279175,22,-0.30458553492661766,5.101,630,0.6062567318255481,1,0.1258379304309833
3859,The Cotton Club,-0.2519344505347939,22,-0.0863124924170899,6.539,359,5.173238940969691,1,0.38519942597188306
40118,Blind Date,1.2698172641048915,22,0.18544199013786264,6.468,526,-0.7393719547972799,1,0.08675941460063202
41167,Moonstruck,1.2698172641048915,22,2.557802769997165,6.8,826,0.7897515527286609,1,0.18580912128788513
43719,The Company of Wolves,-0.2519344505347939,22,-0.5233637573348425,6.284,285,-0.5354888204604877,1,0.08346953461817083
32794,Reckless,-0.2519344505347939,22,-0.444217851417677,5.978,23,-0.7393719547972799,1,0.0803751295469021
37402,Broadcast News,1.2698172641048915,22,0.7537788925544772,6.712,361,1.2994593885706414,1,0.1674785636902497
23519,Firestarter,-0.2519344505347939,22,-0.26585667899923543,6.296,614,0.7897515527286609,1,0.12776876484764374
10918,The Color Purple,0.2553161210117679,22,2.2688659213219537,7.747,1560,0.7897515527286609,1,0.17311059394023395
62692,My Tutor,-0.7591850220813557,22,-0.1541186648978674,5.008,62,-0.7393719547972799,1,0.08707668910103042
13388,The Hotel New Hampshire,-0.2519344505347939,22,-0.5080741570622868,5.6,95,0.02518979896569053,1,0.10136026398428707
25814,Dune,-0.2519344505347939,29,0.015079976282450967,6.201,2624,3.3382907319385624,1,0.2616898049070266
12104,Star Trek IV: The Voyage Home,0.7625666925583298,22,2.08624877514877,7.173,1345,1.7072256572442255,1,0.2192308923802751
279,Down and Out in Beverly Hills,0.7625666925583298,22,1.2423801168349629,5.863,226,0.6878099855602648,1,0.15596012990242397
1807,Little Shop of Horrors,0.7625666925583298,22,0.17380887211075044,6.904,1308,1.8091672244126216,1,0.1765270348644223
30936,Exposed,-0.7591850220813557,29,-0.5849919917605813,0.0,0,-0.7393719547972799,1,0.09836215448829423
44713,A Room with a View,0.2553161210117679,29,-0.18699697473171134,7.004,673,-0.4335472532920917,1,0.08810580096823947
23061,Throw Momma from the Train,1.2698172641048915,22,0.5627342288657232,6.184,495,0.6878099855602648,1,0.1402241450999045
36267,A View to a Kill,0.2553161210117679,22,2.4798901791220773,6.217,1800,2.318875060254602,1,0.27562718794463
23729,Jumpin' Jack Flash,0.7625666925583298,22,-0.006866323330027658,6.119,323,1.0955762542338492,1,0.1454185397298451
38470,Slam Dance,1.2698172641048915,22,-0.6041708908491574,5.015,33,-0.7393719547972799,1,0.08135298212877609
6071,The Lost Boys,1.2698172641048915,22,0.0413946403577443,7.1,1824,0.1271313661340866,1,0.10716798378250258
46724,The Hunger,-0.7591850220813557,22,-0.49110224705759553,6.652,500,-0.7393719547972799,1,0.07780364220542606
21670,Halloween II,-1.7736861651744793,22,-0.09432538784767087,6.548,1839,-0.48451803687628975,1,0.08950021489805667
10570,Terror in the Aisles,-0.2519344505347939,22,-0.4094211484632838,6.122,37,-0.7393719547972799,1,0.08036184623466704
14495,Ferris Bueller's Day Off,0.7625666925583298,22,0.8106957872260939,7.604,4524,-0.12772255178690356,1,0.10933184011989538
15793,All of Me,-0.2519344505347939,22,0.1262202438828061,2.0,1,-0.7393719547972799,1,0.10150627308249414
38834,S.O.B.,-1.7736861651744793,22,-0.3107618497181349,5.9,80,-0.7393719547972799,1,0.08225191903366633
16336,Angel Heart,1.2698172641048915,29,-0.263716710407996,7.129,1365,0.9936346870654532,1,0.13148276426211095
9699,Wall Street,1.2698172641048915,22,0.2772859358246522,7.173,1865,0.7897515527286609,1,0.13383138173077183
8395,A Nightmare on Elm Street 3: Dream Warriors,1.2698172641048915,22,0.29646321164970685,6.67,1584,-0.3316056861236957,1,0.09880990194318996
68108,Kiss of the Spider Woman,0.2553161210117679,36,-0.2673772305214494,7.012,257,-0.7393708334400411,0,0.0793983311899361
29635,Shoot the Moon,-1.2664355936279175,22,-0.42539582681431126,6.4,34,-0.7393719547972799,0,0.07933245546090137
7796,Body Heat,-1.7736861651744793,22,-0.12425390321017338,7.025,516,0.1781021497182846,0,0.10645464857977088
23843,Jaws 3-D,-0.7591850220813557,22,1.172900379954272,4.451,1156,1.3504301721548393,0,0.19380744907881373
46691,Educating Rita,-0.7591850220813557,22,-0.31520573651628925,6.803,157,-0.7393719547972799,0,0.07944951667904691
66905,Echo Park,0.7625666925583298,22,-0.598223273597031,6.182,11,-0.7393719547972799,0,0.0779218793842181
24211,Beverly Hills Cop II,1.2698172641048915,22,5.474101929040201,6.474,2173,2.11499192591781,0,0.365529704590755
70162,Sudden Impact,-0.7591850220813557,22,0.760097121159365,6.552,806,1.5033425229074335,0,0.1780922396903925
28269,Santa Claus: The Movie,0.2553161210117679,22,-0.13118416303506364,6.3,230,4.357706403622522,0,0.3247856222628867
53992,Racing with the Moon,-0.2519344505347939,22,-0.48975564851250847,6.117,70,0.1781021497182846,0,0.10429843126301018
23542,Sleepaway Camp,-0.7591850220813557,22,-0.38922809519883184,6.263,607,-0.7036924062883413,0,0.081045389908347
8978,Deal of the Century,-0.7591850220813557,22,-0.4020197972736488,4.543,46,-0.7393719547972799,0,0.08536768814643275
44787,A Month in the Country,1.2698172641048915,22,-0.6034273752839103,6.4,22,-0.7393719547972799,0,0.07722181999460115
67665,Jinxed!,-1.2664355936279175,22,-0.5541995958427095,4.632,19,-0.7393719547972799,0,0.08315694196190629
12733,Best Defense,-0.2519344505347939,22,-0.22151855480999766,4.2,103,1.0955762542338492,0,0.15088541969130598
66413,The Fly,0.7625666925583298,22,0.61778694741841,7.389,4008,0.7897515527286609,0,0.13938678600932244
7261,Roxanne,1.2698172641048915,22,0.20023740812207977,6.412,569,0.4839268512234728,0,0.12466016014198524
35378,The Money Pit,0.7625666925583298,22,0.5035597601607315,6.499,1025,0.28004371688668067,0,0.12245052739511883
40618,Rhinestone,-0.2519344505347939,22,-0.17748714626315476,4.8,97,2.11499192591781,0,0.19598452917326092
4916,Enemy Mine,0.2553161210117679,22,-0.3627808510754168,6.929,882,3.3382907319385624,0,0.24432489911456015
41072,Taps,-1.7736861651744793,22,0.09781660198164369,6.795,244,0.6878099855602648,0,0.1284367651097557
70585,Megaforce,-1.2664355936279175,22,-0.49726441916568137,3.813,67,-0.7393719547972799,0,0.0864866859209832
27649,The Outsiders,-0.7591850220813557,22,-0.09100116735429237,0.0,0,-0.7393719547972799,0,0.10579976045710697
47431,Nightmares,-0.7591850220813557,22,-0.4770734355622194,5.612,74,-0.7393719547972799,0,0.08108690778722953
73712,Lassiter,-0.2519344505347939,22,-0.2570649823126079,5.1,28,-0.7393719547972799,0,0.08544635571810538
19488,The Fox and the Hound,-1.7736861651744793,22,0.6751658431790509,7.132,2986,0.4839268512234728,0,0.13005567931865958
11670,Cloak & Dagger,-0.2519344505347939,22,-0.4152206023374817,6.4,121,-0.7393719547972799,0,0.07945466593908775
38858,Thief,-1.7736861651744793,22,-0.3792264584648369,7.149,576,-0.17869333537110157,0,0.09185813234396377
54526,The Last Emperor,1.2698172641048915,41,0.2800481216144917,7.632,1522,1.6052840900758294,0,0.16532891017193344
5818,Things Are Tough All Over,-1.2664355936279175,22,-0.18359359985086376,5.8,61,-0.7393719547972799,0,0.08415833140387508
66859,Sweet Dreams,0.2553161210117679,22,-0.4280839714967746,6.622,45,-0.7393719547972799,0,0.07863888743117557
24749,The Thing,-1.2664355936279175,31,-0.2141234126033325,6.208,2681,2.828582896096582,0,0.22411076649287348
21092,The Cannonball Run,-1.7736861651744793,40,3.5600482788630377,6.122,563,1.0955762542338492,0,0.23415737988629837
12506,Hannah and Her Sisters,0.7625666925583298,22,0.5847300177248147,7.504,926,-0.08694592491954513,1,0.10742827775899312
62149,The Survivors,-0.7591850220813557,22,-0.32835571314110396,5.624,93,-0.7393719547972799,0,0.08288921032957008
45431,Octopussy,-0.7591850220813557,35,3.1920970491974936,6.321,1781,2.064021142333612,0,0.2815391143383172
44812,Excalibur,-1.7736861651744793,22,0.09709023213734284,6.951,895,0.3819852840550767,0,0.11697544506083342
65220,Flashdance,-0.7591850220813557,22,1.2730181606827302,6.485,1324,-0.0257809846185075,0,0.12538006188337428
17304,Rocky IV,0.2553161210117679,28,5.48442345014191,7.075,4068,2.420816627422998,0,0.3835912142717939
64069,Hardbodies 2,0.7625666925583298,22,-0.6108427677030066,3.25,17,-0.7393719547972799,0,0.08683451974180526
16001,Aliens,0.7625666925583298,22,2.046889666868356,7.935,8840,1.1465470378180473,0,0.18373923085645746
72315,Born in East L.A.,1.2698172641048915,22,-0.2602747627277178,5.71,93,-0.7393719547972799,0,0.08347377396989132
24340,Wanted: Dead or Alive,1.2698172641048915,22,-0.4591298805951227,5.914,99,-0.7393719547972799,0,0.08038775348720649
46746,Lifeforce,0.2553161210117679,22,-0.37698168792248804,6.254,520,1.8091672244126216,0,0.1674311009729502
18568,Highlander,0.7625666925583298,22,-0.3509760323493138,6.89,2374,0.8916931198970571,0,0.1272156389107314
33811,Ironweed,1.2698172641048915,22,-0.4624099686115094,6.321,109,2.0130503587494135,0,0.1745034756132262
54417,Prince of Darkness,1.2698172641048915,22,-0.3246528055589443,6.773,884,-0.4335472532920917,0,0.08705424302703944
50547,Time Bandits,-1.7736861651744793,22,0.24720444816603865,6.608,902,-0.22966411895529962,0,0.10131203356141706
15185,Rocky III,-1.2664355936279175,22,4.866087555785011,6.876,3788,0.9936346870654532,0,0.26219491052480476
