,movie_name,movie_release_year,movie_languages_count,movie_box_office_revenue,vote_average,vote_counts,budget,diverse,Propensity_score
29928,The Flintstones,0.41797042136000795,22,3.0742441905754228,5.315,2265,1.6158051394650228,1,0.3915544883957011
28013,True Lies,0.41797042136000795,36,3.465122472721295,7.058,3703,5.071653063924185,1,0.4755364456873905
23703,Fatal Instinct,-0.4856579389893769,22,-0.4281068125728927,5.452,126,-0.6880934768410849,1,0.15526342189056588
13759,Star Trek: Generations,0.41797042136000795,22,0.7284197832555136,6.512,1210,1.2151271192378736,1,0.22350980662272504
40075,Wolf,0.41797042136000795,22,0.8641102080983689,6.915,41,-0.6880934768410849,1,0.1912237902430307
21354,So I Married an Axe Murderer,-0.4856579389893769,28,-0.38893808618457776,6.07,376,0.313601573726788,1,0.1645824018077568
31506,Passed Away,-1.3892862993387618,22,-0.46820973411886324,5.6,12,-0.6880934768410849,1,0.15225735029881743
35618,Home Alone 2: Lost in New York,-1.3892862993387618,29,3.256441542879882,6.708,8744,0.21343206867000067,1,0.34321114764214194
25616,The Paper,0.41797042136000795,22,-0.002386555721099231,6.56,168,-0.3875849616707231,1,0.16406401901007026
26548,Benny & Joon,-0.4856579389893769,22,-0.2664203587026338,7.0,697,-0.6880934768410849,1,0.1455064316411485
4202,Just Cause,1.3215987817093928,22,-0.12380274507813727,6.186,486,-0.6880934768410849,1,0.15904016145770491
31344,Addams Family Values,-0.4856579389893769,22,0.0028043710775367027,6.947,2721,1.6658898919934164,1,0.19187585278269131
30004,Nine Months,1.3215987817093928,22,0.9428880851516728,5.715,598,-0.6880934768410849,1,0.21001781124753674
10516,Jumanji,1.3215987817093928,29,2.2470364768090207,7.239,9900,2.567415437504502,1,0.32599262460865874
39922,Mixed Nuts,0.41797042136000795,22,-0.4389230674431263,5.467,165,0.06317781108481973,1,0.16550264349946986
27408,Bullets Over Broadway,0.41797042136000795,22,-0.37006883401130525,7.122,547,-0.6880934768410849,1,0.14070977321822814
64755,A Dangerous Woman,-0.4856579389893769,22,-0.49479459045691493,5.0,1,-0.6880934768410849,1,0.1574750596712995
31938,Shadows and Fog,-1.3892862993387618,22,-0.4817988686719782,6.773,325,0.013093058556426085,1,0.14948748810059684
3378,Point of No Return,-0.4856579389893769,34,-0.19531132883755623,6.229,637,-0.6880934768410849,1,0.15589143524696417
6436,It Could Happen to You,0.41797042136000795,22,-0.11240169222378071,6.472,647,0.313601573726788,1,0.17112738257599003
30843,Chaplin,-1.3892862993387618,22,-0.4108918717572038,7.436,970,0.8645338515391182,1,0.15711653226674038
41463,Junior,0.41797042136000795,22,0.6272693120108316,5.2,1377,2.316991674862534,1,0.2587302897453454
41484,Mary Shelley's Frankenstein,0.41797042136000795,22,0.6647813031498251,6.409,1115,1.5657203869366292,1,0.22832370621453668
17367,"To Wong Foo, Thanks for Everything! Julie Newmar",1.3215987817093928,34,-0.009208583277647528,7.25,586,-0.6880934768410849,1,0.15227002693078937
21536,The Net,1.3215987817093928,27,0.6503184238299706,5.996,1220,0.4137710787835753,1,0.2120812680417558
6507,The Lion King,0.41797042136000795,35,9.474499569205252,8.255,17146,1.5657203869366292,1,0.7579582659736034
43310,Waterland,-1.3892862993387618,22,-0.4989603684460188,6.2,27,-0.6880934768410849,1,0.14514751892903563
36246,Leap of Faith,-1.3892862993387618,22,-0.2652902270496519,5.693,187,-0.6880934768410849,1,0.15887110995782372
12358,Last Action Hero,-0.4856579389893769,22,0.9301732410032644,6.432,2473,3.569110488072375,1,0.282932860879884
22216,Hackers,1.3215987817093928,36,-0.431138513526792,6.334,1159,0.313601573726788,1,0.16011271750812908
18269,The Cemetery Club,-0.4856579389893769,22,-0.4474235298512204,5.5,6,-0.6880934768410849,1,0.1540492078371142
67604,The Beverly Hillbillies,-0.4856579389893769,22,0.09185014733732116,6.254,488,-0.6880934768410849,1,0.16666684084351802
39894,Matinee,-0.4856579389893769,22,-0.41047596970992944,6.649,252,-0.6880934768410849,1,0.1438704688144482
27018,Batman Forever,1.3215987817093928,22,3.0207153851588355,5.407,4813,4.32038177599828,1,0.45657908815468484
17069,Love Affair,0.41797042136000795,22,-0.31876682960305447,5.3,7,-0.6880934768410849,1,0.16100178878610236
37645,Jeffrey,1.3215987817093928,22,-0.47390772647740653,6.313,56,-0.6880934768410849,1,0.1449233100482062
22924,Made in America,-0.4856579389893769,22,0.5906626706685099,5.48,333,0.4137710787835753,1,0.2160896776351696
4931,The Adventures of Huck Finn,-0.4856579389893769,29,-0.25758507395054747,6.17,165,-0.3625425854065263,1,0.15877638311350833
26374,Mr. Wonderful,-0.4856579389893769,22,-0.47770980528242074,5.797,32,-0.6880934768410849,1,0.1499135916737097
38997,The Age of Innocence,-0.4856579389893769,22,-0.17204744552019313,6.974,967,1.0147881091242992,1,0.17374196894067975
20945,To Die For,1.3215987817093928,22,-0.28716578702528456,6.575,708,0.313601573726788,1,0.16307853884214618
29511,Short Cuts,-0.4856579389893769,22,-0.4463822637355875,7.203,522,-0.6880934768410849,1,0.13734585368349095
41790,Carrington,1.3215987817093928,22,-0.4764829802858715,6.208,60,-0.6880934768410849,0,0.14586362598148198
11585,Money Train,1.3215987817093928,22,0.2998117899287947,5.837,693,2.717669695089683,0,0.23990251516407968
50000,Wild Bill,1.3215987817093928,22,-0.48775810619327725,5.678,118,0.8144490990107244,0,0.17248912765615082
32099,Basic Instinct,-1.3892862993387618,22,3.192773713747394,6.888,3524,1.7660593970502039,0,0.3739391760976345
49444,Aladdin,-1.3892862993387618,22,4.778513016672436,6.057,61,-0.6880934768410849,0,0.4350917782904547
74075,Turtle Beach,-1.3892862993387618,22,-0.5023358003330247,3.7,7,-0.6880934768410849,0,0.17128913073281382
18228,What's Love Got to Do with It,-0.4856579389893769,22,-0.10021718719317795,7.081,283,0.06317781108481973,0,0.16122965888061677
24923,Beverly Hills Cop III,0.41797042136000795,22,0.7403594332484449,5.874,1611,1.8161441495785975,0,0.24467003686357564
3758,Renaissance Man,0.41797042136000795,22,-0.25518500140858885,6.118,271,1.3152966242946609,0,0.18494689751494964
51394,Never Talk to Strangers,1.3215987817093928,22,-0.438541005442841,5.1,151,-0.3675510606593656,0,0.163177451047611
30827,Encino Man,-1.3892862993387618,22,-0.08350680410135601,5.782,596,-0.3375002091423294,0,0.17015774993952443
14802,Outbreak,1.3215987817093928,34,1.481698547185382,6.53,2072,1.8161441495785975,0,0.27522283328133584
62412,Frozen Assets,-1.3892862993387618,22,-0.5065595313700421,4.571,7,-0.6880934768410849,0,0.16157303133112835
50028,Guarding Tess,0.41797042136000795,22,-0.22658119015545952,5.965,287,0.313601573726788,0,0.17220919491920186
26494,Batman Returns,-1.3892862993387618,22,2.2892720558279525,6.918,6032,3.318686725430407,1,0.3523648275644922
74144,Captain Ron,-1.3892862993387618,22,-0.274221753944679,5.6,266,0.5139405838403626,0,0.17750746116622346
1000,Sidekicks,-1.3892862993387618,22,-0.3302304839210814,6.0,1,-0.6880934768410849,0,0.15324329366914022
2679,Singles,-1.3892862993387618,22,-0.3166791767693295,0.0,0,-0.6880934768410849,0,0.22596352718556162
39510,My Cousin Vinny,-1.3892862993387618,22,0.1619786028175519,7.485,1396,-0.13716119902875484,0,0.16411822651221405
66342,Timecop,0.41797042136000795,22,0.5770624974396019,5.994,1059,0.6641948414255435,0,0.2131023407933974
12162,Canadian Bacon,1.3215987817093928,22,-0.508636145527974,5.718,195,-0.13716119902875484,0,0.15723762984979803
9301,The Waterdance,-1.3892862993387618,22,-0.4924221460835524,6.056,36,-0.6880934768410849,0,0.14679833955620458
37074,The Brothers McMullen,1.3215987817093928,22,-0.4029870361482692,5.9,78,-0.6880934768410849,0,0.1515916378668145
54498,3 Ninjas,-1.3892862993387618,22,-0.20620374217633153,5.656,398,-0.3625425854065263,0,0.16629467759347838
69921,Death Becomes Her,-1.3892862993387618,22,1.053195305855281,6.754,2383,2.066567912220566,0,0.25330342433166664
70710,Homeward Bound: The Incredible Journey,-0.4856579389893769,22,-0.07154634641441564,6.937,927,-0.6880934768410849,0,0.153177742407136
24782,Babe,1.3215987817093928,22,2.156142226019719,6.191,2671,0.8144490990107244,0,0.2980110407981303
30432,Beyond Rangoon,1.3215987817093928,22,-0.356257341493618,6.618,76,0.4638558313119689,0,0.16212776231347428
11560,Judgment Night,-0.4856579389893769,22,-0.38315164801019846,6.525,303,0.3636863262551816,0,0.1606382373086114
30428,Murder in the First,1.3215987817093928,22,-0.32811562264027344,7.141,515,0.313601573726788,0,0.15552817741707864
48668,Rob Roy,1.3215987817093928,22,-0.17895741522676178,6.721,568,0.7142795939539371,0,0.171727959583452
33246,Circle of Friends,1.3215987817093928,22,-0.26499556156141996,5.7,11,-0.6880934768410849,0,0.15880837476804469
36890,Radio Flyer,-1.3892862993387618,22,-0.46169162690990945,7.025,180,1.0648728616526928,0,0.16241344336071084
15325,Blue in the Face,1.3215987817093928,22,-0.4971158917639132,6.57,142,-0.5879239717842977,1,0.14292663154989893
29707,Jack the Bear,-0.4856579389893769,22,-0.45650968215165266,6.39,50,-0.6880934768410849,0,0.14478220110319584
41114,Even Cowgirls Get the Blues,0.41797042136000795,28,-0.4925737285079879,4.3,116,-0.2874154566139358,1,0.17103165774227774
8508,Heat,1.3215987817093928,27,1.4562766237365568,7.909,6627,2.316991674862534,0,0.2628956360581556
7916,FernGully: The Last Rainforest,-1.3892862993387618,22,-0.16726834947015506,6.337,519,0.5139405838403626,0,0.17347875359742984
63149,The Crush,-0.4856579389893769,22,-0.36770109051888883,6.517,443,-0.3875849616707231,0,0.1507434852426538
35088,Welcome to the Dollhouse,1.3215987817093928,22,-0.46256210834188516,7.174,390,-0.64802567481837,0,0.13758003089973464
69586,Needful Things,-0.4856579389893769,22,-0.3511611668265515,6.202,477,-0.6880934768410849,0,0.15042055430172235
35011,Wayne's World 2,-0.4856579389893769,22,-0.004763606538067406,6.089,944,1.3152966242946609,0,0.19628466276921946
67737,Man's Best Friend,-0.4856579389893769,22,-0.37436165120936943,0.0,0,-0.6880934768410849,0,0.22310742530301714
11151,The Doom Generation,1.3215987817093928,22,-0.5075167377596502,6.347,216,-0.64802567481837,0,0.1439395239151637
48645,Total Eclipse,1.3215987817093928,22,-0.5069359061438256,6.4,484,-0.6880934768410849,0,0.14291881183963165
50921,Blame It on the Bellboy,-1.3892862993387618,22,-0.4779288894191914,5.3,49,-0.6880934768410849,0,0.15498128487780116
73495,The Joy Luck Club,-0.4856579389893769,37,-0.1656918544810896,7.1,126,-0.13716119902875484,0,0.1556907553804669
62736,Mrs. Doubtfire,-0.4856579389893769,22,4.119927738723632,7.188,5674,0.5640253363687562,1,0.40036968654670924
477,Jury Duty,1.3215987817093928,22,-0.3319696000103754,4.466,102,-0.6880934768410849,0,0.16957791246393886
34146,Bad Girls,0.41797042136000795,22,-0.3505865365960821,5.342,209,-0.6880934768410849,0,0.15933802458693755
16327,The Distinguished Gentleman,-1.3892862993387618,22,-0.02083162684025256,6.063,271,1.8161441495785975,0,0.2044604471369958
58663,Dream Lover,0.41797042136000795,28,-0.5078160096914878,5.682,66,-0.6880934768410849,0,0.14998103701599166
36987,The Thing Called Love,-0.4856579389893769,22,-0.49970009613364375,6.288,126,0.013093058556426085,0,0.1537640684450899
19090,Candyman,-1.3892862993387618,22,-0.23986531308504602,6.031,1407,0.5640253363687562,0,0.1747584092595367
51809,Apollo 13,1.3215987817093928,22,3.21702007068945,7.446,5027,1.9163136546353847,0,0.369001224342483
17194,Waterworld,1.3215987817093928,22,2.2619467792617796,6.197,3369,8.076738215627802,0,0.4873179941771173
52862,PCU,0.41797042136000795,22,-0.4650699338892797,5.947,113,-0.23733070408554213,0,0.15507366380625887
33157,A League of Their Own,-1.3892862993387618,22,0.8791936561682955,7.171,1273,1.3152966242946609,0,0.22376899306227663
11167,Angels in the Outfield,0.41797042136000795,22,0.016631970408287032,5.94,386,0.8645338515391182,0,0.19154392074295182
75058,Chain of Desire,-1.3892862993387618,22,-0.5081697509826805,4.286,7,-0.6880934768410849,0,0.16458527203612544
48010,Just Like a Woman,-1.3892862993387618,22,-0.5096780622119521,5.452,31,-0.6880934768410849,0,0.1522453005814061
27425,The Fugitive,-0.4856579389893769,31,3.360122305265944,6.0,1,-0.6880934768410849,0,0.34075043156335355
67734,Wind,-1.3892862993387618,22,-0.4525879512363077,6.5,33,0.7643643464823308,0,0.16404709364972705
15584,Killing Zoe,0.41797042136000795,29,-0.5061088239162985,6.239,305,-0.6129663480484945,0,0.14550975826589646
67726,Surf Ninjas,-0.4856579389893769,22,-0.4589198070238486,4.98,123,-0.6880934768410849,0,0.15904467355894242
21963,Rookie of the Year,-0.4856579389893769,22,0.08235959335907193,6.145,311,0.8645338515391182,0,0.19192923181947236
13655,The Crow,0.41797042136000795,22,1.0077654782334862,7.506,3596,0.4638558313119689,0,0.21002330212342776
48451,Pocahontas,1.3215987817093928,22,3.120923151392185,5.7,10,-0.6880934768410849,0,0.330868605654952
16790,Bank Robber,-0.4856579389893769,22,-0.5092894630491012,4.2,5,-0.6880934768410849,0,0.16547814946853945
48473,Cemetery Man,0.41797042136000795,29,-0.5078400912132986,6.9,436,-0.4877544667275104,0,0.14068428395055188
61863,Kuffs,-1.3892862993387618,22,-0.2886526399922018,5.742,184,-0.6880934768410849,0,0.1574707520032293
52639,It Takes Two,1.3215987817093928,22,-0.3061573985126469,6.468,820,-0.6880934768410849,0,0.14937196873739245
36141,Boxing Helena,-0.4856579389893769,22,-0.491655419809601,5.165,206,-0.6880934768410849,0,0.1558697104892979
62090,Something to Talk About,1.3215987817093928,22,0.02322955188573554,5.604,216,-0.6880934768410849,0,0.17114000225288925
20936,Amos & Andrew,-0.4856579389893769,22,-0.4082419180124551,5.341,140,-0.6880934768410849,0,0.15716456070357293
23678,Patriot Games,-1.3892862993387618,22,1.3577970398470864,6.678,1463,1.5657203869366292,0,0.2607661932557883
70101,The Bridges of Madison County,1.3215987817093928,22,1.3994022496186165,7.694,1956,0.5139405838403626,0,0.22742289956476877
3481,Clean Slate,0.41797042136000795,22,-0.4333242447850773,5.733,58,-0.6880934768410849,0,0.15218083724480472
70490,Super Mario Bros.,-0.4856579389893769,22,-0.2910382321419604,4.381,1203,1.71597464452181,0,0.2119458200397034
18977,Jurassic Park,-0.4856579389893769,27,9.087383502813692,7.943,15267,2.4672459324477147,0,0.7599637802595826
451,Juice,-1.3892862993387618,22,-0.2991030236195158,7.258,361,-0.4376697141991167,0,0.1451443952100968
74484,Guilty as Sin,-0.4856579389893769,2,-0.2703590043949544,5.668,116,-0.6880934768410849,0,0.1589425858914927
6891,Judge Dredd,1.3215987817093928,22,0.6803863916091993,5.777,2199,3.819534250714343,0,0.28446051031998465
37485,Hero,-1.3892862993387618,22,0.18728201789716956,7.208,12,-0.6880934768410849,0,0.16006961658774768
16160,Fortress,-0.4856579389893769,22,-0.4397909361086833,6.055,593,-0.2874154566139358,0,0.15419739469902982
8821,The Gun in Betty Lou's Handbag,-1.3892862993387618,22,-0.47145084462865755,5.111,27,-0.03699169397196756,0,0.16663571347743825
6289,Above the Rim,0.41797042136000795,22,-0.34059837128500675,6.9,174,-0.6880934768410849,0,0.14387419295960496
23655,Die Hard: With a Vengeance,1.3215987817093928,32,3.331013631990851,7.256,5646,3.819534250714343,0,0.4290841421500844
16084,Posse,-0.4856579389893769,22,-0.3185898225479664,5.3,67,-0.6880934768410849,0,0.1610085882909062
62192,Kicking and Screaming,1.3215987817093928,22,-0.5029658547892916,6.207,181,-0.6880934768410849,0,0.14493765428790237
37381,Beethoven's 2nd,-0.4856579389893769,22,0.7302239666723671,5.508,905,0.06317781108481973,0,0.21608815288431615
62365,Fire in the Sky,-0.4856579389893769,22,-0.3018451482085288,6.587,518,0.06317781108481973,0,0.15877181500939677
66072,Flesh and Bone,-0.4856579389893769,22,-0.4109365825913808,6.052,77,-0.6880934768410849,0,0.1497647069610432
5548,Malcolm X,-1.3892862993387618,22,-0.005056309828225823,7.542,1502,1.0147881091242992,0,0.17411387070731596
9993,Love Crimes,-1.3892862993387618,2,-0.4864976824896089,4.505,22,-0.6880934768410849,0,0.16305810580937874
39086,The Usual Suspects,0.41797042136000795,37,-0.2663078103789113,8.193,9694,-0.3875849616707231,0,0.13794874414431385
32198,Twister,-1.2081664205942828,22,3.0983385302636566,5.516,31,-0.7274399198271915,1,0.23966451386135115
2501,Jane Austen's Mafia!,1.1978622293738859,22,-0.2175233444775962,5.415,170,-0.3937541919292599,1,0.25456463835425175
31429,The First Wives Club,-1.2081664205942828,22,0.8632717054477422,6.729,702,0.14014297270743067,1,0.2746548775002748
4937,Hav Plenty,1.1978622293738859,22,-0.4164757515161671,7.071,7,-0.7274399198271915,0,0.2534259094380114
49735,Gods and Monsters,1.1978622293738859,22,-0.38671408709056393,6.9,324,-0.3937541919292599,1,0.26214171876147296
67463,Pecker,1.1978622293738859,22,-0.4164919834867572,6.082,170,-0.7274399198271915,1,0.24868128291757616
44401,The Governess,1.1978622293738859,22,-0.40564628490789945,6.0,22,-0.7274399198271915,1,0.24827075059175932
13534,One Fine Day,-1.2081664205942828,27,0.2636924906963457,6.423,591,-0.7274399198271915,1,0.24906259233015407
9853,Jerry Maguire,-1.2081664205942828,28,1.5207100185980196,6.947,2994,0.9409887196624664,1,0.29911814983984825
33163,Fly Away Home,-1.2081664205942828,22,-0.253229230801872,6.89,429,0.006668681548258022,1,0.2736513763765716
28257,Deconstructing Harry,-0.0051520956101984965,22,-0.3573105614934092,7.291,865,-0.060068464031328296,1,0.27389167449511853
23546,U.S. Marshals,1.1978622293738859,22,0.29824062975445126,6.494,1439,1.2746744475603982,0,0.3098381057659628
37660,Rushmore,1.1978622293738859,34,-0.31063455528645206,7.425,2285,-0.427122764719053,1,0.26362009473029707
17814,D3: The Mighty Ducks,-1.2081664205942828,22,-0.26885934734471917,5.982,409,-0.7274399198271915,0,0.24793518696225006
5408,The Big Hit,1.1978622293738859,22,-0.2399228354654172,5.855,377,-0.29364847355988044,1,0.25962777211283045
28963,In & Out,-0.0051520956101984965,22,0.023229229032057548,6.444,636,0.4404601278155691,1,0.28394275674153135
37695,Anastasia,-0.0051520956101984965,32,0.5655857057590795,6.773,154,-0.6099825436071196,1,0.25351175761509503
62121,Krippendorf's Tribe,1.1978622293738859,22,-0.37871959520320037,4.558,78,-0.7274399198271915,1,0.24141944528919604
38937,Michael,-1.2081664205942828,22,0.42214632392533885,5.709,568,-0.7274399198271915,1,0.24538343593979123
37987,L.A. Confidential,-0.0051520956101984965,22,0.4685551703207053,7.786,4522,0.4404601278155691,1,0.2900570737371144
30098,Flirting with Disaster,-1.2081664205942828,22,-0.3277933192663923,6.169,223,-0.49385991029863935,1,0.25556311936153026
36299,Wag the Dog,-0.0051520956101984965,28,0.026082742334418624,6.955,839,-0.2269113279802941,1,0.2665104489052783
62181,The Mirror Has Two Faces,-1.2081664205942828,22,0.08889621949801207,6.682,285,0.6740401373441213,1,0.2922647783771684
12696,That Darn Cat,-0.0051520956101984965,22,-0.302090875776449,5.006,80,-0.7274399198271915,1,0.2433808212047015
19801,Dirty Work,1.1978622293738859,22,-0.3612081554205493,0.0,0,-0.7274399198271915,0,0.22073581579679813
67616,Halloween H20: 20 Years Later,1.1978622293738859,22,-0.039721902097701496,6.026,1498,-0.16017418240070777,1,0.263973587586448
39528,Love Is All There Is,-1.2081664205942828,22,-0.4325513938756328,5.6,11,-0.7274399198271915,1,0.24641977653137992
18396,The Crucible,-1.2081664205942828,22,-0.38034779825049864,6.597,460,0.1067743999176375,1,0.2754104416738342
24792,Absolute Power,-0.0051520956101984965,27,-0.07523819643464953,6.639,968,0.9409887196624664,1,0.30074966722702395
34314,Happiness,1.1978622293738859,28,-0.4127383563555238,6.286,7,-0.7274399198271915,1,0.24964818934919256
46848,The Boxer,-0.0051520956101984965,22,-0.3147096225673558,6.714,245,-0.7274399198271915,1,0.2515186948532991
50280,Soldier,1.1978622293738859,22,-0.3285660838952941,6.418,754,1.7752030394072955,1,0.32709354940173313
9803,A Price Above Rubies,1.1978622293738859,22,-0.4250600359468808,5.135,26,-0.7274399198271915,1,0.244209642866938
3273,Grosse Pointe Blank,-0.0051520956101984965,22,-0.23223022395322057,6.935,812,-0.2269113279802941,1,0.26690537458385255
13520,Eye for an Eye,-1.2081664205942828,37,-0.240848007800581,6.077,317,-0.060068464031328296,1,0.2675511685165478
20685,Chairman of the Board,1.1978622293738859,22,-0.43149229528598315,3.773,55,-0.7274399198271915,1,0.2378640091857097
31384,Permanent Midnight,1.1978622293738859,22,-0.4244584461244217,5.872,98,-0.7274399198271915,1,0.24769604457080738
35020,2 Days in the Valley,-1.2081664205942828,35,-0.3532841401358049,6.2,223,-0.7274399198271915,1,0.24912843770782095
16063,Starship Troopers,-0.0051520956101984965,22,0.43283081682707364,7.038,4447,2.77626022310109,1,0.3630009849054487
45608,Lost in Space,1.1978622293738859,22,0.5395565304827711,5.4,1125,1.9420459033562614,1,0.3250344702896251
38352,Wedding Bell Blues,-1.2081664205942828,22,-0.43247193363068964,4.0,3,-0.7274399198271915,0,0.23891734511174026
1568,My Fellow Americans,-1.2081664205942828,22,-0.27344326155232596,5.986,140,-0.010015604846638559,1,0.2686360679319624
73724,Billy's Hollywood Screen Kiss,1.1978622293738859,22,-0.4180013639389616,5.919,37,-0.7274399198271915,0,0.2479077882891776
30678,Breaking the Waves,-1.2081664205942828,22,-0.4056263680728903,7.481,876,-0.7274399198271915,1,0.25539009369322074
31476,My Giant,1.1978622293738859,28,-0.37514262018656747,5.2,92,-0.7274399198271915,0,0.24442559390604238
66564,Fools Rush In,-0.0051520956101984965,27,-0.22225344639745534,6.0,2,-0.7274399198271915,1,0.2479357225766539
29685,The Island of Dr. Moreau,-1.2081664205942828,30,-0.07838412086756583,4.9,478,0.607302991764535,0,0.2812474312277229
23402,Dear God,-1.2081664205942828,22,-0.38180882556901824,5.5,56,-0.7274399198271915,1,0.24585412652908348
8960,Mars Attacks!,-1.2081664205942828,29,0.2911179510802765,6.397,5046,1.6083601754583297,1,0.32015271094018305
16245,Why Do Fools Fall in Love,1.1978622293738859,22,-0.34379437882742303,6.662,37,-0.7274399198271915,1,0.25132258640808086
19859,Spawn,-0.0051520956101984965,22,0.19449767816297583,5.388,1229,0.607302991764535,1,0.28322849248996285
46713,Cousin Bette,1.1978622293738859,22,-0.42449512337956935,5.7,39,-0.7274399198271915,1,0.24687922641575066
15361,Private Parts,-0.0051520956101984965,22,-0.13834871937416246,6.449,312,0.20688011828701697,1,0.277193533189868
37770,A Smile Like Yours,-0.0051520956101984965,22,-0.4090037748316656,3.471,17,-0.7274399198271915,1,0.23643015868121803
35461,Fathers' Day,-0.0051520956101984965,22,-0.17798042882916068,5.435,262,2.1088887673052272,1,0.33232127290212077
17276,Living Out Loud,1.1978622293738859,22,-0.32131009311070335,5.886,44,-0.3270170463496736,1,0.2589683917503353
15818,Buddy,-0.0051520956101984965,22,-0.3605646038474578,4.8,59,0.1067743999176375,0,0.26631740286702105
20873,Mulan,1.1978622293738859,31,1.7404283576695274,6.9,6320,5.946274638131441,1,0.4746018119624028
29829,The Ice Storm,-0.0051520956101984965,22,-0.3753850357051116,6.84,588,-0.1268056096109146,1,0.269661780121537
15965,Bed of Roses,-1.2081664205942828,22,-0.2968843551650163,5.9,10,-0.7274399198271915,1,0.24759638670716733
5922,The Gingerbread Man,1.1978622293738859,22,-0.4218278385545721,5.552,135,0.1067743999176375,1,0.2702015595219728
6965,As Good as It Gets,-0.0051520956101984965,22,1.8108246716634386,7.395,3499,0.9409887196624664,1,0.3009220788467579
12014,Harriet the Spy,-1.2081664205942828,22,-0.24304422270038034,6.024,169,-0.3270170463496736,1,0.25949737465462397
21046,He Got Game,1.1978622293738859,22,-0.27876594822868994,6.759,641,0.1067743999176375,1,0.27603724273656527
64249,Home Alone 3,-0.0051520956101984965,27,0.1319583377732548,5.265,2780,0.3403544094461896,0,0.27464173376488943
26080,The Associate,-1.2081664205942828,22,-0.34106440846004143,6.29,195,0.04003725433805118,1,0.2717814306231639
9226,A Perfect Murder,1.1978622293738859,22,0.4815623703769963,6.499,1252,1.2746744475603982,1,0.30948160870083286
25628,The Myth of Fingerprints,-0.0051520956101984965,22,-0.42951002390000176,4.654,26,-0.6607027742476052,1,0.2438062083677035
35846,Wrongfully Accused,1.1978622293738859,22,-0.36406430382944255,5.897,365,-0.7274399198271915,1,0.2477047010319
24665,The Faculty,1.1978622293738859,22,-0.1451148588509545,6.514,1794,-0.2269113279802941,1,0.26464274519001557
34162,My Best Friend's Wedding,-0.0051520956101984965,34,1.7044962949385076,6.603,2428,0.5405658461849486,1,0.2844830833733425
82,Nothing to Lose,-0.0051520956101984965,22,-0.11514521382197894,6.497,542,0.1067743999176375,0,0.2743841749812176
45318,Shine,-1.2081664205942828,22,-0.1764718481924891,7.354,593,-0.5439127694833291,0,0.25962153705104235
46422,Les Misérables,1.1978622293738859,22,-0.33212172097610515,7.599,1396,-0.7274399198271915,1,0.25582600646964293
31818,Ever After,1.1978622293738859,22,0.2670925350911837,0.0,0,-0.7274399198271915,1,0.2196792750389592
35742,A Bug's Life,1.1978622293738859,22,2.1623189897256774,6.968,8588,3.2767888149479876,1,0.376186107516408
31362,Excess Baggage,-0.0051520956101984965,22,-0.32912835421486325,0.0,0,-0.7274399198271915,1,0.2206817827763532
5904,You've Got Mail,1.1978622293738859,22,1.358382478789719,6.674,3004,1.4415173115093638,1,0.31398385515090577
13219,What Dreams May Come,1.1978622293738859,22,0.07770319388281924,7.194,2131,2.1088887673052272,1,0.3417900474023456
13056,The Rainmaker,-0.0051520956101984965,22,-0.10488522301428586,7.028,1160,0.607302991764535,0,0.29240621738753325
2184,The Prince of Egypt,1.1978622293738859,30,1.1283761910729202,7.254,3664,1.6083601754583297,1,0.3231347978079172
33035,Batman & Robin,-0.0051520956101984965,22,1.268300590735031,4.334,4653,3.4436316788969537,1,0.3683935241075186
7006,Liar Liar,-0.0051520956101984965,22,1.7289335873621599,6.671,5203,0.7741458557135007,1,0.29200053076995885
31862,The Portrait of a Lady,-1.2081664205942828,29,-0.4064152004245496,5.976,205,-0.7274399198271915,1,0.24815788537102945
34703,Two Much,-1.2081664205942828,27,-0.42463442696527137,5.4,132,0.07340582712784434,1,0.26845563923702964
28650,Picture Perfect,-0.0051520956101984965,22,-0.1162022843079561,7.2,5,-0.7274399198271915,1,0.2534923157387067
25825,The Birdcage,-1.2081664205942828,22,0.8901980166683053,7.039,1024,0.30698583665639645,1,0.28122759538383957
5736,Primal Fear,-1.2081664205942828,22,0.30001720572429685,7.652,3092,0.2736172638666033,0,0.28455438855335513
32026,She's the One,-1.2081664205942828,22,-0.33427314620606685,5.548,219,-0.6106499150629154,1,0.2492691031914749
35483,Dangerous Beauty,1.1978622293738859,22,-0.40027065329974715,7.1,240,-0.7274399198271915,1,0.2535358986086729
2014,Jackie Brown,-0.0051520956101984965,22,-0.1494721324731599,7.354,5867,-0.3270170463496736,1,0.2658924717582259
10033,Mr. Wrong,-1.2081664205942828,22,-0.34459235906923885,4.0,48,-0.7274399198271915,1,0.23876089423071034
42235,Emma,-1.2081664205942828,22,-0.27402557724868626,6.691,548,-0.5272284830884325,1,0.2570444254014736
53305,Life Is Beautiful,-0.0051520956101984965,33,1.2037165005120376,8.454,12339,-0.060068464031328296,1,0.2767622714823647
37691,Before and After,-1.2081664205942828,22,-0.3699593013667965,5.928,167,0.4404601278155691,1,0.2820525568247051
27537,Babe: Pig in the City,1.1978622293738859,22,0.06089861964213406,5.55,1129,2.275731631254193,1,0.33804820161320126
5774,Hellraiser: Bloodline,-1.2081664205942828,22,-0.36610985347824787,5.228,474,-0.5939656286680188,0,0.24827066719327712
