,movie_freebase_id,movie_name,movie_release_year,movie_languages_count,movie_genres,gender_diversity,actors_count,rating_average,rating_count,movie_box_office_revenue,treatment,Propensity_score
995,/m/048hvr,National Lampoon's Van Wilder,2002.0,22,"['Sex comedy', 'Gross-out film', 'Coming of age', 'Comedy', 'Gross out', 'Romance Film']",0.345679012345679,18,6.0,1696,0.8360511491204144,0,0.5202180491945493
533,/m/0b6dw2y,The Hunter,2010.0,29,"['Thriller', 'Action', 'Drama', 'World cinema']",0.375,20,5.979,118,,0,0.5357576302419599
13150,/m/08159z,The Prophecy 3: The Ascent,2000.0,22,"['Cult', 'Horror']",0.21875,8,6.0,148,,0,0.5152278877631292
2922,/m/0bv8h2,Bicentennial Man,1999.0,22,"['Tragedy', 'Family Drama', 'Science Fiction', 'Domestic Comedy', 'Fantasy', 'Comedy', 'Film adaptation', 'Drama', 'Family Film', 'Romance Film']",0.4977777777777777,15,7.24,3388,2.9078612225017584,1,0.5127316055438628
5553,/m/02r74zj,Savage Grace,2007.0,32,"['Crime Fiction', 'Indie', 'Crime Drama', 'Family Drama', 'Docudrama', 'Period piece', 'Drama']",0.486111111111111,12,5.7,173,,1,0.5264153436182518
1028,/m/03b_fm5,Role Models,2008.0,22,"['Romance Film', 'Comedy']",0.4152249134948096,17,6.489,1752,3.1219330151231297,0,0.5351603929092356
22200,/m/07m220,The Cranes are Flying,1957.0,21,"['Melodrama', 'Art film', 'World cinema', 'Drama', 'War film', 'Romantic drama', 'Romance Film']",0.375,4,8.0,323,,0,0.4094462973841874
12924,/m/0dsb4m2,Hellraiser: Revelations,2011.0,2,['Horror'],0.21875,8,3.5,280,,0,0.5550498155033332
4907,/m/01ggr0,Fierce Creatures,1997.0,22,"['Screwball comedy', 'Comedy of manners', 'Comedy']",0.4444444444444444,12,6.1,314,,1,0.5077372597901326
181,/m/0c1hmjy,22 Bullets,2010.0,29,"['Crime Fiction', 'Thriller', 'Action', 'World cinema', 'Action/Adventure']",0.4234404536862004,23,6.7,1125,,1,0.5357576302419599
4910,/m/04dld6,The Battle of Algiers,1966.0,36,"['Crime Fiction', 'World cinema', 'Drama', 'War film', 'Political drama', 'Historical drama']",0.375,12,7.924,670,,0,0.4221386629998699
695,/m/02yycl,Hart's War,2002.0,22,"['Crime Fiction', 'Period piece', 'Drama', 'War film', 'Political drama', 'Courtroom Drama']",0.0,19,6.379,852,0.616905509551897,0,0.5202180491945493
7164,/m/07l5v6,Just Cause,1995.0,22,"['Thriller', 'Crime Fiction', 'Detective fiction', 'Libraries and librarians', 'Detective', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Film adaptation', 'Crime Thriller', 'Action', 'Courtroom Drama']",0.4958677685950414,11,6.198,493,0.7760968884370318,1,0.5027413692348547
8275,/m/043lfrj,A Perfect Getaway,2009.0,22,"['Thriller', 'Psychological thriller', 'Action/Adventure', 'Mystery', 'Crime Thriller', 'Action', 'Slasher']",0.48,10,6.319,1162,0.185913607832702,1,0.5376453856632596
9290,/m/031py7,Kitchen Stories,2003.0,31,"['World cinema', 'Comedy of manners', 'Comedy-drama', 'Satire', 'Drama', 'Comedy']",0.0,9,7.035,101,,0,0.5170683964926698
106,/m/02bc6c,Fast Times at Ridgemont High,1982.0,22,"['Ensemble Film', 'Sex comedy', 'Screwball comedy', 'Cult', 'Coming of age', 'Comedy', 'Drama', 'Stoner film', 'Romance Film', 'Teen']",0.3648,25,6.802,1122,0.3646575755212116,0,0.4702992791862402
5311,/m/026w0m_,The World According to Garp,1982.0,22,"['Romantic comedy', 'Comedy-drama', 'Coming of age', 'Comedy', 'Drama', 'Tragicomedy']",0.5,12,6.7,302,0.4750717086331358,1,0.4702992791862402
8632,/m/04h3cf,The Chorus,2004.0,24,"['Musical', 'Drama']",0.1799999999999999,10,7.715,2251,,0,0.5239511510719579
8308,/m/051qyy,Swing Kids,1993.0,22,"['Drama', 'Period piece', 'Coming of age', 'Political drama', 'Musical Drama']",0.3199999999999998,10,6.6,210,-0.5400048162257125,0,0.497744931230163
20326,/m/03nnjh3,The Shepherd: Border Patrol,2008.0,22,"['Crime Fiction', 'Thriller', 'Action Thrillers', 'Action', 'Action/Adventure']",0.3199999999999998,5,5.9,174,,0,0.5351603929092356
1357,/m/0g6j0h,Shooter,2007.0,22,"['Thriller', 'Film adaptation', 'Action/Adventure', 'Mystery', 'Drama', 'Political thriller', 'Crime Thriller', 'Action']",0.2076124567474049,17,7.102,4481,3.256608528698593,0,0.5326736533195039
342,/m/07jxpf,Jarhead,2005.0,34,"['Gulf War', 'Biography', 'Drama', 'Film adaptation', 'War film']",0.2550000000000001,20,6.634,2657,3.3068985618948887,0,0.5201764535526113
20447,/m/0gtxjs,Marcelino Pan y Vino,1955.0,21,"['Christian film', 'World cinema', 'Drama', 'Comedy', 'Black-and-white']",0.0,5,7.2,235,,0,0.40462259115333854
15730,/m/02q3sdc,Cactus Flower,1969.0,22,"['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy']",0.489795918367347,7,7.1,192,0.3139177571156669,1,0.43810622569532
7568,/m/027sfwn,Rocket Science,2007.0,22,"['Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Coming of age', 'Teen']",0.42,10,6.2,166,-0.7455617996637078,0,0.5326736533195039
20987,/m/02pwzrz,This Man Must Die,1969.0,24,"['Crime Fiction', 'Thriller', 'Drama', 'Psychological thriller', 'World cinema']",0.5,4,7.5,129,,1,0.4368697957797333
2680,/m/06x8g2,Friday After Next,2002.0,22,"['Buddy film', 'Comedy']",0.3199999999999998,15,6.285,373,0.6358757382178986,0,0.5202180491945493
10295,/m/04ty7d,Bunny Lake Is Missing,1965.0,22,"['Thriller', 'Crime Thriller', 'Psychological thriller', 'Mystery']",0.4938271604938271,9,7.2,162,,1,0.4282919771088512
7330,/m/09nl36,Inside Man,2006.0,28,"['Thriller', 'Crime Fiction', 'Master Criminal Films', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']",0.3199999999999998,10,7.403,5384,,0,0.5264291927107876
3048,/m/02pns6f,Loving Annabelle,2006.0,22,"['Erotic Drama', 'Gay', 'Gay Interest', 'Coming of age', 'Gay Themed', 'Drama', 'Romance Film']",0.3911111111111112,15,6.4,245,-0.6003732418276397,0,0.5301852893393334
8696,/m/01ly7z,Tampopo,1985.0,21,"['Japanese Movies', 'World cinema', 'Comedy of manners', 'Satire', 'Drama', 'Comedy']",0.42,10,7.9,303,,0,0.47840047604927877
8043,/m/04j2hj2,Millennium Actress,2002.0,21,"['Japanese Movies', 'Anime', 'Drama', 'Animation']",0.5,10,7.847,727,,1,0.520845022203557
27298,/m/03cd3l2,Coup de tête,1979.0,24,"['Sports', 'Drama', 'Comedy']",0.0,2,7.2,115,,0,0.46158931565299405
8032,/m/0jz89,Suspicion,1941.0,22,"['Thriller', 'Mystery', 'Romance Film', 'Film noir']",0.48,10,7.095,713,-0.5877269847728412,1,0.37083079749962666
5206,/m/09k77rp,The Unforgiven,2005.0,22,['Drama'],0.2777777777777777,12,6.25,168,,0,0.5276954237363212
5008,/m/0p_tz,Breaking Away,1979.0,34,"['Comedy-drama', 'Sports', 'Drama', 'Comedy', 'Coming of age', 'Family Film']",0.4444444444444444,12,7.091,236,0.0656629630584144,1,0.455352404614879
8273,/m/02qx1t8,Live!,2007.0,22,"['Media Satire', 'Mockumentary', 'Indie', 'Drama', 'Comedy', 'Suspense']",0.48,10,5.6,144,,1,0.5326736533195039
20612,/m/06zxgx,Frankenhooker,1990.0,22,"['Science Fiction', 'Horror', 'Cult', 'Comedy', 'Splatter film', 'Monster', 'Black comedy', 'Horror Comedy']",0.3199999999999998,5,6.2,267,,0,0.4902514303431357
456,/m/06__m6,Thank You for Smoking,2005.0,22,"['Parody', 'Indie', 'Comedy-drama', 'Political satire', 'Satire', 'Drama', 'Comedy', 'Film adaptation', 'Political cinema', 'Black comedy']",0.4549999999999999,20,7.198,1989,0.8802095181211206,1,0.5276954237363212
5686,/m/02x6dqb,Annie,1982.0,22,"['Musical', ""Children's"", 'Drama', 'Comedy', 'Music', 'Family Film']",0.486111111111111,12,6.49,647,1.6278552235002437,1,0.4702992791862402
6472,/m/04lh_hn,The Stoning of Soraya M.,2008.0,28,"['Drama', 'Social problem film', 'World cinema']",0.4958677685950414,11,7.7,202,-0.750600405707861,1,0.5314089171582648
6038,/m/0bj799w,Udaan,2010.0,20,"['Drama', 'Coming of age', 'Bollywood', 'World cinema']",0.1652892561983472,11,7.2,174,,0,0.5413762288799001
8566,/m/05cxdn,The Dangerous Lives of Altar Boys,2002.0,22,"['Indie', 'Comedy-drama', 'Period piece', 'Drama', 'Black comedy', 'Coming of age']",0.42,10,6.7,144,-0.6915696590230002,0,0.5202180491945493
17910,/m/0h7p9ft,Pig,2011.0,22,"['Thriller', 'Science Fiction', 'Drama']",0.5,6,6.69,1163,,1,0.5426096426382425
20532,/m/01fd9_,The Shop on Main Street,1965.0,38,"['War film', 'Drama', 'World cinema', 'Czechoslovak New Wave']",0.48,5,7.904,109,,1,0.41847974567847335
25856,/m/025sq9n,The Gods Must Be Crazy II,1990.0,29,"['Adventure', 'Action/Adventure', 'Indie', 'World cinema', 'Cult', 'Comedy', 'Slapstick']",0.4444444444444444,3,6.973,427,,1,0.4858577434863941
6081,/m/08q4d7,Light Sleeper,1992.0,22,"['Crime Fiction', 'Drama', 'Addiction Drama', 'Crime Drama']",0.4628099173553719,11,6.56,134,,1,0.4952468187481737
13792,/m/08sz31,Tightrope,1984.0,22,"['Thriller', 'Crime Fiction', 'Psychological thriller', 'Action/Adventure', 'Mystery', 'Drama', 'Crime Thriller', 'Action']",0.489795918367347,7,6.076,304,1.252032744645177,1,0.47528092097657687
13344,/m/07cybz,Factotum,2005.0,22,"['Biography', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy', 'Romance Film', 'Tragicomedy']",0.5,8,6.2,176,,1,0.5276954237363212
6692,/m/02qdzp9,Caramel,2007.0,30,"['LGBT', 'Romantic comedy', 'Slice of life story', 'World cinema', 'Ensemble Film', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",0.2975206611570247,11,6.9,207,-0.1767763653838085,0,0.5276677331210946
9156,/m/07wzcn,Audrey Rose,1977.0,22,"['Thriller', 'Horror', 'Supernatural', 'Family Drama', 'Psychological thriller', 'Drama', 'Film adaptation']",0.345679012345679,9,5.5,116,,0,0.45787317811141315
5135,/m/06dfq2,Disturbing Behavior,1998.0,22,"['Thriller', 'Albino bias', 'Science Fiction', 'Horror', 'Psychological thriller', 'Mystery', 'Teen']",0.4444444444444444,12,5.747,328,-0.0390910426293034,1,0.5102346880628394
6547,/m/02wbq9_,The Prince and the Pauper,1990.0,22,"['Short Film', 'Family Film', 'Comedy film', 'Animation']",0.1652892561983472,11,6.7,195,,0,0.4902514303431357
18231,/m/0ds729,American Ninja 3: Blood Hunt,1989.0,22,"['Action', 'Martial Arts Film']",0.3199999999999998,5,4.7,145,-0.7393913536131501,0,0.4877544036703046
953,/m/0js8wph,Beyond the Hills,2012.0,23,['Drama'],0.4012345679012346,18,7.1,172,,0,0.5444656686182028
11266,/m/053p7gg,Ong Bak 3,2010.0,21,"['Action/Adventure', 'Action', 'Martial Arts Film', 'World cinema']",0.21875,8,5.9,399,,0,0.5407524330490512
14231,/m/08j5d8,Untamed Heart,1993.0,22,"['Romantic comedy', 'Drama', 'Comedy', 'Medical fiction', 'Romantic drama', 'Romance Film']",0.4081632653061224,7,6.914,204,0.0192430217544085,0,0.497744931230163
1709,/m/0bs3gvn,Hobo With a Shotgun,2011.0,22,"['Crime Fiction', 'Thriller', 'Horror', 'Adventure', 'Action/Adventure', 'Comedy', 'Action', 'Indie']",0.1171875,16,5.949,563,-0.7477707635376596,0,0.5426096426382425
5248,/m/01dr_t,Point of No Return,1993.0,34,"['Thriller', 'Crime Fiction', 'Remake', 'Action/Adventure', 'Drama', 'Romance Film', 'Action']",0.5,12,6.232,642,0.4888219839288182,1,0.4902097826236806
23265,/m/01bzv1,Napoléon,1927.0,31,"['Silent film', 'Drama', 'Indie']",0.375,4,7.705,151,,0,0.3337739741126099
5509,/m/035ypg,Murder by Death,1976.0,22,"['Parody', 'Thriller', 'Detective fiction', 'Detective', 'Ensemble Film', 'Mystery', 'Comedy', 'Crime Thriller', 'Whodunit']",0.486111111111111,12,7.2,736,0.593056017680633,1,0.45539373633710384
9338,/m/039m9x,L'Appartement,1996.0,24,"['Thriller', 'Romantic drama', 'Romance Film', 'Drama', 'World cinema']",0.4444444444444444,9,6.7,189,,1,0.5039834886737172
10362,/m/0583hr,Lifeforce,1985.0,22,"['Science Fiction', 'Horror', 'Adventure', 'Sci-Fi Horror', 'Cult', 'Alien Film', 'Zombie Film']",0.1975308641975308,9,6.259,527,-0.288282797871746,0,0.47777365033352726
4300,/m/09gg3z,D.O.A.,1988.0,22,"['Thriller', 'Remake', 'Psychological thriller', 'Mystery', 'Suspense', 'Crime Thriller', 'Neo-noir']",0.4733727810650887,13,6.3,175,-0.2417895504310123,1,0.48525798803879094
6986,/m/018qnn,Ball of Fire,1941.0,22,"['Romantic comedy', 'Crime Fiction', 'Screwball comedy', 'Black-and-white', 'Comedy', 'Romance Film']",0.1652892561983472,11,7.346,182,,0,0.37083079749962666
5473,/m/0gkf_fm,Beyond The Black Rainbow,2010.0,27,"['Thriller', 'Science Fiction', 'Fantasy']",0.375,12,5.7,317,,0,0.5370070432232888
788,/m/0bq00y,Nancy Drew,2007.0,22,"['Thriller', 'Crime Fiction', 'Adventure', 'Detective', 'Mystery', 'Drama', 'Comedy', 'Crime Thriller', 'Family Film', 'Teen']",0.4938271604938271,18,6.1,483,1.7377902742407416,1,0.5326736533195039
5879,/m/0bdj28,Free Willy 3: The Rescue,1997.0,22,"['Animal Picture', 'Adventure', ""Children's/Family"", 'Family Drama', 'Coming of age', 'Drama', 'Family Film', 'Family-Oriented Adventure']",0.2777777777777777,12,6.2,312,-0.6321347801168582,0,0.5077372597901326
1059,/m/0dlk12k,Prom,2011.0,22,"['Romance Film', 'Drama', 'Comedy', 'Teen']",0.4982698961937716,17,6.1,431,-0.3503896622768061,1,0.5426096426382425
15846,/m/0d5049,Reflections in a Golden Eye,1967.0,22,"['Thriller', 'LGBT', 'Film adaptation', 'Gay', 'Gay Interest', 'Drama', 'Marriage Drama', 'Gay Themed']",0.4444444444444444,6,6.5,118,,1,0.4331925495857912
2455,/m/0gh9fjz,Here Comes the Boom,2012.0,22,"['Action', 'Comedy']",0.3199999999999998,15,6.19,1344,0.5129189208964546,0,0.5450886637950444
19909,/m/06lpcf,The Brides of Dracula,1960.0,22,"['Horror', 'Costume Horror']",0.48,5,6.9,197,,1,0.4161039001556696
1482,/m/0gmd_x4,The Three Stooges,2012.0,22,"['Comedy', 'Slapstick']",0.5,16,5.8,534,,1,0.5450886637950444
21749,/m/0b20p6,Memento Mori,1999.0,22,"['Thriller', 'LGBT', 'Horror', 'World cinema', 'Fantasy', 'Drama']",0.0,4,6.2,106,,0,0.5127316055438628
5176,/m/04smdd,Crimes and Misdemeanors,1989.0,22,"['Crime Fiction', 'Ensemble Film', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Black comedy']",0.5,12,7.47,795,-0.0079086607590045,1,0.4877544036703046
15870,/m/09v3vdr,The French Kissers,2009.0,24,"['Romantic comedy', 'World cinema', 'Drama', 'Comedy', 'Coming of age', 'Teen']",0.2777777777777777,6,5.8,396,-0.5602279095781328,0,0.5363962081438416
3121,/m/06w6t1,At Close Range,1986.0,22,"['Crime Fiction', 'Drama', 'Indie']",0.4444444444444444,15,6.9,233,,1,0.48026748723281676
10656,/m/053gml,The Clan of the Cave Bear,1986.0,22,"['Drama', 'Costume drama', 'Action', 'Fantasy', 'Adventure']",0.4938271604938271,9,5.1,107,-0.6950515529778978,1,0.48026748723281676
6203,/m/0gwdqfj,What to Expect When You're Expecting,2012.0,2,"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",0.4958677685950414,11,6.014,1708,2.7593157157304944,1,0.5575163949761484
7857,/m/05dptj,An Ideal Husband,1999.0,22,"['Romantic comedy', 'Costume drama', 'Period piece', 'Drama', 'Comedy', 'Film adaptation', 'Romantic drama', 'Romance Film']",0.48,10,6.4,169,,1,0.5127316055438628
13132,/m/0dkxxr,Down,2003.0,22,"['Thriller', 'Action/Adventure', 'Action', 'Horror']",0.375,8,5.2,146,,0,0.5227116801991847
5508,/m/043m6vx,Triage,2009.0,34,"['Thriller', 'Indie', 'World cinema', 'Psychological thriller', 'Drama', 'War film']",0.486111111111111,12,6.071,148,,1,0.5301437773529735
13945,/m/0drqjb,Possession,1981.0,29,"['Thriller', 'Horror', 'Supernatural', 'Surrealism', 'Psychological thriller', 'Erotic thriller', 'Drama']",0.489795918367347,7,7.3,944,-0.7304805479671981,1,0.4634351989623485
7552,/m/0kvbpc,The Odessa File,1974.0,28,"['Thriller', 'Drama', 'World cinema', 'Political thriller']",0.3199999999999998,10,6.6,168,,0,0.4467132840254103
9062,/m/054476,McLintock!,1963.0,22,"['Romantic comedy', 'Comedy Western', 'Action/Adventure', 'Western', 'Comedy', 'Romance Film']",0.42,10,6.572,201,,0,0.423405430584699
7992,/m/02bqvb,Videodrome,1983.0,22,"['Thriller', 'Mystery', 'Science Fiction', 'Horror']",0.5,10,7.3,1985,-0.6880354517180858,1,0.472789422797346
1550,/m/0153xc,Max Keeble's Big Move,2001.0,22,"['Family Film', 'Comedy', ""Children's/Family""]",0.4296875,16,5.7,138,0.0081079081092781,1,0.5177234103773063
2971,/m/07s4zj,Cruel Intentions 2,2000.0,22,"['Drama', 'Melodrama', 'Comedy-drama', 'Comedy', 'Teen']",0.48,15,5.0,351,,1,0.5152278877631292
18850,/m/05zm0gk,Vincere,2009.0,29,"['Thriller', 'Biographical film', 'Melodrama', 'World cinema', 'Historical fiction', 'Political drama', 'Drama', 'Biopic [feature]', 'Romance Film', 'Historical Epic']",0.48,5,6.8,142,,1,0.5332712992043256
25558,/m/0h2mkmw,La Luna,2011.0,22,"['Short Film', 'Computer Animation', 'Animation']",0.4444444444444444,3,7.8,750,,1,0.5426096426382425
24,/m/05sw5b,Recess: School's Out,2001.0,22,"['Adventure', 'Family Film', 'Comedy', 'Animation']",0.4310204081632652,35,6.558,313,1.096790285987974,1,0.5177234103773063
15812,/m/09xykf,Jennifer Eight,1992.0,22,"['Thriller', 'Psychological thriller', 'Mystery', 'Suspense', 'Crime Thriller', 'Whodunit']",0.4444444444444444,6,6.03,320,-0.2972644225572049,1,0.4952468187481737
7948,/m/02qnxd8,No Reservations,2007.0,22,"['Romantic comedy', 'Music', 'Romance Film', 'Drama', 'Comedy']",0.42,10,6.541,1165,3.126101432219342,0,0.5326736533195039
2117,/m/0h56hrv,The Incident,2011.0,22,"['Thriller', 'Horror']",0.1244444444444443,15,5.6,116,,0,0.5426096426382425
12944,/m/03xh2h,Broken Arrow,1950.0,22,"['Action/Adventure', 'Western', 'Action']",0.375,8,6.7,177,-0.6277734654463699,0,0.39204656234469304
27065,/m/07dpd,The Incredible Shrinking Man,1957.0,22,"['Science Fiction', 'Horror']",0.0,2,7.5,441,-0.7171403486336126,0,0.40883900317206
3503,/m/025twgf,Dr. No,1962.0,29,"['Action/Adventure', 'Thriller', 'Glamorized Spy Film', 'Action', 'Adventure']",0.489795918367347,14,6.996,3329,1.734968894291816,1,0.4166873739729218
18982,/m/04lf870,Tokyo Gore Police,2008.0,21,"['Thriller', 'Action Thrillers', 'Science Fiction', 'Horror', 'World cinema', 'Sci-Fi Horror', 'Action/Adventure', 'Japanese Movies', 'Action']",0.48,5,5.9,278,,1,0.5357852638250566
387,/m/0bm7x,The Wicker Man,1973.0,27,"['Thriller', 'Mystery', 'Crime Fiction', 'Horror']",0.5,20,7.37,1235,,1,0.4448650627137345
496,/m/075cph,The Man Who Knew Too Much,1956.0,33,"['Thriller', 'Gangster Film', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Film noir']",0.375,20,7.463,1256,-0.6045886608459059,0,0.39977724896035627
14071,/m/027qm3x,La Tourneuse de pages,2006.0,24,"['LGBT', 'Thriller', 'Drama', 'Psychological thriller', 'World cinema']",0.489795918367347,7,6.6,121,,1,0.528933615876394
13433,/m/04lqvlr,Il Divo,2008.0,29,"['Biography', 'Art film', 'World cinema', 'Drama', 'Biopic [feature]', 'Political drama']",0.375,8,7.647,1048,-0.3390052065967452,0,0.5307833143258027
1994,/m/03kk01,Harold & Kumar Go to White Castle,2004.0,28,"['Buddy film', 'Adventure', 'Cult', 'Comedy', 'Stoner film', 'Slapstick']",0.3046875,16,6.524,1907,0.2316201316220566,0,0.5214442049598192
6732,/m/040mt6,Black Sheep,1996.0,22,"['Political cinema', 'Buddy film', 'Comedy', 'Slapstick']",0.2975206611570247,11,5.749,696,0.589133485975756,0,0.5052394452977633
9874,/m/04sgl8,Blow Out,1981.0,22,"['Crime Fiction', 'Thriller', 'Psychological thriller', 'Mystery', 'Drama', 'Political thriller']",0.4938271604938271,9,7.3,1271,-0.2715705584028788,1,0.46781061326434914
4426,/m/03fzcv,42nd Street,1933.0,22,"['Backstage Musical', 'Musical', 'Pre-Code', 'Black-and-white', 'Musical comedy']",0.4260355029585799,13,6.898,161,-0.6825739126838299,1,0.35237907297847076
2215,/m/05828j,2 Days in the Valley,1996.0,35,"['Crime Fiction', 'Ensemble Film', 'Crime Comedy', 'Indie', 'Comedy', 'Black comedy']",0.48,15,6.17,226,-0.3081224567102647,1,0.4970752536090418
3558,/m/0hmk4,Fly Away Home,1996.0,22,"['Drama', 'Family Film', 'Family Drama', 'Coming of age', 'Adventure']",0.489795918367347,14,6.9,432,0.2824964452954127,1,0.5052394452977633
16370,/m/0bm866,Tourist Trap,1979.0,22,"['B-movie', 'Horror', 'Slasher', 'Teen', 'Indie']",0.5,6,6.1,253,,1,0.4628382054807391
13140,/m/06s574,Trouble Every Day,2001.0,29,"['Japanese Movies', 'Horror', 'Erotica', 'World cinema']",0.5,8,5.8,154,,1,0.5133314540419567
3427,/m/03209l,Matilda,1996.0,22,"['Family Film', 'Fantasy', 'Comedy']",0.5,14,7.2,4095,1.8110722144632252,1,0.5052394452977633
