,movie_freebase_id,movie_name,movie_release_year,movie_languages_count,movie_genres,ethnicity_diversity,actors_count,rating_average,rating_count,movie_box_office_revenue,treatment,Propensity_score
1062,/m/02b61v,Mission: Impossible II,2000.0,22,"['Thriller', 'Action Thrillers', 'Action/Adventure', 'Glamorized Spy Film', 'Action', 'Spy']",0.875,8,6.1,6246,4.009829384486885,1,0.4644765970616552
5644,/m/05n9yq,Unleashed,2005.0,22,"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Martial Arts Film', 'Coming of age', 'Drama', 'Action']",0.6666666666666667,3,6.904,1862,-0.0872428462668619,0,0.5121464743623777
6321,/m/02qmspm,The Joneses,2009.0,22,"['Satire', 'Drama', 'Family Drama', 'Comedy-drama', 'Comedy']",0.6666666666666667,3,6.2,545,-0.4497934126550984,0,0.5501652908479372
4630,/m/0crrzm1,Dorothy Mills,2008.0,22,"['Thriller', 'Mystery', 'World cinema', 'Supernatural']",0.75,4,6.1,222,,1,0.5406979584305217
4319,/m/03bxbk,Teaching Mrs. Tingle,1999.0,22,"['Thriller', 'Comedy Thriller', 'Suspense', 'Black comedy', 'Teen', 'Comedy']",0.75,4,5.418,306,,1,0.4549923580250281
3954,/m/04vl3c,The Kid,2000.0,22,"['Time travel', 'Drama', 'Family Film', 'Fantasy', 'Comedy']",0.625,4,6.55,878,0.4042769732345773,0,0.4644765970616552
7967,/m/071nw5,Little Children,2006.0,22,"['Romance Film', 'Marriage Drama', 'Drama']",0.4444444444444444,3,7.103,906,-0.3853097038771762,0,0.5216817030975859
4218,/m/052_dz,An American Tail: Fievel Goes West,1991.0,22,"['Adventure', ""Children's/Family"", 'Animation', ""Children's"", 'Comedy', 'Music', 'Family Film', 'Family-Oriented Adventure', ""Children's Fantasy""]",0.75,4,6.307,670,0.0331805644190337,1,0.380835044824336
330,/m/02nt3d,Along Came Polly,2004.0,22,"['Romantic comedy', 'Gross out', 'Romance Film', 'Gross-out film', 'Comedy']",0.84,10,6.0,2668,0.9139815685340762,1,0.5026023972902381
310,/m/0bq6ntw,Fast Five,2011.0,35,"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Drama', 'Action', 'Sports']",0.859504132231405,11,7.249,7681,4.668908578346039,1,0.6526086650140835
6177,/m/08llnc,A Troll in Central Park,1994.0,22,"['Fantasy Adventure', 'Adventure', ""Children's/Family"", 'Animation', 'Fantasy', ""Children's Fantasy"", 'Family Film']",0.6666666666666667,3,5.1,130,-0.5072691784140547,0,0.4081911632681576
7862,/m/07l4ywj,Cracks,2009.0,22,"['LGBT', 'Thriller', 'Indie', 'Psychological thriller', 'Mystery', 'Period piece', 'Crime Fiction', 'Suspense', 'Drama', 'Crime Thriller']",0.6666666666666667,3,6.7,358,,0,0.5501652908479372
11127,/m/02q02ql,Firehouse Dog,2007.0,22,"[""Children's/Family"", 'Animal Picture', 'Comedy', 'Family Film', 'Action', 'Family-Oriented Adventure']",0.5,2,5.818,162,,0,0.5312011577551295
1692,/m/09v460,Necessary Roughness,1991.0,22,"['Sports', 'Comedy']",0.8333333333333334,6,5.5,108,-0.2907707608158332,1,0.380835044824336
12147,/m/0d2pd7,Switchback,1997.0,22,"['Thriller', 'Crime Fiction', 'Detective fiction', 'Detective', 'Action/Adventure', 'Mystery', 'Crime Thriller', 'Action']",0.5,2,6.0,205,-0.454176161384026,0,0.43612818524920666
2632,/m/0_8vl,The Prince of Tides,1991.0,22,"['Romantic drama', 'Romance Film', 'Melodrama', 'Drama', 'Film adaptation']",0.7999999999999999,5,6.603,253,0.4016511340189807,1,0.380835044824336
4136,/m/0462h5c,Wild Target,2009.0,22,"['Crime Fiction', 'Crime Comedy', 'Action/Adventure', 'Drama', 'Comedy', 'Adventure Comedy', 'Action']",0.0,4,6.429,647,-0.4793085548565179,0,0.5501652908479372
3165,/m/015qr_,The Last Detail,1973.0,22,"['Buddy film', 'Road movie', 'Comedy-drama', 'Drama', 'Comedy', 'Black comedy', 'New Hollywood']",0.7999999999999999,5,7.0,320,-0.4251765048740744,1,0.23625010706348093
10072,/m/0gtw7ps,Return,2011.0,22,"['Historical fiction', 'Drama', 'Indie']",0.0,2,6.585,2250,,0,0.5689847377674794
1725,/m/03tqyc,Midway,1976.0,22,"['Action/Adventure', 'Action', 'Drama', 'War film']",0.7222222222222222,6,6.6,266,-0.1505043632338015,1,0.25754036797777974
243,/m/06gb1w,X-Men: The Last Stand,2006.0,22,"['Thriller', 'Science Fiction', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Fantasy', 'Action', 'Sci-Fi Adventure']",0.8429752066115702,11,6.407,9093,3.290252493872765,1,0.5216817030975859
287,/m/0bxsk,Heat,1995.0,27,"['Thriller', 'Crime Fiction', 'Heist', 'Psychological thriller', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']",0.8925619834710744,11,7.909,6683,1.0419201479222933,1,0.45076903311048
2040,/m/07gp3w,An American Tail: The Treasure of Manhattan Island,1998.0,22,"['Adventure', ""Children's/Family"", 'Animation', ""Children's"", 'Animated Musical', 'Music', 'Family Film', 'Family-Oriented Adventure']",0.7777777777777778,6,6.2,154,,1,0.4455406593160795
3352,/m/05f4_n0,Kick-Ass,2010.0,22,"['Superhero movie', 'Superhero', 'Action/Adventure', 'Comedy', 'Black comedy', 'Action']",0.72,5,7.122,11101,0.2874571667886512,1,0.5595964257498155
1145,/m/073cyc,The Great Raid,2005.0,22,"['Action', 'Drama', 'War film']",0.8571428571428572,7,6.6,323,,1,0.5121464743623777
990,/m/07615d,Curse of the Pink Panther,1983.0,22,"['Parody', 'Comedy', 'Slapstick']",0.8125,8,4.7,155,,1,0.3118484841943126
10796,/m/09fl7z,Leviathan,1989.0,22,"['Thriller', 'Natural horror films', 'Science Fiction', 'Horror', 'Action/Adventure', 'Action']",0.5,2,5.946,452,-0.3780091796299116,0,0.3629976588253093
1741,/m/0crztvy,Henry's Crime,2010.0,22,"['Thriller', 'Heist', 'Action/Adventure', 'Drama', 'Comedy', 'Black comedy', 'Crime Fiction', 'Crime Thriller', 'Action']",0.8333333333333333,6,5.715,308,-0.5061647682002325,1,0.5595964257498155
2723,/m/03b_fm5,Role Models,2008.0,22,"['Romance Film', 'Comedy']",0.7999999999999999,5,6.489,1752,0.2569741980310782,1,0.5406979584305217
1561,/m/031py7,Kitchen Stories,2003.0,31,"['World cinema', 'Comedy of manners', 'Comedy-drama', 'Satire', 'Drama', 'Comedy']",0.489795918367347,7,7.035,101,,0,0.5539098508794055
4073,/m/07z985,Supernova,2000.0,40,"['Thriller', 'Science Fiction', 'Horror', 'Adventure']",0.75,4,4.921,340,-0.3852565967379301,1,0.5856910658423403
9453,/m/05l7bl,Nothing in Common,1986.0,22,"['Romantic comedy', 'Comedy-drama', 'Workplace Comedy', 'Drama', 'Comedy', 'Romance Film', 'Domestic Comedy']",0.5,2,5.7,109,-0.2405908973376402,0,0.3369458844269846
3127,/m/0by4zy,Cyborg 2,1993.0,22,"['Science Fiction', 'Action']",0.7999999999999999,5,4.4,114,,1,0.39899992150023394
1361,/m/02rcggt,Love in the Time of Cholera,2007.0,22,"['Romantic drama', 'Romance Film', 'Drama', 'Period piece', 'Film adaptation']",0.8571428571428572,7,6.6,353,-0.2487514628900521,1,0.5312011577551295
773,/m/08ch9j,Innocent Blood,1992.0,22,"['Thriller', 'Horror', 'Gangster Film', 'Action/Adventure', 'Comedy', 'Black comedy', 'Action', 'Horror Comedy']",0.75,8,6.142,194,-0.466742635107531,1,0.38987929574535196
44,/m/01l_pn,Charlie's Angels: Full Throttle,2003.0,33,"['Crime Fiction', 'Adventure', 'Action Comedy', 'Action/Adventure', 'Martial Arts Film', 'Comedy', 'Action']",0.9155555555555556,15,5.466,2841,1.6350777797394902,1,0.5672795281207775
7333,/m/02pvxj5,"Chill Out, Scooby-Doo!",2007.0,22,"['Family Film', 'Animation']",0.6666666666666667,3,7.5,249,,0,0.5312011577551295
5259,/m/03ynx1,Simply Irresistible,1999.0,22,"['Romantic comedy', 'Drama', 'Romance Film', 'Fantasy', 'Comedy']",0.625,4,5.4,216,-0.471561626367015,0,0.4549923580250281
6509,/m/0fjlcb,Curly Sue,1991.0,22,"['Family Film', 'Family Drama', 'Drama', 'Comedy', 'Melodrama']",0.6666666666666667,3,6.412,498,-0.229290180973411,0,0.380835044824336
7772,/m/027_w5b,The Watcher,2000.0,29,"['Thriller', 'Mystery', 'Psychological thriller', 'Suspense', 'Crime Thriller']",0.6666666666666667,3,5.013,455,-0.1170357942866732,0,0.5119088060166986
9937,/m/0c3wc3l,Secret Reunion,2010.0,22,"['Thriller', 'Crime Fiction', 'Adventure', 'World cinema', 'Drama', 'Action']",0.0,2,6.5,107,-0.207884382352174,0,0.5595964257498155
5308,/m/06d0fg,Glengarry Glen Ross,1992.0,22,"['Ensemble Film', 'Drama', 'Indie', 'Film adaptation']",0.75,4,7.4,1220,-0.419180119325083,1,0.38987929574535196
2493,/m/029lg9,"Legally Blonde 2: Red, White & Blonde",2003.0,22,"['Romantic comedy', 'Comedy film', 'Comedy of manners', 'Political satire', 'Comedy', 'Political cinema', 'Romance Film', 'Teen']",0.7777777777777778,6,5.646,1450,0.5249711699722106,1,0.4930564233832018
2313,/m/02wk_5,After Hours,1985.0,22,"['LGBT', 'Black comedy', 'Thriller', 'Indie', 'Comedy']",0.7777777777777778,6,7.463,1300,,1,0.32846848556288893
2982,/m/04fzfj,Godzilla,1998.0,38,"['Thriller', 'Science Fiction', 'Horror', 'Remake', 'Monster', 'Disaster', 'Japanese Movies', 'Action']",0.56,5,6.298,8493,2.6259356693840026,0,0.5536747974005852
463,/m/0b2sr1,The Darwin Awards,2006.0,22,"['Road movie', 'Black comedy', 'Comedy', 'Indie']",0.5800000000000001,10,5.546,153,,0,0.5216817030975859
235,/m/04q4fh,Quest for Camelot,1998.0,22,"['Adventure', ""Children's/Family"", 'Costume drama', 'Animation', 'Musical', ""Children's"", 'Fantasy', ""Children's Fantasy"", 'Animated Musical', 'Music', 'Family Film', 'Mythological Fantasy']",0.8760330578512396,11,6.8,747,-0.3217337691639948,1,0.4455406593160795
5901,/m/08j5d8,Untamed Heart,1993.0,22,"['Romantic comedy', 'Drama', 'Comedy', 'Medical fiction', 'Romantic drama', 'Romance Film']",0.6666666666666667,3,6.914,204,-0.3515987173346008,0,0.39899992150023394
563,/m/04q827,Million Dollar Baby,2004.0,27,"['Sports', 'Tragedy', 'Drama', 'Boxing']",0.8148148148148149,9,7.956,8992,1.2844024674369203,1,0.53646215986548
582,/m/0g5qs2k,Snow White and the Huntsman,2012.0,22,"['Drama', 'Action', 'Fantasy', 'Adventure']",0.7160493827160495,9,5.982,7550,2.7696623654396317,1,0.5783237236621273
1514,/m/024mpp,Hulk,2003.0,27,"['Action/Adventure', 'Science Fiction', 'Action', 'Adventure', 'Superhero movie']",0.8163265306122449,7,5.54,5442,1.5208489947972867,1,0.5269544009083242
3781,/m/04d0ng,Mimic,1997.0,29,"['Thriller', 'Natural horror films', 'Science Fiction', 'Horror']",0.72,5,6.0,997,-0.2971795349179988,1,0.4832779659390963
10356,/m/0gych5,The Deep End,2001.0,22,"['Thriller', 'Crime Fiction', 'Melodrama', 'Crime Drama', 'Indie', 'LGBT', 'Family Drama', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller']",0.5,2,6.1,133,-0.4249158143878078,0,0.4739865984400516
12247,/m/05x4gk,The Amityville Horror,2005.0,22,"['Thriller', 'Horror', 'Supernatural', 'Remake', 'Cult', 'Mystery', 'Drama', 'Film adaptation']",0.5,2,6.129,2052,0.3855042733756064,0,0.5121464743623777
9655,/m/04q72cv,The Girlfriend Experience,2009.0,29,"['Drama', 'Experimental film', 'Comedy', 'Slice of life story', 'Indie']",0.0,2,5.009,276,-0.4995251603578406,0,0.5965995103942952
4580,/m/0d8n8lx,Monte Carlo,2011.0,22,"['Romantic comedy', 'Adventure', 'Coming of age', 'Comedy', 'Film adaptation', 'Drama', 'Romance Film']",0.625,4,6.571,2007,-0.151695259618652,0,0.5689847377674794
3573,/m/0524gd5,Last Night,2010.0,22,"['Romantic drama', 'Romance Film', 'Drama']",0.7999999999999999,5,6.1,710,-0.4438303730647836,1,0.5595964257498155
3329,/m/032cgb,Ruthless People,1986.0,28,"['Black comedy', 'Crime Comedy', 'Comedy']",0.7999999999999999,5,6.604,359,0.0811156983452252,1,0.37423375294167305
4182,/m/06k8jd,In Her Shoes,2005.0,22,"['Comedy of manners', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Romance Film']",0.75,4,6.2,1128,0.1790185565822991,1,0.5121464743623777
2054,/m/0g5879y,Albert Nobbs,2011.0,27,"['LGBT', 'Period piece', 'Drama', 'Romance Film']",0.6666666666666666,6,6.3,436,-0.4631233211424225,0,0.6019048749649878
5976,/m/02q1njr,Great Balls of Fire!,1989.0,22,"['Biography', 'Docudrama', 'Period piece', 'Drama', 'Comedy', 'Biopic [feature]', 'Biographical film']",0.6666666666666667,3,6.268,291,-0.3942443868065018,0,0.3629976588253093
911,/m/01y9jr,Charlie's Angels,2000.0,40,"['Crime Fiction', 'Parody', 'Buddy film', 'Action Comedy', 'Action/Adventure', 'Martial Arts Film', 'Comedy', 'Action']",0.78125,8,5.83,3898,1.6758383731457551,1,0.5856910658423403
841,/m/0dgtcp,The Accidental Husband,2008.0,32,"['Romantic comedy', 'Romance Film', 'Comedy']",0.84375,8,5.5,514,,1,0.6069595056376482
3499,/m/01q3y4,Jude,1996.0,25,"['Tragedy', 'Indie', 'Costume drama', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Erotica']",0.6399999999999999,5,6.3,117,-0.5044763530885074,0,0.4467878905497356
7773,/m/04y5kg7,Dead Space: Downfall,2008.0,22,"['Science Fiction', 'Anime', 'Horror', 'Sci-Fi Horror', 'Animation']",0.6666666666666667,3,6.1,311,,0,0.5406979584305217
722,/m/09w6br,The Polar Express,2004.0,22,"['Computer Animation', 'Family Film', 'Fantasy', 'Christmas movie', 'Animation']",0.7407407407407407,9,6.717,5829,2.025804077163798,1,0.5026023972902381
525,/m/0gwxf3x,The Five-Year Engagement,2012.0,22,"['Romance Film', 'Comedy film']",0.8148148148148149,9,5.846,1259,-0.0632367739406229,1,0.5783237236621273
2197,/m/033mlr,The Cat Returns,2002.0,40,"['Japanese Movies', 'Adventure', ""Children's/Family"", 'Animation', 'Anime', 'Fantasy', ""Children's"", 'Drama', 'Family Film', ""Children's Fantasy""]",0.7777777777777778,6,7.2,1910,,1,0.604093782552062
5491,/m/01k60v,Silkwood,1983.0,22,"['LGBT', 'Thriller', 'Social problem film', 'Docudrama', 'Drama', 'Biopic [feature]', 'Biographical film']",0.75,4,7.0,292,,1,0.3118484841943126
4254,/m/04m3tn,Jungle 2 Jungle,1997.0,22,"['Adventure', ""Children's/Family"", 'Jungle Film', 'Comedy', 'Family Film', 'Slapstick']",0.75,4,5.2,432,-0.0123611598091304,1,0.43612818524920666
5919,/m/03xvc7,Domestic Disturbance,2001.0,22,"['Thriller', 'Crime Fiction', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller']",0.4444444444444444,3,5.8,384,-0.0593111120670281,0,0.4739865984400516
7620,/m/0d1dcw,Air Buddies,2006.0,22,"[""Children's/Family"", 'Animal Picture', ""Children's"", 'Comedy', 'Family Film', 'Family-Oriented Adventure']",0.6666666666666667,3,5.9,308,,0,0.5216817030975859
8204,/m/0b6qmv,The Contract,2006.0,22,"['Crime Fiction', 'Thriller', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action']",0.6666666666666667,3,5.739,467,-0.4619769494259265,0,0.5216817030975859
11459,/m/0377m8,Blind Date,1987.0,22,"['Romantic comedy', 'Romance Film', 'Comedy', 'Slapstick']",0.5,2,6.0,441,-0.1827364610566236,0,0.34552949818361606
4190,/m/0c5clj,How to Eat Fried Worms,2006.0,22,"['Family Film', 'Drama', 'Comedy', 'Film adaptation']",0.625,4,6.1,103,-0.4000365872700684,0,0.5216817030975859
5776,/m/0gjcg2f,The Scorpion King 3: Battle for Redemption,2012.0,22,"['Action', 'Fantasy', 'Adventure']",0.6666666666666667,3,4.571,308,,0,0.5783237236621273
9896,/m/07sfjx,Iceman,1984.0,22,"['Drama', 'Science Fiction', 'Fantasy']",0.5,2,6.147,112,,0,0.3201014057053488
976,/m/01jrbb,Finding Nemo,2003.0,22,"['Adventure', ""Children's/Family"", 'Computer Animation', 'Animation', ""Children's"", 'Adventure Comedy', 'Comedy', 'Family Film', 'Family-Oriented Adventure']",0.78125,8,7.824,18273,7.108142692971279,1,0.4930564233832018
2749,/m/04ynjx,Under the Tuscan Sun,2003.0,22,"['LGBT', 'Romantic comedy', 'Comedy of manners', 'Comedy-drama', 'Drama', 'Comedy', 'Film adaptation', 'Romantic drama', 'Romance Film']",0.72,5,6.841,775,-0.0210337135720977,1,0.4930564233832018
1705,/m/03twd6,The Bourne Identity,2002.0,39,"['Crime Fiction', 'Thriller', 'Adventure', 'Action/Adventure', 'Mystery', 'Drama', 'Film adaptation', 'Action']",0.8333333333333334,6,7.466,8744,1.2618348519588931,1,0.5975849502452626
3383,/m/0ck6df,The Last Winter,2007.0,22,"['Thriller', 'Horror', 'Psychological thriller', 'Supernatural']",0.7999999999999999,5,5.411,183,,1,0.5312011577551295
6904,/m/06pxbc,The Juror,1996.0,22,"['Thriller', 'Gangster Film', 'Psychological thriller', 'Drama', 'Suspense', 'Film adaptation', 'Crime Thriller', 'Courtroom Drama']",0.6666666666666667,3,5.551,340,-0.3197169133092721,0,0.4267615078696566
7446,/m/0kvc1p,Thumbsucker,2005.0,22,"['Indie', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Film adaptation', 'Coming of age']",0.6666666666666667,3,6.2,207,-0.4919908175225735,0,0.5121464743623777
1722,/m/012y5v,The Bounty,1984.0,22,"['Indie', 'Costume drama', 'Action/Adventure', 'Drama', 'Film adaptation', 'Adventure']",0.8333333333333334,6,6.688,473,-0.4366407842818293,1,0.3201014057053488
2932,/m/05223n,The Mambo Kings,1992.0,27,"['Musical Drama', 'Musical', 'Drama', 'Period piece', 'Film adaptation']",0.7999999999999999,5,6.2,107,-0.4521131602787767,1,0.42259703896206857
2927,/m/014_x2,City of Angels,1998.0,22,"['Thriller', 'Remake', 'Fantasy', 'Drama', 'Romantic drama', 'Romance Film', 'Romantic fantasy']",0.7999999999999999,5,6.779,1971,1.1349241681547952,1,0.4455406593160795
11768,/m/093d8j0,Blue Valentine,2010.0,22,"['Romantic drama', 'Romance Film', 'Marriage Drama', 'Drama', 'Indie']",0.0,2,6.946,3013,-0.4056986450632734,0,0.5595964257498155
2657,/m/03tpl2,Fathers' Day,1997.0,22,"['Buddy film', 'Road movie', 'Screwball comedy', 'Adventure Comedy', 'Comedy', 'Romance Film', 'Teen']",0.72,5,5.439,264,-0.2128382374678378,1,0.43612818524920666
5676,/m/0fz8lt,Something to Talk About,1995.0,22,"['Romantic comedy', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Domestic Comedy']",0.6666666666666667,3,5.619,219,-0.0872885202256344,0,0.41744706903379997
5013,/m/0d71hm,One Missed Call,2008.0,32,"['Thriller', 'Horror', 'Supernatural', 'Psychological thriller', 'Mystery', 'Japanese Movies']",0.75,4,5.423,721,-0.1287773916845129,1,0.6069595056376482
5666,/m/032_yq,Mercury Rising,1998.0,22,"['Thriller', 'Action/Adventure', 'Action', 'Suspense', 'Political thriller']",0.6666666666666667,3,6.253,1417,0.2619775305126534,0,0.4455406593160795
7592,/m/050t99,My Beautiful Laundrette,1985.0,29,"['LGBT', 'Indie', 'Comedy-drama', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed', 'Romance Film']",0.6666666666666667,3,6.8,236,-0.4875892171234791,0,0.3716505581730266
5465,/m/0fdhlsd,Something Borrowed,2011.0,22,"['Romantic comedy', 'Drama', 'Comedy', 'Film adaptation', 'Romantic drama', 'Romance Film']",0.75,4,6.256,974,-0.0102428025934573,1,0.5689847377674794
2860,/m/07ykkf,Curious George,2006.0,22,"['Adventure', 'Family Film', ""Children's"", 'Comedy', 'Animation']",0.7999999999999999,5,6.4,472,0.0695542832264531,1,0.5216817030975859
5148,/m/02nnnl,The Big Chill,1983.0,22,"['Ensemble Film', 'Comedy of manners', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy']",0.75,4,6.9,521,-0.0420021617137423,1,0.3118484841943126
910,/m/057h0_,Rugrats in Paris: The Movie,2000.0,22,"[""Children's/Family"", ""Children's"", 'Family-Oriented Adventure', 'Animation']",0.875,8,6.6,427,0.3461803508698526,1,0.4644765970616552
557,/m/01gc7,Braveheart,1995.0,33,"['Biography', 'Adventure', 'History', 'War film', 'Action/Adventure', 'Period piece', 'Drama', 'Costume drama', 'Action']",0.7901234567901234,9,7.936,9481,1.2401365878652266,1,0.49131937651076946
7291,/m/0cc15cb,Everything Must Go,2010.0,22,"['Comedy-drama', 'Drama', 'Comedy']",0.6666666666666667,3,6.171,554,-0.4854386549712711,0,0.5595964257498155
7094,/m/0j7mzvx,Book of Dragons,2011.0,22,"['Short Film', 'Comedy film', 'Animation']",0.6666666666666667,3,6.6,158,,0,0.5689847377674794
5184,/m/0kv0_1,Walking Tall,2004.0,22,"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Drama', 'Comedy', 'Biographical film', 'Action']",0.75,4,6.3,1381,,1,0.5026023972902381
10178,/m/04j04qn,The Onion Movie,2008.0,28,"['Parody', 'Cult', 'Comedy']",0.5,2,6.129,202,,0,0.5807835514122048
1303,/m/02725hs,Captain Corelli's Mandolin,2001.0,35,"['Film adaptation', 'War film', 'Period piece', 'Drama', 'Music', 'Romantic drama', 'Romance Film']",0.7346938775510204,7,5.946,488,0.0057073144132425,1,0.5618486226523263
7298,/m/07k41d6,The Girl Who Played with Fire,2009.0,37,"['Thriller', 'Crime Fiction', 'Detective fiction', 'Detective', 'World cinema', 'Mystery', 'Drama', 'Crime Thriller']",0.4444444444444444,3,6.999,1529,0.0471636253997014,0,0.6475833862183938
2855,/m/0fcy8s,Mini's First Time,2006.0,22,"['Crime Fiction', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Black comedy', 'Film noir']",0.72,5,5.7,108,,1,0.5216817030975859
3372,/m/06cgf,The Rocky Horror Picture Show,1975.0,22,"['Parody', 'Sex comedy', 'Horror', 'Science Fiction', 'Cult', 'Musical', 'Comedy', 'Horror Comedy']",0.72,5,7.469,2615,0.9390890992994666,1,0.25030659180402626
8598,/m/05dnr9,Catch and Release,2006.0,22,"['Romantic comedy', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Tragicomedy']",0.5,2,5.9,535,-0.3742564322204386,0,0.5216817030975859
4042,/m/06lw67,The Skeleton Key,2005.0,29,"['Thriller', 'Mystery', 'Gothic Film', 'Horror', 'Drama']",0.75,4,6.609,1928,0.2526139472822048,1,0.5593619850130132
858,/m/0d6_8r,The Reckoning,2003.0,25,"['Thriller', 'Crime Fiction', 'Mystery', 'Period piece', 'Drama', 'Film adaptation', 'Crime Thriller']",0.5625,8,6.6,189,,0,0.5134075105385062
4115,/m/0chkrf,Lassie,2005.0,22,"['Family Film', 'Family Drama', 'Drama', 'Adventure', 'Comedy']",0.625,4,6.444,124,,0,0.5121464743623777
5751,/m/01qbg5,Gia,1998.0,22,"['LGBT', 'Erotica', 'Television movie', 'Period piece', 'Drama', 'Biopic [feature]', 'Romance Film', 'Biographical film']",0.6666666666666667,3,7.1,679,,0,0.4455406593160795
