,movie_freebase_id,movie_name,movie_release_year,movie_languages_count,movie_genres,ethnicity_diversity,actors_count,rating_average,rating_count,movie_box_office_revenue,treatment,Propensity_score
1113,/m/05650n,Happy Feet,2006.0,22,"['Adventure', ""Children's/Family"", 'Computer Animation', 'Animation', 'Adventure Comedy', 'Comedy', 'Music', 'Romance Film', 'Family Film']",0.875,8,6.174,4809,2.6699337642882885,1,0.5216817030975859
1501,/m/0bvvx9,Friends with Money,2006.0,22,"['Ensemble Film', 'Indie', 'Comedy of manners', 'Comedy-drama', 'Drama', 'Comedy', 'Romance Film']",0.8163265306122449,7,5.1,549,-0.3570025485879031,1,0.5216817030975859
3504,/m/04c8th,"What's Up, Doc?",1972.0,22,"['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy', 'Slapstick']",0.7999999999999999,5,7.328,337,0.0378469729060364,1,0.22942954080275818
1465,/m/016mhd,Billy Elliot,2000.0,22,"['LGBT', 'Dance', 'Indie', 'Family Drama', 'Comedy-drama', 'Childhood Drama', 'Period piece', 'Coming of age', 'Comedy', 'Drama']",0.2448979591836735,7,7.589,3603,,0,0.4644765970616552
1330,/m/025n07,XXX,2002.0,38,"['Crime Fiction', 'Thriller', 'Action', 'Adventure', 'Action/Adventure']",0.8163265306122449,7,5.9,3921,1.7861606372742045,1,0.5910415522353921
767,/m/0bwhdbl,Scream 4,2011.0,22,"['Parody', 'Thriller', 'Horror', 'Mystery', 'Horror Comedy', 'Slasher', 'Teen']",0.75,8,6.455,3402,0.2953102351421589,1,0.5689847377674794
6749,/m/0dlmrl1,Superman/Shazam!: The Return of Black Adam,2010.0,2,"['Short Film', 'Animation']",0.6666666666666667,3,7.1,1474,,0,0.42475855429870724
5076,/m/09cyky,Dennis the Menace,1993.0,22,"['Family Film', 'Comedy']",0.625,4,5.796,1356,0.4617678285979434,0,0.39899992150023394
7277,/m/0cly9s,Insomnia,1997.0,31,"['Thriller', 'Crime Fiction', 'World cinema', 'Psychological thriller', 'Mystery', 'Drama', 'Crime Thriller']",0.4444444444444444,3,7.1,236,,0,0.496841601526943
575,/m/03q4qb,Cradle 2 the Grave,2003.0,22,"['Thriller', 'Crime Fiction', 'Buddy film', 'Master Criminal Films', 'Action/Adventure', 'Martial Arts Film', 'Crime Thriller', 'Action Thrillers', 'Action']",0.6419753086419753,9,6.075,843,-0.040787990130857,0,0.4930564233832018
11979,/m/027c3yn,Beethoven's 5th,2003.0,22,"['Family Film', 'Animal Picture', 'Comedy']",0.5,2,5.2,205,,0,0.4930564233832018
9163,/m/02gjz_,Dead Heat,1988.0,22,"['Science Fiction', 'Horror', 'Action/Adventure', 'Comedy', 'Zombie Film', 'Black comedy', 'Action']",0.5,2,6.1,170,-0.4781875171388776,0,0.3542149625318179
2244,/m/055td_,The Crucible,1996.0,22,"['Historical fiction', 'Epic', 'Period piece', 'Drama', 'Film adaptation', 'Courtroom Drama']",0.7777777777777778,6,6.6,461,-0.4471443726559545,1,0.4267615078696566
7316,/m/07cybz,Factotum,2005.0,22,"['Biography', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy', 'Romance Film', 'Tragicomedy']",0.6666666666666667,3,6.2,176,,0,0.5121464743623777
6191,/m/05pvmq3,Bandslam,2009.0,22,"['Romantic comedy', 'Musical comedy', 'Musical', 'Coming of age', 'Comedy', 'Drama', 'Romance Film', 'Family Film', 'Teen']",0.6666666666666667,3,5.8,435,-0.4067793997383469,0,0.5501652908479372
9105,/m/04h49w,Castaway,1986.0,22,"['Erotic Drama', 'Adventure', 'Action/Adventure', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Erotica']",0.5,2,6.4,104,,0,0.3369458844269846
7821,/m/09_sgt9,Game of Death,2010.0,22,"['Thriller', 'Action/Adventure', 'Action', 'Adventure', 'Political thriller']",0.0,3,5.0,133,-0.5064247558830061,0,0.5595964257498155
2618,/m/0blfq5,The Muse,1999.0,22,"['Parody', 'Satire', 'Comedy']",0.6399999999999999,5,5.2,118,,0,0.4549923580250281
1238,/m/07m9f2,Trees Lounge,1996.0,22,"['Drama', 'Comedy-drama', 'Indie', 'Slice of life story', 'Comedy']",0.7755102040816326,7,6.935,168,,1,0.4267615078696566
2246,/m/05pxnmb,Imagine That,2009.0,22,"['Drama', 'Family Film', 'Fantasy', 'Comedy']",0.6666666666666666,6,5.9,534,-0.3178113319181917,0,0.5501652908479372
4138,/m/0cp1_1,Che: Part Two,2008.0,30,"['Biographical film', 'Drama', 'War film']",0.75,4,6.7,580,,1,0.5939382464972651
2920,/m/02fpqm,Beauty and the Beast: The Enchanted Christmas,1997.0,22,"[""Children's/Family"", 'Animation', 'Christmas movie', 'Fantasy', ""Children's Fantasy"", 'Animated Musical']",0.72,5,6.2,934,,1,0.43612818524920666
2752,/m/047myg9,The Last Station,2009.0,22,"['Biography', 'World cinema', 'History', 'Biopic [feature]', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",0.72,5,6.4,186,-0.4224293204341939,1,0.5501652908479372
11539,/m/04txpl,Birdy,1984.0,22,"['Drama', 'Period piece', 'Film adaptation', 'Coming of age', 'War film']",0.5,2,7.119,462,-0.4958285545450484,0,0.3201014057053488
408,/m/0992d9,15 Minutes,2001.0,41,"['Thriller', 'Crime Fiction', 'Media Satire', 'Psychological thriller', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']",0.84,10,5.949,657,,1,0.6014489309577297
3696,/m/0g4nlf3,Perfect Sense,2011.0,22,"['Romance Film', 'Drama', 'Science Fiction']",0.72,5,6.875,1058,,1,0.5689847377674794
11915,/m/0gmcylb,Young Adult,2011.0,22,"['Drama', 'Comedy']",0.5,2,5.804,1146,-0.3205443610688944,0,0.5689847377674794
2816,/m/02vw2b6,Traitor,2008.0,28,"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action', 'Spy']",0.7999999999999999,5,6.617,592,-0.2793161966328352,1,0.5807835514122048
9662,/m/0b87gw,Live Flesh,1997.0,30,"['Thriller', 'Melodrama', 'Erotica', 'World cinema', 'Erotic Drama', 'Drama', 'Romantic drama', 'Romance Film']",0.0,2,7.1,608,-0.4936919161702793,0,0.49005795394951085
1681,/m/029v40,Licence to Kill,1989.0,27,"['Thriller', 'Crime Fiction', 'Adventure', 'Action Thrillers', 'Glamorized Spy Film', 'Action']",0.8163265306122449,7,6.376,1761,0.7836455031875721,1,0.39491972402437947
2602,/m/07y9l5,Divine Secrets of the Ya-Ya Sisterhood,2002.0,22,"['Ensemble Film', 'Family Drama', 'Americana', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'Film adaptation']",0.7999999999999999,5,6.1,218,0.1026639759051963,1,0.48351550967046225
88,/m/047wh1,Planet of the Apes,2001.0,22,"['Thriller', 'Time travel', 'Action', 'Science Fiction', 'Adventure']",0.8875739644970414,13,5.733,3735,2.487007508872072,1,0.4739865984400516
2780,/m/0j9mwjf,The Sapphires,2012.0,22,"['Musical', 'Drama', 'Comedy']",0.6399999999999999,5,6.793,188,-0.3872690290647847,0,0.5783237236621273
10657,/m/07kctnj,Carriers,2009.0,22,"['Thriller', 'Science Fiction', 'Horror', 'Psychological thriller', 'Action/Adventure', 'Zombie Film', 'Drama', 'Disaster']",0.5,2,6.1,1309,-0.4598832399421687,0,0.5501652908479372
1081,/m/04_ccy,Shadows and Fog,1992.0,22,"['Thriller', 'Indie', 'Comedy Thriller', 'Mystery', 'Comedy', 'Black comedy', 'Comedy of Errors']",0.875,8,6.8,327,-0.4852394887296145,1,0.38987929574535196
1761,/m/05v38p,Chocolat,2000.0,29,"['Mystery', 'Romance Film', 'Drama']",0.8333333333333334,6,6.962,3096,0.7547060893393902,1,0.5119088060166986
12333,/m/02b655,The Hot Spot,1990.0,22,"['Thriller', 'Psychological thriller', 'Drama', 'Film adaptation', 'Romance Film', 'Neo-noir']",0.5,2,6.291,227,-0.4971603175547371,0,0.3718727211769197
7219,/m/026j7,Destry Rides Again,1939.0,22,"['Action/Adventure', 'Western', 'Comedy', 'Black-and-white']",0.6666666666666667,3,7.1,144,,0,0.0778685445951534
6031,/m/02ld66,Bottle Rocket,1996.0,22,"['Crime Fiction', 'Buddy film', 'Indie', 'Cult', 'Coming of age', 'Comedy']",0.4444444444444444,3,6.729,969,-0.4992529935039462,0,0.4267615078696566
3470,/m/03gvywx,The Day the Earth Stood Still,2008.0,31,"['Thriller', 'Drama', 'Science Fiction', 'Remake', 'Doomsday film']",0.7999999999999999,5,5.601,3172,1.4194251820110273,1,0.6004666270595131
10621,/m/01dw49,Gerry,2003.0,22,"['Buddy film', 'Indie', 'Experimental film', 'Mystery', 'Drama', 'Avant-garde', 'Adventure']",0.5,2,6.0,280,-0.5059057561740729,0,0.4930564233832018
7742,/m/0b18vc,The Great Outdoors,1988.0,22,"['Family Film', 'Slapstick', 'Comedy', 'Adventure']",0.6666666666666667,3,6.449,485,-0.1485594165788334,0,0.3542149625318179
344,/m/05c1x2g,Cloudy With A Chance of Meatballs,2009.0,22,"['Adventure', 'Computer Animation', 'Animation', ""Children's"", 'Fantasy', 'Comedy', 'Disaster', 'Family Film']",0.82,10,6.613,5546,1.5013825452079026,1,0.5501652908479372
2058,/m/04n3v8k,Doghouse,2009.0,22,"['Horror', 'Horror Comedy', 'Zombie Film', 'Black comedy', 'Slasher', 'Comedy']",0.7777777777777778,6,5.9,328,,1,0.5501652908479372
9701,/m/0851xq,Punisher: War Zone,2008.0,22,"['Crime Fiction', 'Thriller', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Drama', 'Action Thrillers', 'Action']",0.5,2,5.8,1060,-0.4243493795772313,0,0.5406979584305217
6896,/m/068khg,Get a Clue,2002.0,22,"['Mystery', 'Comedy']",0.6666666666666667,3,5.3,207,,0,0.48351550967046225
1574,/m/036fxp,Scooby-Doo 2: Monsters Unleashed,2004.0,22,"['Fantasy Comedy', 'Horror', 'Adventure', ""Children's/Family"", 'Mystery', 'Fantasy', 'Comedy', 'Family Film', 'Action', 'Family-Oriented Adventure', 'Teen', 'Slapstick']",0.5714285714285714,7,6.039,2522,0.9925586619045236,0,0.5026023972902381
397,/m/05zxdst,Wall Street: Money Never Sleeps,2010.0,22,"['Thriller', 'Crime Fiction', 'Drama', 'Romantic drama']",0.82,10,6.085,1413,0.6062746117260382,1,0.5595964257498155
937,/m/047nfz,Parenthood,1989.0,22,"['Drama', 'Ensemble Film', 'Comedy-drama', 'Comedy', 'Domestic Comedy']",0.78125,8,6.7,580,0.5364060969987848,1,0.3629976588253093
101,/m/02268v,Barbershop,2002.0,22,"['Ensemble Film', 'Comedy', 'Workplace Comedy']",0.1420118343195264,13,6.3,421,0.1293265544841584,0,0.48351550967046225
4574,/m/0gl3hr,Guys and Dolls,1955.0,22,"['Romance Film', 'Musical', 'Gangster Film', 'Comedy', 'Musical comedy']",0.75,4,6.6,207,-0.3424937409847688,1,0.13462226196720803
269,/m/03f7nt,Collateral,2004.0,27,"['Crime Fiction', 'Thriller', 'Drama', 'Crime Thriller']",0.743801652892562,11,7.218,5177,1.292676076864122,1,0.53646215986548
7668,/m/04glz_r,Peacock,2009.0,22,"['Thriller', 'Mystery', 'Psychological thriller']",0.6666666666666667,3,6.2,218,,0,0.5501652908479372
4192,/m/02jr6k,Frenzy,1972.0,22,"['Thriller', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Film adaptation', 'Crime Thriller']",0.375,4,7.105,820,-0.4036789862628549,0,0.22942954080275818
1241,/m/01hjwf,Good Burger,1997.0,22,"['Buddy film', 'Stop motion', 'Screwball comedy', 'Comedy', 'Family Film', 'Teen']",0.4489795918367346,7,6.044,447,-0.3117936886306044,0,0.43612818524920666
6373,/m/0dxmhp,Firewalker,1986.0,22,"['Adventure', 'Action Comedy', 'Action/Adventure', 'Adventure Comedy', 'Comedy', 'Action']",0.6666666666666667,3,5.2,152,-0.4100099889573062,0,0.3369458844269846
3969,/m/03mwds,Vagabond,1985.0,33,"['Drama', 'World cinema']",0.375,4,7.3,261,,0,0.3973345203975298
6237,/m/02zzbh,Down Periscope,1996.0,22,"['Comedy', 'Slapstick']",0.6666666666666667,3,6.3,403,-0.1973544677860264,0,0.4267615078696566
7472,/m/073z_8,Kevin & Perry Go Large,2000.0,27,"['Sex comedy', 'Musical', 'Comedy', 'Teen']",0.6666666666666667,3,4.9,136,,0,0.4983412324105107
5458,/m/03dxs5,Tommy Boy,1995.0,22,"['Adventure', 'Buddy film', 'Comedy', 'Slapstick']",0.625,4,6.8,877,-0.2376528314690448,0,0.41744706903379997
1763,/m/02rzvmr,Margot at the Wedding,2007.0,22,"['Ensemble Film', 'Indie', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Black comedy', 'Tragicomedy']",0.7777777777777778,6,5.862,268,-0.4838998129794216,1,0.5312011577551295
8510,/m/03czjgz,Chill Factor,1999.0,22,"['Thriller', 'Action/Adventure', 'Action', 'Comedy']",0.5,2,4.915,128,-0.4147256846398633,0,0.4549923580250281
6975,/m/02vwz1j,Choke,2008.0,22,"['Sex comedy', 'Indie', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy']",0.6666666666666667,3,6.128,362,-0.4749311970437959,0,0.5406979584305217
1709,/m/05mrf_p,The Ghost Writer,2010.0,22,"['Thriller', 'Crime Fiction', 'Psychological thriller', 'Mystery', 'Drama', 'Political thriller', 'Crime Thriller', 'Political drama']",0.8333333333333334,6,6.8,2061,-0.3793574461192726,1,0.5595964257498155
3290,/m/03h0byn,Brothers,2009.0,22,"['Drama', 'Psychological thriller', 'War film']",0.7999999999999999,5,7.321,3273,-0.1496911865192266,1,0.5501652908479372
900,/m/01_bnz,24 Hour Party People,2002.0,22,"['Punk rock', 'Biography', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'Biopic [feature]', 'Biographical film']",0.75,8,6.9,393,-0.4848634475194459,1,0.48351550967046225
951,/m/05p14s,Vertical Limit,2000.0,29,"['Action Thrillers', 'Thriller', 'Action', 'Adventure']",0.78125,8,6.003,959,1.275309124551968,1,0.5119088060166986
5699,/m/08f40v,Ernest Goes to Camp,1987.0,22,"['Family Film', 'Comedy', 'Slapstick']",0.6666666666666667,3,5.2,144,-0.313477200654431,0,0.34552949818361606
495,/m/06xqr4,Romance & Cigarettes,2006.0,22,"['Romantic comedy', 'Indie', 'Musical', 'Comedy', 'Romantic drama', 'Romance Film']",0.8641975308641976,9,5.9,125,-0.4835898766389825,1,0.5216817030975859
4524,/m/05znxx,The Fugitive,1993.0,31,"['Thriller', 'Crime Fiction', 'Adventure', 'Mystery', 'Drama', 'Action']",0.75,4,7.46,3892,2.542107468093433,1,0.4587497558895592
5474,/m/06f9k_,The Reaping,2007.0,27,"['Thriller', 'Horror']",0.75,4,5.727,762,0.0111491962744866,1,0.5647998381831161
2880,/m/058sm0,Eight Men Out,1988.0,22,"['Sports', 'Period piece', 'Americana', 'Drama', 'Indie']",0.7999999999999999,5,6.927,212,-0.4608912007119141,1,0.3542149625318179
2529,/m/0gtbg7x,Arbitrage,2012.0,22,"['Thriller', 'Drama']",0.8333333333333333,6,6.285,783,-0.3611056311362515,1,0.5783237236621273
484,/m/05m_jsg,Killers,2010.0,22,"['Thriller', 'Romantic comedy', 'Action/Adventure', 'Comedy', 'Romance Film', 'Action']",0.8395061728395061,9,6.0,2082,0.3037544356478167,1,0.5595964257498155
5582,/m/08bg72,The Mothman Prophecies,2002.0,22,"['Thriller', 'Science Fiction', 'Horror', 'Supernatural', 'Psychological thriller', 'Mystery', 'Drama']",0.6666666666666667,3,6.174,1023,-0.0560817630895271,0,0.48351550967046225
4986,/m/067l_r,Drowning Mona,2000.0,22,"['Crime Fiction', 'Crime Comedy', 'Mystery', 'Comedy', 'Black comedy', 'Whodunit']",0.625,4,5.51,152,-0.3763377475578893,0,0.4644765970616552
2428,/m/03hhhx_,Over Her Dead Body,2008.0,22,"['Romantic comedy', 'Heavenly Comedy', 'Fantasy', 'Comedy', 'Romance Film', 'Fantasy Comedy']",0.6666666666666666,6,5.5,430,-0.330437676231029,0,0.5406979584305217
4262,/m/03r8dw,One Hour Photo,2002.0,22,"['Thriller', 'Crime Fiction', 'Psychological thriller', 'Drama', 'Suspense', 'Crime Thriller']",0.625,4,6.644,1574,-0.0760625408116848,0,0.48351550967046225
1553,/m/0bscw,Gattaca,1997.0,29,"['Thriller', 'Science Fiction', 'Future noir', 'Drama', 'Film noir', 'Romance Film', 'Dystopia']",0.8163265306122449,7,7.554,5867,-0.404234804606548,1,0.4832779659390963
4576,/m/04c7s9,Conspiracy,2001.0,28,"['History', 'Period piece', 'Drama', 'Political drama', 'War film']",0.625,4,7.303,356,,0,0.5146683760487001
6013,/m/09lw43,The Silence of the Hams,1994.0,22,"['Parody', 'Crime Comedy', 'Indie', 'Comedy']",0.6666666666666667,3,4.917,168,,0,0.4081911632681576
4542,/m/09g91kh,The Resident,2010.0,22,"['Thriller', 'Mystery', 'Drama']",0.75,4,5.7,577,,1,0.5595964257498155
4906,/m/0hv8w,American Graffiti,1973.0,22,"['Ensemble Film', 'Americana', 'Comedy-drama', 'Teen', 'Period piece', 'Coming of age', 'Comedy', 'Drama', 'Romance Film', 'New Hollywood']",0.75,4,7.028,1297,0.6496994256868973,1,0.23625010706348093
1443,/m/086z0b,Waves,2000.0,21,"['World cinema', 'Musical', 'Drama', 'Tamil cinema', 'Romantic drama', 'Romance Film']",0.2448979591836735,7,7.4,590,,0,0.45773284430365807
5706,/m/07g3px,"Play It Again, Sam",1972.0,22,"['Parody', 'Romantic comedy', 'Drama', 'Comedy', 'Film adaptation', 'Romance Film']",0.4444444444444444,3,7.5,522,,0,0.22942954080275818
5562,/m/02qsbkj,King Solomon's Mines,1985.0,22,"['Parody', 'Adventure', 'Action/Adventure', 'Satire', 'Comedy', 'Action']",0.6666666666666667,3,5.495,372,-0.3887960887627799,0,0.32846848556288893
4671,/m/0276569,The Substitute,1996.0,22,"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Mystery', 'Drama', 'Action']",0.625,4,6.9,415,-0.3853384940155624,0,0.4267615078696566
945,/m/02pw_n,Garden State,2004.0,27,"['Romantic comedy', 'Comedy-drama', 'Coming of age', 'Comedy', 'Drama', 'Romantic drama', 'Romance Film']",0.875,8,7.091,1697,-0.211645654354604,1,0.53646215986548
3694,/m/04n52p6,Sherlock Holmes,2009.0,29,"['Crime Fiction', 'Thriller', 'Detective fiction', 'Action/Adventure', 'Period piece', 'Drama', 'Comedy', 'Crime Thriller', 'Action']",0.56,5,7.2,13314,3.824954684934788,0,0.5965995103942952
874,/m/04663_4,Five Children and It,2004.0,22,"['Family Film', 'Fantasy', 'Adventure']",0.75,8,5.5,209,,1,0.5026023972902381
621,/m/0274ft,Wet Hot American Summer,2001.0,22,"['Parody', 'Romance Film', 'Comedy', 'Indie']",0.7407407407407407,9,6.297,732,-0.5054184239637093,1,0.4739865984400516
10518,/m/0bs3gvn,Hobo With a Shotgun,2011.0,22,"['Crime Fiction', 'Thriller', 'Horror', 'Adventure', 'Action/Adventure', 'Comedy', 'Action', 'Indie']",0.5,2,5.949,563,-0.5020435946631451,0,0.5689847377674794
5940,/m/07gp58,An American Tail: The Mystery of the Night Monster,2000.0,22,"['Adventure', ""Children's/Family"", 'Animation', ""Children's"", 'Fantasy', ""Children's Fantasy"", 'Animated cartoon', 'Music', 'Family Film', 'Family-Oriented Adventure']",0.6666666666666667,3,6.3,122,,0,0.4644765970616552
747,/m/08w51z,Juice,1992.0,22,"['Crime Fiction', 'Thriller', 'Horror', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']",0.0,8,7.3,362,-0.3412792965487627,0,0.38987929574535196
7178,/m/02qh9tj,Untraceable,2008.0,22,"['Thriller', 'Psychological thriller', 'Drama', 'Suspense', 'Crime Thriller', 'Slasher']",0.6666666666666667,3,6.2,810,-0.072455191042511,0,0.5406979584305217
9047,/m/0520qr,If Only,2004.0,22,"['Romantic comedy', 'Television movie', 'Fantasy', 'Drama', 'Romantic drama', 'Romance Film']",0.5,2,7.0,526,,0,0.5026023972902381
9539,/m/0g4rx2d,Seconds Apart,2011.0,22,"['Thriller', 'Horror', 'Supernatural']",0.5,2,5.6,107,,0,0.5689847377674794
6689,/m/02mxkv,Lorenzo's Oil,1992.0,29,"['Drama', 'Medical fiction', 'Docudrama']",0.6666666666666667,3,7.1,488,-0.4476140438279513,0,0.4358942741413468
3167,/m/087_1s,Taps,1981.0,22,['Drama'],0.72,5,6.792,245,-0.2184428472766924,1,0.2956991308090427
147,/m/04165w,Finding Neverland,2004.0,22,"['Biography', 'Costume drama', 'Period piece', 'Drama', 'Biopic [feature]', 'Family Film']",0.6944444444444444,12,7.32,3388,0.473391710544834,1,0.5026023972902381
2118,/m/027njn,The Emperor's Club,2002.0,22,"['Drama', 'Period piece', 'Coming of age']",0.7777777777777778,6,7.064,338,-0.3729338221927125,1,0.48351550967046225
844,/m/06pctd,FeardotCom,2002.0,22,"['Horror', 'Slasher']",0.78125,8,3.7,333,-0.3515721844356688,1,0.48351550967046225
8153,/m/0gtx63s,The Lady,2011.0,30,"['Biographical film', 'Drama', 'Political drama', 'World cinema']",0.4444444444444444,3,6.8,234,-0.47971247669467,0,0.6212429896927488
9571,/m/08159z,The Prophecy 3: The Ascent,2000.0,22,"['Cult', 'Horror']",0.5,2,6.0,148,,0,0.4644765970616552
1979,/m/035_kw,The Jungle Book,1994.0,22,"['Family Film', 'Adventure']",0.7777777777777778,6,5.911,429,-0.1504224742244456,1,0.4081911632681576
7872,/m/0gj9qxr,Attack the Block,2011.0,22,"['Horror', 'Science Fiction', 'Action', 'Fantasy', 'Comedy']",0.4444444444444444,3,6.455,1917,,0,0.5689847377674794
11623,/m/07jwy4,The Box,2009.0,22,"['Thriller', 'Mystery', 'Science Fiction', 'Drama', 'Crime Thriller']",0.5,2,5.6,1645,-0.2356328336692943,0,0.5501652908479372
2788,/m/0cwy47,Cleopatra,1963.0,22,"['History', 'Roadshow theatrical release', 'Epic', 'Period piece', 'War film', 'Drama', 'Costume drama', 'Romantic drama', 'Biographical film', 'Romance Film']",0.7999999999999999,5,7.1,669,-0.0301366311211089,1,0.17433547256897128
1338,/m/0287477,Wanted,2008.0,22,"['Crime Fiction', 'Action/Adventure', 'Fantasy Adventure', 'Adventure', 'Superhero movie', 'Action Thrillers', 'Thriller', 'Action']",0.7755102040816326,7,6.512,6638,2.315205227143996,1,0.5406979584305217
2332,/m/02vn93f,The Tournament,2009.0,22,"['Thriller', 'Crime Thriller', 'Action', 'Action/Adventure']",0.8333333333333334,6,5.935,578,,1,0.5501652908479372
3286,/m/033856,Jack,1996.0,22,"['Drama', 'Science Fiction', 'Tragedy', 'Comedy-drama', 'Comedy']",0.7999999999999999,5,6.288,1157,-0.0234466777437849,1,0.4267615078696566
66,/m/0bmssv,Night at the Museum,2006.0,33,"['Fantasy Adventure', 'Adventure', 'Adventure Comedy', 'Comedy', 'Fantasy', 'Family Film', 'Action']",0.8775510204081632,14,6.575,9649,4.242107104769887,1,0.5951549872185119
3571,/m/05zntwr,Morning Glory,2010.0,28,"['Romance Film', 'Drama', 'Comedy']",0.7999999999999999,5,6.342,1385,-0.0218071529503475,1,0.5992551010053707
3664,/m/09wyh5,Memphis Belle,1990.0,22,"['Combat Films', 'War film', 'Drama', 'Japanese Movies', 'Airplanes and airports']",0.72,5,6.766,342,-0.2809614182687047,1,0.3718727211769197
2678,/m/0dm5f8,Accepted,2006.0,22,"['Comedy', 'Teen']",0.6399999999999999,5,6.387,1470,-0.1894892119931215,0,0.5216817030975859
12068,/m/071qr3,Sky High,2005.0,29,"['Science Fiction', 'Adventure', 'Superhero movie', 'Action/Adventure', ""Children's"", 'Coming of age', 'Comedy', 'Fantasy', 'Family Film', 'Teen']",0.5,2,6.244,2154,0.2062702333174197,0,0.5593619850130132
843,/m/02vxfqh,The International,2009.0,37,"['Thriller', 'Psychological thriller', 'Mystery', 'Political thriller', 'Crime Thriller', 'Action']",0.84375,8,6.212,1137,-0.010428260032861,1,0.6475833862183938
6536,/m/027sfwn,Rocket Science,2007.0,22,"['Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Coming of age', 'Teen']",0.6666666666666667,3,6.2,166,-0.5016103204438124,0,0.5312011577551295
5412,/m/07dzb3,Must Love Dogs,2005.0,26,"['Romantic comedy', 'Romance Film', 'Comedy']",0.375,4,5.9,435,-0.0249479982973813,0,0.5392078680454603
9274,/m/0dgpjr,Survival Island,2006.0,22,"['Thriller', 'Indie', 'Television movie', 'Nature', 'Action/Adventure', 'Animals', 'Suspense', 'Action']",0.5,2,5.4,212,,0,0.5216817030975859
9599,/m/0bfx49,Trust,1990.0,22,"['Romantic comedy', 'Indie', 'Drama', 'Comedy', 'Black comedy', 'Romance Film']",0.5,2,6.565,881,,0,0.3718727211769197
6819,/m/046vs6,October Sky,1999.0,22,"['Biography', 'Family Drama', 'Period piece', 'Coming of age', 'Film adaptation', 'Drama', 'Biographical film', 'Family Film']",0.6666666666666667,3,7.629,1137,-0.221150170356102,0,0.4549923580250281
8684,/m/05gh96,Fresh,1994.0,22,"['Thriller', 'Crime Fiction', 'Drama']",0.5,2,7.005,1329,-0.4409307464131204,0,0.4081911632681576
2583,/m/07y9w5,Monster House,2006.0,22,"[""Children's/Family"", 'Creature Film', 'Animation', 'Haunted House Film', 'Mystery', 'Fantasy', 'Comedy', 'Family Film', ""Children's Fantasy""]",0.7777777777777778,6,6.7,3691,0.6511464236646185,1,0.5216817030975859
6935,/m/03m3y1s,Chasers,1994.0,22,"['Action/Adventure', 'Action', 'Comedy']",0.4444444444444444,3,5.338,133,-0.4946574193407675,0,0.4081911632681576
1690,/m/09kzfd,Things to Do in Denver When You're Dead,1995.0,22,"['Thriller', 'Crime Fiction', 'Crime Comedy', 'Gangster Film', 'Comedy', 'Crime Thriller', 'Suspense']",0.7777777777777778,6,6.513,344,-0.5034797529305204,1,0.41744706903379997
913,/m/084302,The Prestige,2006.0,22,"['Thriller', 'Science Fiction', 'Psychological thriller', 'Mystery', 'Period piece', 'Fantasy', 'Film adaptation', 'Drama', 'Steampunk']",0.84375,8,8.205,14920,0.3989747839029242,1,0.5216817030975859
3314,/m/09h5k1,Albino Alligator,1997.0,22,"['Thriller', 'Crime Fiction', 'Indie', 'Crime Drama', 'Drama', 'Suspense', 'Crime Thriller']",0.7999999999999999,5,5.7,144,,1,0.43612818524920666
4499,/m/07qvyx,Idiocracy,2006.0,22,"['Parody', 'Thriller', 'Science Fiction', 'Indie', 'Cult', 'Satire', 'Comedy', 'Political cinema', 'Black comedy', 'Time travel', 'Dystopia', 'Adventure']",0.75,4,6.328,2635,-0.5037639666631134,1,0.5216817030975859
8487,/m/040mw3,Blank Check,1994.0,22,"['Family Film', 'Comedy']",0.5,2,5.845,444,,0,0.4081911632681576
1564,/m/04zw08j,Rich in Love,1993.0,22,"['Indie', 'Family Drama', 'Comedy-drama', 'Drama', 'Film adaptation', 'Coming of age']",0.7755102040816326,7,7.745,593,,1,0.39899992150023394
3358,/m/05zypxh,The Devil's Tomb,2009.0,22,"['Thriller', 'Science Fiction', 'Action', 'Horror']",0.72,5,4.7,160,,1,0.5501652908479372
7169,/m/027wxjr,Stone Cold,1991.0,22,"['Crime Fiction', 'Thriller', 'Action', 'Action/Adventure']",0.6666666666666667,3,6.2,161,,0,0.380835044824336
682,/m/0651nl,Broken Flowers,2005.0,22,"['Mystery', 'Drama', 'Comedy', 'Road movie']",0.7901234567901234,9,6.895,1220,-0.1215613361488376,1,0.5121464743623777
