,movie_freebase_id,movie_name,movie_release_year,movie_languages_count,movie_genres,gender_diversity,actors_count,rating_average,rating_count,movie_box_office_revenue,treatment,Propensity_score
6783,/m/02pp2b3,Reservation Road,2007.0,22,"['Crime Fiction', 'Crime Thriller', 'Drama', 'Thriller', 'Film adaptation']",0.396694214876033,11,6.46,346,-0.7022519102029983,0,0.5116077716422283
20826,/m/03hl3gx,Mosquito,1994.0,22,"['Science Fiction', 'Horror']",0.375,4,4.6,55,-0.735843572658997,0,0.5009664028906611
4426,/m/03fzcv,42nd Street,1933.0,22,"['Backstage Musical', 'Musical', 'Pre-Code', 'Black-and-white', 'Musical comedy']",0.4260355029585799,13,6.898,161,-0.6825739126838299,0,0.45118008058712566
1664,/m/0bhc_c,American Outlaws,2001.0,22,"['Costume drama', 'Action/Adventure', 'Revisionist Western', 'Western', 'Comedy', 'Action']",0.21875,16,6.043,221,-0.2149663333675025,0,0.5066970939569605
8473,/m/05g1dn,The Woodsman,2004.0,22,"['Crime Fiction', 'Drama', 'Indie']",0.42,10,6.924,441,-0.5877269847728412,0,0.5091526535875769
3361,/m/027nr4g,Case 39,2009.0,22,"['Thriller', 'Horror', 'Supernatural', 'Mystery', 'Suspense', 'Crime Thriller']",0.48,15,6.287,2114,-0.2294163682202171,1,0.5132442132509709
7531,/m/0gkfw8,Living It Up,1954.0,22,"['Musical', 'Comedy']",0.3199999999999998,10,6.5,31,-0.5982655323185067,0,0.46826005358334283
8145,/m/017z49,Memento,2000.0,22,"['Thriller', 'Crime Fiction', 'Indie', 'Existentialism', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller']",0.48,10,8.2,13926,0.8970741028333079,1,0.505878496417703
25677,/m/026v8vw,T-Rex: Back to the Cretaceous,1998.0,22,"['Science Fiction', 'Family Film', 'Fantasy Adventure', 'Adventure', ""Children's/Family""]",0.4444444444444444,3,3.7,12,3.539794603221659,1,0.5042412111701976
18136,/m/01tpq_,Mr. Baseball,1992.0,22,"['Romantic comedy', 'Sports', 'Romance Film', 'Comedy']",0.0,5,5.852,125,0.1028870520824531,0,0.4993289500964779
7398,/m/02t4wl,Tales from the Darkside: The Movie,1990.0,22,"['Monster movie', 'Horror', 'Creature Film', 'Supernatural']",0.42,10,6.205,341,-0.0892716857020751,0,0.49769151169622355
5565,/m/0gyx615,Grave Encounters,2011.0,22,['Horror'],0.2777777777777777,12,6.275,1366,-0.5494369005874635,0,0.5148803709719622
6212,/m/043rbpp,Roman de Gare,2007.0,24,"['Thriller', 'Drama', 'Psychological thriller', 'World cinema']",0.4958677685950414,11,6.7,44,-0.5739537775976995,1,0.5080876438821751
22131,/m/06zq6jg,The Secret Rapture,1993.0,22,"['Thriller', 'Romance Film', 'Family Drama', 'Drama']",0.375,4,3.5,2,-0.7766317563087894,0,0.5001476768895283
1376,/m/06k4hw,Cannonball,1976.0,28,"['Thriller', 'Action/Adventure', 'Sports', 'Drama', 'Comedy', 'Crime Fiction', 'Action', 'Chinese Movies', 'Auto racing']",0.4567474048442905,17,5.5,91,-0.7141895553208263,1,0.47568398640010334
6152,/m/02py1_y,Pal Joey,1957.0,22,"['Romance Film', 'Musical', 'Drama', 'Comedy']",0.4628099173553719,11,6.4,67,-0.4949877663709856,1,0.47070708090559765
9017,/m/07947b,The Man,2005.0,22,"['Crime Fiction', 'Action/Adventure', 'Action', 'Buddy film', 'Comedy']",0.42,10,5.7,500,-0.3392830027100489,0,0.509971081182114
265,/m/06wp7r,The Anniversary Party,2001.0,22,"['Ensemble Film', 'Indie', 'Comedy-drama', 'Marriage Drama', 'Drama', 'Comedy', 'Black comedy']",0.489795918367347,21,5.8,69,-0.6082347453715651,1,0.5066970939569605
2539,/m/01j1rb,Elephant,2003.0,28,"['LGBT', 'Crime Fiction', 'Drama', 'Indie', 'Teen']",0.48,15,7.092,1755,-0.3550129652392798,1,0.4977704386112672
12305,/m/06pqx7,Amityville II: The Possession,1982.0,22,"['Thriller', 'Horror', 'Indie', 'Supernatural', 'Haunted House Film', 'Film adaptation']",0.375,8,5.655,317,-0.2998981742056275,0,0.49114260438996665
5570,/m/06cs1t,Other People's Money,1991.0,22,"['Parody', 'Drama', 'Comedy']",0.5,12,6.1,125,0.3051868655534144,1,0.49851022690192875
15415,/m/02z9bx6,I Think I Do,1997.0,22,"['LGBT', 'Romantic comedy', 'Indie', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed', 'Romance Film']",0.4081632653061224,7,6.1,26,-0.7628574952788931,0,0.5034225322391779
10521,/m/07z985,Supernova,2000.0,40,"['Thriller', 'Science Fiction', 'Horror', 'Adventure']",0.4444444444444444,9,4.921,340,-0.1523550940769068,1,0.4742081051426583
3641,/m/05ft9h,Revolution,1985.0,22,"['Costume drama', 'Period piece', 'Drama', 'War film']",0.336734693877551,14,5.3,95,-0.762305444004261,0,0.4935982091450592
5960,/m/047g6vq,Plain Clothes,1988.0,22,"['Romantic comedy', 'Thriller', 'Mystery', 'Comedy', 'Crime Thriller', 'Romance Film']",0.396694214876033,11,6.1,22,-0.7652246638286004,0,0.4960541228117615
21765,/m/027rgs7,Dangerously Close,1986.0,22,"['Action Thrillers', 'Thriller', 'Action', 'Drama']",0.5,4,4.8,16,-0.6762507841564307,1,0.49441681856070685
22899,/m/02w8rhv,Over the Rainbow,2002.0,28,"['Romantic comedy', 'Thriller', 'World cinema', 'Drama', 'Romantic drama', 'Romance Film']",0.375,4,6.2,10,-0.6699346532246018,0,0.4969517343999823
4159,/m/079h1p,The Sword and the Sorcerer,1982.0,22,"['Sword and sorcery films', 'Fantasy Adventure', 'Adventure', 'Costume drama', 'Action/Adventure', 'Fantasy', 'Sword and sorcery', 'Indie']",0.2603550295857988,13,5.485,101,0.8709523736486277,0,0.49114260438996665
7370,/m/0b87gw,Live Flesh,1997.0,30,"['Thriller', 'Melodrama', 'Erotica', 'World cinema', 'Erotic Drama', 'Drama', 'Romantic drama', 'Romance Film']",0.48,10,7.1,608,-0.7051913640386254,1,0.489338168692243
7710,/m/04rqz8,Sidekicks,1992.0,22,"['Adventure', 'Family Drama', 'Drama', 'Coming of age', 'Family Film', 'Action', 'Teen']",0.3199999999999998,10,5.2,149,-0.0531952866599496,0,0.4993289500964779
10187,/m/05tjh8,The Cure,1995.0,22,"['LGBT', 'Buddy film', 'Adventure', 'Family Drama', 'Drama', 'Comedy', 'Coming of age', 'Family Film']",0.4938271604938271,9,8.0,283,-0.668307712254502,1,0.5017851237094733
12391,/m/08ck7s,Miami Blues,1990.0,22,"['Crime Fiction', 'Thriller', 'Crime Drama', 'Drama', 'Film adaptation', 'Crime Thriller', 'Action']",0.46875,8,6.013,160,-0.3605931683188997,1,0.49769151169622355
1254,/m/01z7v5,Reality Bites,1994.0,22,"['Romantic comedy', 'Ensemble Film', 'Indie', 'Coming of age', 'Comedy', 'Drama']",0.4844290657439446,17,6.556,663,0.628487036071062,1,0.5009664028906611
4881,/m/0463vkh,Tekken,2009.0,35,"['Thriller', 'Crime Fiction', 'Science Fiction', 'Japanese Movies', 'Adventure', 'Action/Adventure', 'Martial Arts Film', 'Fantasy', 'Drama', 'Action']",0.4444444444444444,12,5.368,632,-0.7366421837920075,1,0.4903587029994833
7284,/m/06hd0t,Love At First Bite,1979.0,22,"['Parody', 'Romance Film', 'Horror', 'Comedy']",0.3199999999999998,10,5.9,83,1.073148108424028,0,0.4886874269750112
969,/m/05pc3g,Duplex,2003.0,22,"['Black comedy', 'Comedy']",0.4938271604938271,18,6.096,1578,0.0370881129302445,1,0.5083341769283426
4654,/m/0gdl14,Autumn in New York,2000.0,22,"['Romantic drama', 'Romance Film', 'Drama', 'Medical fiction']",0.4260355029585799,13,6.088,636,3.0470883769163843,0,0.505878496417703
1628,/m/087ml1,Everyone's Hero,2006.0,22,"['Adventure', ""Children's/Family"", 'Computer Animation', 'Animation', 'Sports', 'Family Film', 'Family-Oriented Adventure']",0.375,16,5.863,260,-0.0765151954399489,0,0.5107894553279502
593,/m/0gx1bnj,Seeking a Friend for the End of the World,2012.0,22,"['Romance Film', 'Drama', 'Science Fiction', 'Comedy']",0.4986149584487536,19,6.553,1904,-0.2827825191367122,1,0.5156983324322533
17083,/m/027_64j,Grace Is Gone,2007.0,22,"['Anti-war', 'Indie', 'Road movie', 'Drama', 'War film', 'Anti-war film']",0.4444444444444444,6,6.4,123,-0.7324785301192857,1,0.5116077716422283
13027,/m/02q4gp4,The Adventures of Hajji Baba,1954.0,22,"['Adventure', 'Action/Adventure', 'Drama', 'Film adaptation', 'Romance Film', 'Action']",0.375,8,5.8,11,-0.6923073151970065,0,0.46826005358334283
18181,/m/0c82q_,Fool for Love,1985.0,22,"['Romantic drama', 'Romance Film', 'Drama', 'Indie']",0.48,5,5.9,33,-0.7394820694304233,1,0.4935982091450592
8759,/m/02pxdg6,Maid to Order,1987.0,27,"['Romantic comedy', 'Romance Film', 'Fantasy', 'Comedy']",0.48,10,5.7,48,-0.3614213295392283,1,0.4864348724848002
7587,/m/03ywfs,Mr. 3000,2004.0,22,"['Sports', 'Drama', 'Comedy', 'Baseball']",0.1799999999999999,10,5.2,156,0.1432004109340281,0,0.5091526535875769
1645,/m/01l2b3,Bend It Like Beckham,2002.0,37,"['Indie', 'Comedy-drama', 'Sports', 'Drama', 'Comedy', 'Coming of age', 'Romance Film', 'Domestic Comedy', 'Teen']",0.4296875,16,6.301,1780,2.45088754350929,0,0.4811138985840134
11058,/m/03wj808,The Sting II,1983.0,22,"['Crime Fiction', 'Sports', 'Crime Comedy', 'Action/Adventure', 'Period piece', 'Drama', 'Comedy', 'Action']",0.1975308641975308,9,4.5,40,-0.509865160403772,0,0.49196109767293844
4165,/m/05_mvf,Quick Change,1990.0,22,"['Crime Fiction', 'Heist', 'Comedy']",0.2603550295857988,13,6.68,323,-0.1341414066621136,0,0.49769151169622355
4741,/m/0gfhz5k,The Cold Light of Day,2012.0,22,"['Thriller', 'Action/Adventure', 'Action']",0.4733727810650887,13,5.254,814,-0.0665501556517186,1,0.5156983324322533
4023,/m/0gncw3,The Fastest Gun Alive,1956.0,22,"['Action/Adventure', 'Western', 'Action', 'Black-and-white']",0.2448979591836735,14,6.8,48,-0.684681622192963,0,0.46989124281691547
7391,/m/01r92q,EXistenZ,1999.0,22,"['Thriller', 'Science Fiction', 'Future noir', 'Adventure', 'Psychological thriller', 'Crime Thriller']",0.3199999999999998,10,6.811,1753,-0.6576853621787535,0,0.5050598673593412
18322,/m/0c2ty5,Jonah: A VeggieTales Movie,2002.0,22,"['Christian film', ""Children's/Family"", 'Animation', 'Musical', ""Children's"", 'Comedy', 'Music', 'Family Film', 'Family-Oriented Adventure']",0.48,5,6.3,98,0.3023684785519918,1,0.5075156555894659
12726,/m/065y_mc,Cold Souls,2009.0,28,"['Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Fantasy', 'Fantasy Comedy']",0.46875,8,6.1,139,-0.7342795678948398,1,0.502682761290261
9485,/m/0520q3z,Going by the Book,2007.0,22,"['Action Comedy', 'Comedy']",0.4444444444444444,9,7.3,65,-0.146749092632895,1,0.5116077716422283
3856,/m/0ph12,Cabin Boy,1994.0,22,"['Cult', 'Screwball comedy', 'Fantasy Comedy', 'Comedy']",0.336734693877551,14,5.1,91,-0.6230328473726179,0,0.5009664028906611
13742,/m/027_10h,I'd Climb the Highest Mountain,1951.0,22,"['Biographical film', 'Drama', 'Romance Film']",0.489795918367347,7,6.8,6,-0.6867893317020961,1,0.4658145519169024
6244,/m/06w7y_8,Amreeka,2009.0,28,"['Drama', 'Indie']",0.4958677685950414,11,6.7,50,-0.6868856540266635,1,0.502682761290261
9940,/m/04myzmt,Wendy and Lucy,2008.0,22,"['Road movie', 'Drama', 'Indie']",0.345679012345679,9,6.845,278,-0.7412971445513082,0,0.51242602574333
8353,/m/0d4v4z,House II: The Second Story,1987.0,22,"['Black comedy', 'Horror', 'Comedy', 'Adventure']",0.42,10,5.44,225,-0.4486181571700578,0,0.49523545791245555
2682,/m/0dpl44,Crazy in Alabama,1999.0,22,"['Crime Fiction', 'Social problem film', 'Comedy-drama', 'Period piece', 'Coming of age', 'Comedy', 'Drama', 'Courtroom Drama']",0.3911111111111112,15,5.9,87,-0.6928662797588286,0,0.5050598673593412
18180,/m/091_np,Motel Hell,1980.0,22,"['Satire', 'Horror', 'Comedy', 'Slasher']",0.48,5,5.755,218,-0.5100508074573364,1,0.48950576465716544
4899,/m/0462hhb,An Education,2009.0,29,"['Coming of age', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",0.4444444444444444,12,6.9,1226,0.2514264043419507,1,0.5009220318129801
17034,/m/066m_5,River of No Return,1954.0,22,"['Action/Adventure', 'Western', 'Action', 'Drama']",0.2777777777777777,6,6.651,405,-0.5560955343145265,0,0.46826005358334283
1167,/m/07nxvj,The Good Shepherd,2006.0,35,"['Thriller', 'Period piece', 'Drama', 'Political drama', 'Spy']",0.2906574394463668,17,6.4,1053,3.4160982327876503,0,0.4879036869466201
7265,/m/0570h6,Diary of a Mad Black Woman,2005.0,22,"['Romantic comedy', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",0.4958677685950414,11,6.6,198,1.3577817578379665,1,0.509971081182114
10912,/m/05g8f8,Prefontaine,1997.0,22,"['Biography', 'Sports', 'Period piece', 'Drama', 'Biopic [feature]', 'Biographical film']",0.4444444444444444,9,6.6,71,-0.7525792077034155,1,0.5034225322391779
8279,/m/09tm6h,Raising Cain,1992.0,22,"['Thriller', 'Horror', 'Psychological thriller']",0.48,10,6.0,312,0.7894528112835555,1,0.4993289500964779
408,/m/02ylg6,Punch-Drunk Love,2002.0,22,"['Romantic comedy', 'Absurdism', 'Comedy-drama', 'Drama', 'Comedy', 'Romance Film']",0.4949999999999999,20,7.139,2117,0.2623396183299596,1,0.5075156555894659
378,/m/04xw4v,Tom and Jerry: The Movie,1992.0,22,"[""Children's/Family"", 'Animation', 'Musical', 'Comedy', 'Family Film', 'Family-Oriented Adventure']",0.3199999999999998,20,6.256,529,-0.6273321532293477,0,0.4993289500964779
1860,/m/074t_y,Proof of Life,2000.0,38,"['Thriller', 'Crime Fiction', 'Adventure', 'Political thriller', 'War film', 'Drama', 'Suspense', 'Crime Thriller', 'Romantic drama', 'Romance Film', 'Action']",0.4296875,16,6.11,730,1.8682185002301603,0,0.4777214614893634
18404,/m/026x3nm,Lost in Alaska,1952.0,22,"['Family Film', 'Adventure Comedy', 'Comedy', 'Black-and-white', 'Slapstick']",0.3199999999999998,5,6.3,15,-0.7141895553208263,0,0.4666295424250447
574,/m/03h4fq7,Dinner For Schmucks,2010.0,22,"['Comedy of manners', 'Comedy']",0.4321329639889196,19,5.697,1676,2.864982654714998,1,0.5140623297862941
8719,/m/03sq24,Swimming Pool,2003.0,29,"['Thriller', 'Crime Fiction', 'Indie', 'World cinema', 'Mystery', 'Psychological thriller', 'Erotic thriller', 'Drama', 'Romance Film', 'Erotica']",0.48,10,6.5,637,0.1685749570977205,1,0.4960097543704359
27731,/m/0h3lqt0,Insadong Scandal,2009.0,2,"['Crime Fiction', 'Thriller', 'Drama']",0.5,2,6.0,7,-0.517014426750371,1,0.5483112051314954
7546,/m/01h1cp,Casualties of War,1989.0,22,"['Anti-war', 'Tragedy', 'Period piece', 'Drama', 'War film', 'Anti-war film']",0.1799999999999999,10,7.2,816,0.009653407183945,0,0.4968728088695325
15177,/m/04hr2d,Homeward Bound: The Incredible Journey,1993.0,22,"['Adventure', ""Children's/Family"", 'Animal Picture', ""Children's"", 'Drama', 'Comedy', 'Family Film', 'Family-Oriented Adventure']",0.489795918367347,7,6.9,933,0.9860290552740856,1,0.5001476768895283
7110,/m/01510v,The Negotiator,1998.0,22,"['Crime Fiction', 'Thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Action']",0.2975206611570247,11,7.071,1905,1.1004505764757246,0,0.5042412111701976
10118,/m/08frx4,The Deep,1977.0,22,"['Crime Fiction', 'Action/Adventure', 'Action', 'Adventure', 'Suspense']",0.1975308641975308,9,6.1,201,1.359032936356778,0,0.4870509378894807
9742,/m/01jf9c,"Paris, Texas",1984.0,22,"['Mystery', 'Romance Film', 'Drama', 'Indie', 'Road movie']",0.345679012345679,9,8.094,1599,-0.6854409456207233,0,0.4927796340534143
932,/m/0dv0yn,It's My Party,1996.0,22,"['LGBT', 'Drama']",0.4444444444444444,18,6.4,31,-0.7511797307435413,1,0.5026038349556743
12065,/m/02qy0f5,Flowers in the Attic,1987.0,22,"['Thriller', 'Mystery', 'Horror', 'Drama', 'Film adaptation']",0.5,8,6.3,186,-0.1387116796533374,1,0.49523545791245555
5051,/m/0kv9yw,Johns,1996.0,22,"['LGBT', 'Indie', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed', 'Romance Film']",0.0,12,5.6,20,-0.7752798714296315,0,0.5026038349556743
1173,/m/0gg74r6,Project X,2012.0,22,['Comedy'],0.3598615916955018,17,5.6,12,3.475936948835742,0,0.5156983324322533
23458,/m/0cbql9,Roar,1997.0,22,"['Animal Picture', 'Adventure', ""Children's/Family"", 'Jungle Film', 'Action/Adventure', 'Drama', 'Family-Oriented Adventure']",0.5,4,5.8,103,-0.6931124602294954,1,0.5034225322391779
12176,/m/0280sc1,Band of Angels,1957.0,22,"['Melodrama', 'Adventure', 'Costume drama', 'Period piece', 'Drama', 'Film adaptation', 'Romance Film']",0.375,8,6.1,36,-0.6720353651381645,0,0.47070708090559765
12622,/m/093_k0,Virus,1999.0,22,"['Science Fiction', 'Horror']",0.375,8,5.365,538,0.5146896076550773,0,0.5050598673593412
10259,/m/0f9j_4,The Night Listener,2006.0,22,"['LGBT', 'Crime Fiction', 'Psychological thriller', 'Mystery', 'Thriller', 'Film adaptation', 'Drama']",0.345679012345679,9,5.555,244,-0.328913493467016,0,0.5107894553279502
4912,/m/0bl5c,The Best Years of Our Lives,1946.0,22,"['Ensemble Film', 'Family Drama', 'Americana', 'Epic', 'Black-and-white', 'Drama', 'War film']",0.486111111111111,12,7.806,586,0.2195257572251295,1,0.46174242238934116
942,/m/026hxwx,Epic Movie,2007.0,22,"['Parody', 'Adventure', 'Action/Adventure', 'Comedy', 'Action', 'Slapstick']",0.4444444444444444,18,3.888,1437,2.884326664585349,1,0.5116077716422283
9453,/m/04rdvr,When the Last Sword Is Drawn,2003.0,21,"['Action/Adventure', 'Japanese Movies', 'Martial Arts Film', 'Drama', 'World cinema']",0.345679012345679,9,7.4,88,-0.6725691214942574,0,0.510094331315036
16563,/m/097zcz,A Streetcar Named Desire,1951.0,27,"['Drama', 'Black-and-white', 'Film adaptation']",0.4444444444444444,6,7.647,1259,-0.4401873191335255,1,0.4570633743493656
6542,/m/01q48n,Rudy,1993.0,27,"['Sports', 'Family Film', 'Family Drama', 'Drama']",0.2975206611570247,11,7.38,607,0.1816022880317703,0,0.49134477068264776
4615,/m/02rlnb,Alien Nation,1988.0,22,"['Thriller', 'Buddy film', 'Science Fiction', 'Drama']",0.1420118343195264,13,6.0,271,0.5780491259756054,0,0.4960541228117615
1152,/m/03s6l2,Confessions of a Dangerous Mind,2002.0,22,"['Crime Fiction', 'Thriller', 'Biography', 'Comedy film', 'Biopic [feature]', 'Comedy-drama', 'Action/Adventure', 'Period piece', 'Drama', 'Comedy', 'Film adaptation', 'Biographical film', 'Action', 'Romance Film']",0.4152249134948096,17,6.7,1050,0.6142493740284876,0,0.5075156555894659
16698,/m/05myy97,Trial by Jury,1994.0,22,"['Crime Fiction', 'Thriller', 'Gangster Film', 'Drama', 'Suspense', 'Crime Thriller', 'Courtroom Drama']",0.5,6,5.361,36,-0.4835312270257124,1,0.5009664028906611
23479,/m/0h64fkk,A Better Tomorrow,2010.0,2,"['Gangster Film', 'Drama']",0.0,3,6.1,52,-0.3242033528727662,0,0.5491221597547208
5399,/m/016z7f,What's Love Got to Do with It,1993.0,22,"['Biographical film', 'Biography', 'Drama', 'Musical']",0.5,12,7.089,286,0.8708482949530667,1,0.5001476768895283
10693,/m/07s5kvr,"A Woman, A Gun And A Noodle Shop",2009.0,19,"['Thriller', 'Crime Fiction', 'World cinema', 'Drama', 'Comedy', 'Chinese Movies']",0.4444444444444444,9,4.9,66,0.8244383863463243,1,0.5185210965674513
3783,/m/0bhn38,As You Like It,2006.0,22,"['Romantic comedy', 'Television movie', 'Costume drama', 'Period piece', 'Drama', 'Comedy', 'Film adaptation', 'Romantic drama', 'Romance Film']",0.4081632653061224,14,5.7,81,-0.7587669791261382,0,0.5107894553279502
11496,/m/036r0k,With Honors,1994.0,22,"['Buddy film', 'Comedy of manners', 'Comedy-drama', 'Drama', 'Comedy', 'Coming of age']",0.375,8,6.8,188,0.0663481372656434,0,0.5009664028906611
7068,/m/03f418,Twilight,1998.0,22,"['Thriller', 'Crime Fiction', 'Detective', 'Mystery', 'Drama', 'Crime Thriller', 'Neo-noir']",0.4628099173553719,11,5.988,172,-0.1427856713635407,1,0.5042412111701976
2690,/m/04f20d,Life as a House,2001.0,22,"['Romance Film', 'Family Drama', 'Drama', 'Medical fiction']",0.3911111111111112,15,7.0,377,0.2302241113057774,0,0.5066970939569605
567,/m/048f00,National Lampoon's Christmas Vacation,1989.0,22,"['Christmas movie', 'Family Film', 'Comedy', 'Holiday Film', 'Slapstick']",0.4986149584487536,19,7.225,2143,2.228996865230268,1,0.4968728088695325
3793,/m/0fdlc6,Othello,1995.0,22,"['Costume drama', 'Drama', 'Epic', 'Film adaptation']",0.336734693877551,14,6.5,125,-0.6575183472772498,0,0.5017851237094733
22119,/m/03m4856,Deadline - U.S.A.,1952.0,22,"['Crime Fiction', 'Black-and-white']",0.5,4,6.8,62,-0.7247281028664917,1,0.4666295424250447
8438,/m/08fm2t,Angels in the Outfield,1951.0,22,"['Sports', 'Family Film', 'Fantasy', 'Comedy']",0.48,10,5.925,389,-0.7184049743390925,1,0.4658145519169024
5099,/m/048kb8,"Goodbye, Mr. Chips",1939.0,22,"['Drama', 'Black-and-white']",0.375,12,7.4,104,-0.6403354141208031,0,0.4560501266543239
222,/m/06jh_v,The Devil's Rejects,2005.0,27,"['Thriller', 'Horror']",0.4834710743801652,22,6.747,1306,0.0399501295185061,1,0.5011686302833265
8935,/m/0282vrl,Gang of Roses,2003.0,22,"['Feminist Film', 'Indie', 'Action/Adventure', 'Revisionist Western', 'Western', 'Action']",0.48,10,6.0,15,-0.776135264256818,1,0.5083341769283426
3612,/m/0d31zt,Best Defense,1984.0,22,"['Action/Adventure', 'Action', 'Comedy', 'Spy']",0.2448979591836735,14,4.173,104,0.0346923638395933,0,0.4927796340534143
3461,/m/0cn_srj,Dream House,2011.0,22,"['Thriller', 'Mystery', 'Drama']",0.489795918367347,14,3.8,5,0.8456141222426825,1,0.5148803709719622
8971,/m/0gp_gh,Outside Providence,1999.0,22,"['Romantic comedy', 'Coming of age', 'Comedy', 'Romance Film', 'Stoner film', 'Teen']",0.1799999999999999,10,5.8,88,-0.4695889393937479,0,0.5050598673593412
3433,/m/03fk2x,10,1979.0,22,"['Romantic comedy', 'Romance Film', 'Sex comedy', 'Comedy', 'Slapstick']",0.4081632653061224,14,5.6,216,2.3784744011464705,0,0.4886874269750112
5286,/m/03ntf1h,Hedwig and the Angry Inch,2001.0,28,"['LGBT', 'Romantic comedy', 'Indie', 'Comedy-drama', 'Cult', 'Musical', 'Drama', 'Comedy']",0.486111111111111,12,7.4,338,-0.623802540731163,1,0.4961330465344275
670,/m/01kqq7,Wild at Heart,1990.0,22,"['Crime Fiction', 'Thriller', 'Romantic drama', 'Indie', 'Road movie', 'Drama', 'Black comedy', 'Crime Thriller', 'Romance Film']",0.4321329639889196,19,7.0,1476,-0.1636454194502898,1,0.49769151169622355
1742,/m/01f69m,Ragtime,1981.0,22,"['Period piece', 'Drama', 'Political drama', 'Film adaptation']",0.375,16,7.1,143,-0.3095465095630154,0,0.49032415858991135
2098,/m/06ys2z,Arlington Road,1999.0,22,"['Thriller', 'Crime Thriller', 'Action', 'Psychological thriller']",0.48,15,7.0,983,0.9537383975896944,1,0.5050598673593412
11864,/m/08m7pl,Lost & Found,1999.0,22,"['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy']",0.375,8,6.2,54,-0.0375197451902446,0,0.5050598673593412
7353,/m/061nbd,Monkey Business,1952.0,22,"['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy', 'Black-and-white']",0.42,10,6.708,228,-0.6931124602294954,0,0.4666295424250447
10811,/m/0fn46x,Gossip,2000.0,29,"['Thriller', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Teen']",0.4938271604938271,9,5.783,212,-0.2466460503735764,1,0.49355384523348905
25847,/m/08cp64,Just Like a Woman,1992.0,22,"['LGBT', 'Drama', 'Comedy']",0.4444444444444444,3,5.5,31,-0.7740987531749035,1,0.4993289500964779
105,/m/05zntwr,Morning Glory,2010.0,28,"['Romance Film', 'Drama', 'Comedy']",0.3648,25,6.342,1385,1.7006208170471795,0,0.5035014569957048
1179,/m/03x75d,The Wild Thornberrys Movie,2002.0,22,"['Adventure', ""Children's/Family"", 'Animation', 'Adventure Comedy', 'Comedy', 'Animated cartoon', 'Family-Oriented Adventure']",0.4982698961937716,17,6.4,237,1.781116645989813,1,0.5075156555894659
15105,/m/02vwstc,Les Témoins,2007.0,24,"['LGBT', 'World cinema', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film']",0.4081632653061224,7,6.5,54,-0.6499167664699907,0,0.5080876438821751
1886,/m/0dgqy8z,Jack Goes Boating,2010.0,22,"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",0.375,16,5.9,109,-0.751303368983347,0,0.5140623297862941
5170,/m/0299hs,RoboCop,1987.0,22,"['Thriller', 'Crime Fiction', 'Science Fiction', 'Superhero movie', 'Stop motion', 'Action/Adventure', 'Satire', 'Action']",0.1527777777777779,12,7.297,4666,1.474653322727212,0,0.49523545791245555
9056,/m/011yhm,Fargo,1996.0,22,"['Crime Fiction', 'Thriller', 'Indie', 'Drama', 'Comedy', 'Black comedy', 'Neo-noir']",0.3199999999999998,10,7.9,7414,1.7776278809019153,0,0.5026038349556743
8506,/m/05nsx8,The Howling,1981.0,22,"['Horror', 'Indie', 'Werewolf fiction', 'Creature Film', 'Cult', 'Drama', 'Film adaptation']",0.3199999999999998,10,6.57,687,-0.0192400864678156,0,0.49032415858991135
25763,/m/0421n1l,The Woman I Love,1937.0,22,"['Melodrama', 'Drama', 'Black-and-white', 'War film']",0.4444444444444444,3,0.0,0,-0.7444141096817947,1,0.45442579721735454
1636,/m/05zlnpw,The Desert Song,1953.0,22,"['Musical', 'Romance Film']",0.21875,16,6.5,4,-0.6931124602294954,0,0.4674447110853069
11330,/m/02ry6wf,Phantoms,1998.0,22,"['Thriller', 'Drama', 'Science Fiction', 'Horror', 'Film adaptation']",0.375,8,5.415,316,-0.540333787525898,0,0.5042412111701976
6387,/m/04ynd_,Cold Creek Manor,2003.0,22,"['Thriller', 'Crime Thriller', 'Drama', 'Psychological thriller', 'Mystery']",0.4958677685950414,11,5.365,437,0.4500853182526453,1,0.5083341769283426
17059,/m/0gpsf3,Gladiator,1992.0,23,"['Crime Fiction', 'Sports', 'Drama', 'Boxing', 'Teen']",0.0,6,7.583,301,-0.3886141545422596,0,0.49756821469081886
13879,/m/04j0twr,Hate Crime,2006.0,22,"['Thriller', 'LGBT', 'Psychological thriller', 'Mystery', 'Drama', 'Gay Themed', 'Crime Fiction', 'Crime Thriller']",0.4081632653061224,7,5.8,23,-0.7757027201113538,0,0.5107894553279502
