,movie_freebase_id,movie_name,movie_release_year,movie_languages_count,movie_genres,gender_diversity,actors_count,rating_average,rating_count,movie_box_office_revenue,treatment,Propensity_score
17026,/m/0cb8p6,Queen of Blood,1966.0,22,"['Science Fiction', 'Horror']",0.4444444444444444,6,5.5,36,-0.0300178168885775,1,0.47805614770031457
3519,/m/07m7j8,Friday the 13th: The Final Chapter,1984.0,22,"['Cult', 'Horror', 'Slasher', 'Teen']",0.489795918367347,14,6.106,1199,0.6128614473167234,1,0.4927796340534143
12736,/m/02q7q1w,The Nutcracker Prince,1990.0,22,"['Adventure', ""Children's/Family"", 'Holiday Film', 'Animation', 'Musical', 'Fantasy', ""Children's Fantasy"", 'Coming of age', 'Family Film']",0.46875,8,6.5,67,-0.7023149728715115,1,0.49769151169622355
10732,/m/03nnzk,¡Three Amigos!,1986.0,31,"['Parody', 'Adventure', 'Musical', 'Action/Adventure', 'Western', 'Comedy']",0.1975308641975308,9,6.323,880,0.8769934484895148,0,0.47858291178985374
15977,/m/0kvbk1,Breakout,1975.0,22,"['Thriller', 'Action/Adventure', 'Action']",0.4444444444444444,6,6.3,84,-0.1029537976722321,1,0.4854147263737702
6623,/m/0gzwt4,On the Riviera,1951.0,22,"['Romantic comedy', 'Romance Film', 'Comedy', 'Musical']",0.4958677685950414,11,6.2,16,-0.6720353651381645,1,0.4658145519169024
9599,/m/026q0bf,Hilda Crane,1956.0,22,"['Romantic drama', 'Romance Film', 'Drama']",0.4938271604938271,9,7.2,8,-0.7352666504121571,1,0.46989124281691547
1241,/m/07t_82,Where the Truth Lies,2005.0,22,"['Crime Fiction', 'LGBT', 'Indie', 'Mystery', 'Drama', 'Film adaptation', 'Thriller']",0.4982698961937716,17,6.2,256,-0.6308221407887603,1,0.509971081182114
6761,/m/02rhlv1,Megiddo: The Omega Code 2,2001.0,22,"['Thriller', 'Christian film', 'Science Fiction', 'Indie', 'Supernatural', 'Action/Adventure', 'Mystery', 'Action']",0.1652892561983472,11,4.5,31,-0.5255641817574087,0,0.5066970939569605
9903,/m/03hhx7j,Unfaithfully Yours,1984.0,22,"['Romantic comedy', 'Romance Film', 'Comedy']",0.345679012345679,9,5.4,37,0.0626362922032993,0,0.4927796340534143
2560,/m/04sbsq,CB4,1993.0,22,"['Parody', 'Hip hop movies', 'Mockumentary', 'Comedy']",0.3199999999999998,15,6.0,112,-0.0205938682855318,0,0.5001476768895283
2482,/m/0fphgb,Lucky Numbers,2000.0,22,"['Crime Fiction', 'Comedy']",0.3199999999999998,15,5.123,167,-0.3183523512754127,0,0.505878496417703
17818,/m/028306,Yossi & Jagger,2002.0,22,"['LGBT', 'World cinema', 'War film', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed', 'Romantic drama', 'Romance Film']",0.2777777777777777,6,6.7,92,-0.7661654610450971,0,0.5075156555894659
5669,/m/03flsn,King of New York,1990.0,27,"['Thriller', 'Crime Fiction', 'Gangster Film', 'Indie', 'Drama', 'Crime Thriller', 'Action']",0.375,12,6.7,579,-0.6697389734737739,0,0.4888895536107651
4954,/m/0k419,Roman Holiday,1953.0,33,"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",0.486111111111111,12,7.879,1863,-0.2715705584028788,1,0.44821663759040625
19076,/m/05msx2,The Cutting Edge,1992.0,22,"['Romantic comedy', 'Comedy-drama', 'Sports', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",0.3199999999999998,5,7.164,301,0.2808601039409022,0,0.4993289500964779
5452,/m/054_fh,Battle Cry,1955.0,36,"['War film', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Action']",0.4444444444444444,12,5.8,18,-0.4401873191335255,1,0.4446137078057622
1354,/m/0cstrr,Reno 911!: Miami,2007.0,22,"['Parody', 'Crime Fiction', 'Gross-out film', 'Comedy', 'Gross out', 'Slapstick']",0.4567474048442905,17,5.74,225,0.1508676258154015,1,0.5116077716422283
5768,/m/0c5d1c,Cheaper by the Dozen,1950.0,22,"['Family Film', 'Drama', 'Comedy']",0.4444444444444444,12,6.3,75,-0.5908885490365409,1,0.4649997438714308
4619,/m/0b5yzp,Noi the Albino,2003.0,31,"['Drama', 'Comedy-drama', 'Coming of age', 'Comedy', 'World cinema']",0.2603550295857988,13,6.926,88,-0.7218982077711492,0,0.49248872641931535
22432,/m/06rpz_,"Davy Crockett, King of the Wild Frontier",1955.0,22,"['Western', 'Action', 'Family Film', 'Biopic [feature]', 'Adventure']",0.0,4,6.445,91,-0.6867893317020961,0,0.46907556560110086
20039,/m/03cb0qb,The Amazing Panda Adventure,1995.0,29,"['Adventure', ""Children's/Family"", 'Animal Picture', ""Children's"", 'Drama', 'Family Film', 'Family-Oriented Adventure']",0.48,5,5.645,83,-0.4609794940534116,1,0.4894614130501789
3829,/m/04t46v,Finding Forrester,2000.0,22,"['Drama', 'Coming of age']",0.4081632653061224,14,7.092,994,2.624467159204332,0,0.505878496417703
4232,/m/0614yq,Troll,1986.0,22,"['Horror', 'Family Film', 'Fantasy', 'Adventure', 'Mystery']",0.4970414201183432,13,4.971,189,-0.5476461484343139,1,0.49441681856070685
3991,/m/03ndtd,The Kentucky Fried Movie,1977.0,22,"['Parody', 'Indie', 'Absurdism', 'Cult', 'Comedy', 'Black comedy', 'Sexploitation']",0.2448979591836735,14,6.2,283,0.0656629630584144,0,0.4870509378894807
3664,/m/06w5c6,Blast From the Past,1999.0,22,"['Romantic comedy', 'Comedy of manners', 'Drama', 'Comedy', 'Romance Film', 'Time travel']",0.336734693877551,14,6.731,979,0.9198341618134912,0,0.5050598673593412
26809,/m/08p0lhk,A Millionaire for Christy,1951.0,27,"['Romance Film', 'Screwball comedy', 'Comedy']",0.5,2,6.4,5,-0.7352666504121571,1,0.4570633743493656
5638,/m/09pjp3,Impostor,2001.0,22,"['Thriller', 'Alien Film', 'Science Fiction', 'Action', 'Drama']",0.486111111111111,12,6.107,389,-0.4340518189066292,1,0.5066970939569605
3595,/m/04df4v,The Warriors,1979.0,22,"['Thriller', 'Crime Fiction', 'Cult', 'Action/Adventure', 'Drama', 'Action']",0.336734693877551,14,7.67,1961,0.1706285406266591,0,0.4886874269750112
8921,/m/0bxxzb,I Spy,2002.0,33,"['Thriller', 'Adventure', 'Action/Adventure', 'Comedy', 'Action', 'Spy']",0.3199999999999998,10,5.379,875,1.7636262401701737,0,0.4881501450899553
8332,/m/0kvccj,Trade,2007.0,35,"['Thriller', 'Crime Fiction', 'Drama', 'Crime Thriller']",0.5,10,6.9,256,-0.7160489766497835,1,0.4887219666438858
5025,/m/04kkxx,For Love of the Game,1999.0,22,"['Sports', 'Romantic drama', 'Romance Film', 'Drama']",0.2777777777777777,12,6.483,383,1.1664201557897926,0,0.5050598673593412
13339,/m/02qh8_p,High Heels and Low Lifes,2001.0,22,"['Crime Comedy', 'Action/Adventure', 'Drama', 'Comedy', 'Buddy film', 'Action']",0.375,8,6.0,55,-0.7678015073202764,0,0.5066970939569605
716,/m/05bmcq,Detroit Rock City,1999.0,22,"['Music', 'Comedy', 'Teen']",0.4321329639889196,19,6.729,378,0.2434320307905697,1,0.5050598673593412
25911,/m/027jjkg,Second Chance,1953.0,22,"['Thriller', 'Drama', 'Film noir']",0.4444444444444444,3,6.0,20,-0.6931124602294954,1,0.4674447110853069
16096,/m/03k9dt,Two Brothers,2004.0,31,"['Family Film', ""Children's"", 'Drama', 'Adventure']",0.4444444444444444,6,7.142,784,1.843391579151131,1,0.49330728825572534
16795,/m/0bsqtb,Dear Brigitte,1965.0,22,"['Family Film', 'Comedy', 'Domestic Comedy']",0.5,6,6.6,21,-0.684681622192963,1,0.47723905692537205
1887,/m/07yp85,The Shaggy Dog,2006.0,22,"['Family Film', 'Fantasy', 'Comedy']",0.46875,16,4.9,531,2.895654169954473,1,0.5107894553279502
26475,/m/0j7ldt0,True Blue,2001.0,22,"['Crime Fiction', 'Thriller', 'Drama']",0.4444444444444444,3,5.0,1,-0.7141895553208263,1,0.5066970939569605
1059,/m/0dlk12k,Prom,2011.0,22,"['Romance Film', 'Drama', 'Comedy', 'Teen']",0.4982698961937716,17,6.1,431,-0.3503896622768061,1,0.5148803709719622
788,/m/0bq00y,Nancy Drew,2007.0,22,"['Thriller', 'Crime Fiction', 'Adventure', 'Detective', 'Mystery', 'Drama', 'Comedy', 'Crime Thriller', 'Family Film', 'Teen']",0.4938271604938271,18,6.1,483,1.7377902742407416,1,0.5116077716422283
5476,/m/05zl90k,The Lawless Breed,1953.0,22,"['Thriller', 'Action/Adventure', 'Western', 'Drama']",0.2777777777777777,12,6.7,18,-0.7226203933573586,0,0.4674447110853069
2581,/m/0ktpx,Spellbound,1945.0,22,"['Thriller', 'Therimin music', 'Psychological thriller', 'Black-and-white', 'Mystery', 'Drama', 'Suspense', 'Film adaptation', 'Romance Film', 'Film noir']",0.231111111111111,15,7.422,814,-0.4823415093161871,0,0.46092859117629853
150,/m/0g54xkt,J. Edgar,2011.0,22,"['LGBT', 'Biographical film', 'Drama', 'Political drama']",0.3856332703213612,23,6.215,2280,2.5530143736022537,0,0.5148803709719622
107,/m/0g56t9t,Frankenweenie,2012.0,22,"['Science Fiction', 'Horror', 'Stop motion', 'Animation', 'Short Film', 'Comedy']",0.3648,25,6.956,3094,1.307272480698531,0,0.5156983324322533
23228,/m/03gy5tg,Half Shot at Sunrise,1930.0,22,"['Musical', 'Comedy', 'Black-and-white', 'Slapstick']",0.5,4,6.6,7,-0.7382595979151261,1,0.44874850093492846
9765,/m/027w48q,Top Dog,1995.0,22,"['Action/Adventure', 'Crime Fiction', 'Action', 'Thriller', 'Comedy']",0.1975308641975308,9,4.9,18,-0.5626997469820638,0,0.5017851237094733
3075,/m/0gvvf4j,Piranha 3DD,2012.0,22,"['Thriller', 'Action/Adventure', 'Horror', 'Comedy']",0.3911111111111112,15,4.324,960,-0.4193746151230202,0,0.5156983324322533
11385,/m/02pj4v5,Real Men,1987.0,22,"['Action/Adventure', 'Science Fiction', 'Action', 'Comedy']",0.5,8,6.3,65,-0.7405821673316202,1,0.49523545791245555
2889,/m/027jb17,The Alphabet Killer,2008.0,22,"['Thriller', 'Crime Fiction', 'Horror', 'Indie', 'Psychological thriller', 'Mystery', 'Crime Thriller', 'Slasher']",0.3199999999999998,15,5.1,170,-0.7759886519833628,0,0.51242602574333
12841,/m/01_rzb,Star 80,1983.0,22,"['Crime Fiction', 'Biographical film', 'Biography', 'Drama', 'Biopic [feature]']",0.375,8,6.5,112,-0.5045571890843517,0,0.49196109767293844
21676,/m/0cs__t,Carnosaur,1993.0,22,"['Thriller', 'Science Fiction', 'B-movie', 'Sci-Fi Horror', 'Creature Film', 'Horror']",0.5,4,4.2,92,-0.703483276252424,1,0.5001476768895283
18518,/m/0b__5xy,Safari,1955.0,22,['Adventure'],0.3199999999999998,5,5.5,11,-0.7184049743390925,0,0.46907556560110086
1705,/m/07tw_b,The Producers,2005.0,22,"['LGBT', 'Parody', 'Musical', 'Comedy']",0.375,16,6.2,439,0.0403085665976293,0,0.509971081182114
1199,/m/0b6jmcn,Happythankyoumoreplease,2010.0,22,"['Romantic comedy', 'Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Romance Film']",0.4982698961937716,17,6.5,248,-0.7683108985544437,1,0.5140623297862941
10662,/m/02pq1yv,The Browning Version,1994.0,22,['Drama'],0.345679012345679,9,6.4,40,-0.756875267687501,0,0.5009664028906611
8362,/m/0276569,The Substitute,1996.0,22,"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Mystery', 'Drama', 'Action']",0.1799999999999999,10,6.9,415,-0.152772631330666,0,0.5026038349556743
18841,/m/04mc6w,Jimmy Hollywood,1994.0,22,"['Parody', 'Satire', 'Comedy']",0.3199999999999998,5,5.181,58,-0.6179514126712391,0,0.5009664028906611
28531,/m/0j456sd,Runway Beat,2011.0,21,['Drama'],0.0,2,5.2,7,-0.769370697049826,0,0.5166393740265768
652,/m/0g5r4vt,Diary of a Wimpy Kid: Rodrick Rules,2011.0,22,"['Family Film', 'Comedy']",0.3878116343490305,19,6.6,1046,2.2752757586139225,0,0.5148803709719622
5409,/m/0939j1,The Sentinel,2006.0,22,"['Thriller', 'Crime Fiction', 'Mystery', 'Drama', 'Political thriller', 'Action', 'Political drama']",0.4444444444444444,12,6.008,710,2.5141818071434154,1,0.5107894553279502
1799,/m/0bbqyd,Little Man,2006.0,25,"['Crime Fiction', 'Comedy', 'Slapstick']",0.4296875,16,5.877,1582,3.504990797026958,0,0.5055086450685127
19236,/m/02x5ztk,Tobacco Road,1941.0,22,"['Drama', 'Comedy']",0.48,5,6.6,45,-0.6973278792477615,1,0.45767539152804143
11927,/m/08sq5z,Antarctic Journal,2005.0,22,"['Mystery', 'Horror', 'Psychological thriller']",0.21875,8,5.9,45,-0.5426721226095206,0,0.509971081182114
23821,/m/07sbjpx,The Girl Who Had Everything,1953.0,22,"['Romantic drama', 'Romance Film', 'Melodrama', 'Drama']",0.4444444444444444,3,6.2,7,-0.7352666504121571,1,0.4674447110853069
8117,/m/02p2tk,MirrorMask,2005.0,22,"['Science Fiction', 'Fantasy Adventure', 'Adventure', 'Family Drama', 'Fantasy', 'Drama', 'Family Film']",0.42,10,6.5,299,-0.7408731998606413,0,0.509971081182114
15727,/m/0db1b1,Beyond Rangoon,1995.0,22,"['Period piece', 'Action', 'Drama', 'Adventure', 'Political drama']",0.489795918367347,7,6.6,76,-0.1577542449096923,1,0.5017851237094733
8647,/m/0fmfrn,Bad Medicine,1985.0,22,['Comedy'],0.42,10,5.1,32,-0.6642177441062195,0,0.4935982091450592
21796,/m/059_x3m,A Bloody Aria,2006.0,22,"['Thriller', 'Crime Thriller', 'Martial Arts Film', 'World cinema']",0.0,4,6.0,27,-0.7527855524643596,0,0.5107894553279502
14674,/m/02jpth,Fantasia 2000,1999.0,22,"[""Children's/Family"", 'Animation', 'Musical', 'Fantasy', ""Children's Fantasy"", 'Animated Musical', 'Family Film']",0.4081632653061224,7,7.0,1178,3.0533230659527804,0,0.5050598673593412
4817,/m/0htww,The Caine Mutiny,1954.0,22,"['Courtroom Drama', 'Drama', 'War film']",0.0,13,7.2,300,-0.4106793860056623,0,0.46826005358334283
2036,/m/05zs3tp,Ramona and Beezus,2010.0,22,"['Adventure', ""Children's/Family"", ""Children's"", 'Fantasy', 'Comedy', 'Family Film']",0.4444444444444444,15,6.52,733,0.3731247926238716,1,0.5140623297862941
9213,/m/0676dr,Grumpier Old Men,1995.0,29,"['Romantic comedy', 'Buddy film', 'Comedy']",0.4938271604938271,9,6.5,353,2.23738373644644,1,0.4894614130501789
1796,/m/05403hh,The Cry,2007.0,22,"['Thriller', 'Horror']",0.5,16,2.3,9,-0.7765176027617748,1,0.5116077716422283
3903,/m/04tm9x4,La Fille de Monaco,2008.0,34,"['Comedy film', 'Drama']",0.4081632653061224,14,5.1,99,-0.7521453989322457,0,0.4913004128108882
24868,/m/03ctstx,Just Tell Me What You Want,1980.0,22,"['Romantic comedy', 'Comedy-drama', 'Comedy']",0.4444444444444444,3,5.0,9,-0.6894490503316711,1,0.48950576465716544
11813,/m/03sph5,Angus,1995.0,22,"['Romantic comedy', 'Buddy film', 'Coming of age', 'Comedy', 'Drama', 'Romance Film', 'Teen']",0.5,8,6.4,81,-0.5741634946938582,1,0.5017851237094733
2559,/m/0fr63l,Mighty Joe Young,1998.0,29,"['Thriller', 'Family Film', 'Action', 'Fantasy', 'Adventure']",0.4444444444444444,15,6.2,748,1.3569316764387431,1,0.49191673797017865
5838,/m/05cj_j,Family Plot,1976.0,22,"['Thriller', 'Detective fiction', 'Detective', 'Psychological thriller', 'Comedy Thriller', 'Mystery', 'Comedy', 'Crime Thriller', 'Black comedy', 'Suspense']",0.486111111111111,12,6.739,408,-0.2209855301836848,1,0.4862327952462641
18557,/m/07lvsx,National Lampoon's Gold Diggers,2003.0,22,"['Black comedy', 'Comedy']",0.48,5,3.4,27,-0.7424691153467666,1,0.5083341769283426
18026,/m/0cdnx1,8 Seconds,1994.0,22,"['Biography', 'Indie', 'Sports', 'Drama', 'Biopic [feature]', 'Romantic drama', 'Romance Film', 'Biographical film']",0.4444444444444444,6,7.3,90,0.0497875264188633,1,0.5009664028906611
4536,/m/07w6n3,Two for the Money,2005.0,22,"['Thriller', 'Crime Fiction', 'Sports', 'Drama']",0.3550295857988165,13,6.063,575,0.509399425403914,0,0.509971081182114
5919,/m/06zngq,The Racket,1951.0,22,"['Thriller', 'Crime Fiction', 'Drama', 'Black-and-white', 'Film noir']",0.1652892561983472,11,6.2,31,-0.7036510077751608,0,0.4658145519169024
1630,/m/05ppy,Original Sin,2001.0,35,"['Thriller', 'Mystery', 'Romance Film', 'Drama']",0.46875,16,6.085,751,0.7570894797752894,1,0.4838133484548337
