,movie_name,movie_release_year,movie_languages_count,movie_box_office_revenue,actor_age_at_movie_release,vote_average,vote_counts,budget,diverse,Propensity_score
34987,Road to Bali,0.39971479175060187,22,-0.0864235092172858,37.0,6.2,65,-0.17488030454522221,1,0.20139707236357787
65320,The Man from Down Under,-0.816699665298819,22,-0.1612391027249317,40.0,6.5,2,-0.17488030454522221,1,0.1955442657659263
53995,The Sea Chase,0.8051862774337422,22,0.029870159447448783,23.0,6.192,39,-0.17488030454522221,0,0.20336766126568961
25250,It's a Wonderful Life,-0.4112281796156787,22,-0.07479414235081233,38.0,8.26,3897,0.46081090732245905,1,0.17570950143627317
64871,Lili,0.534871953644982,22,-0.14457034354965306,42.0,6.692,52,-0.17488030454522221,1,0.19285153822468404
27402,Night People,0.6700291155393621,22,-0.11937338200562725,37.0,5.9,30,-0.17488030454522221,1,0.20564543070264374
10944,The Bachelor and the Bobby-Soxer,-0.2760710177212986,22,0.012426109147738597,,7.0,113,0.21712927610651453,1,0.19370987382227342
70748,The Story of Three Loves,0.534871953644982,22,-0.1503850269828898,36.0,5.357,14,-0.17488030454522221,1,0.2139755081815188
64809,Hans Christian Andersen,0.39971479175060187,2,0.029870159447448783,38.0,6.3,56,-0.17488030454522221,0,0.20165571099131296
66713,Escape,-1.2221711509819593,22,-0.15011367508933876,,4.5,4,-0.17488030454522221,1,0.22846759913073444
63512,Devotion,-2.43858560803138,22,-0.181706788409925,,7.0,3,-0.17488030454522221,1,0.1876328828286066
66752,The Ambassador's Daughter,0.9403434393281223,29,-0.14457034354965306,,4.3,7,-0.17488030454522221,1,0.2320432603286524
52167,Never a Dull Moment,0.1294004679618417,22,-0.14747768526627145,12.0,5.5,8,-0.17488030454522221,1,0.21167198421543612
65126,Detective Story,0.2645576298562218,22,-0.09417642046160143,26.0,6.9,126,-0.17488030454522221,1,0.19045557813565478
45437,Jupiter's Darling,0.8051862774337422,22,-0.14069388792749526,49.0,4.2,5,-0.17488030454522221,0,0.233865115019404
62557,Back from Eternity,0.9403434393281223,22,-0.14457034354965306,37.0,6.816,19,-0.17488030454522221,1,0.19096412287766532
18671,Teenage Rebel,0.9403434393281223,22,-0.13487920449425853,54.0,6.5,4,-0.17488030454522221,1,0.19595186686272667
19926,Abbott and Costello Go to Mars,0.534871953644982,22,-0.15426148260504763,46.0,5.7,44,-0.022465140481176236,1,0.20961057854068957
19199,Demetrius and the Gladiators,0.6700291155393621,22,-0.03796781394031305,29.0,6.784,58,0.7246827311165909,1,0.20044295091029252
28516,Captain Horatio Hornblower,0.2645576298562218,22,-0.09611464827268033,34.0,6.9,102,-0.17488030454522221,0,0.19042622761851252
43763,Wuthering Heights,-1.3573283128763394,22,-0.1785031691901051,28.0,7.196,240,-0.17488030454522221,1,0.18476555249780086
52273,Too Young to Kiss,0.2645576298562218,22,-0.13487920449425853,35.0,5.5,6,-0.17488030454522221,1,0.21187854391339295
35754,Adam's Rib,-0.005756693932538435,22,0.029870159447448783,48.0,7.111,275,0.170551901148914,1,0.19190529291974331
32152,The Master of Ballantrae,0.534871953644982,22,-0.125188065438864,43.0,6.0,19,-0.17488030454522221,0,0.20395397066246185
65855,The Heiress,-0.005756693932538435,29,-0.11355869857239052,21.0,7.691,220,0.344867227170492,1,0.18247638700767016
51575,Dodsworth,-1.7627997985594797,22,-0.14069388792749526,25.0,7.155,113,-0.17488030454522221,1,0.18593392622235025
43971,Gaslight,-0.6815425034044389,22,-0.023896280031880168,18.0,7.1,78,-0.17488030454522221,1,0.18850098660825404
52344,The Left Hand of God,0.8051862774337422,22,-0.0476589529957076,,6.2,32,0.18194636626729696,1,0.20500750266170964
39376,The Stooge,0.39971479175060187,22,-0.0670412311064967,35.0,6.629,31,-0.17488030454522221,1,0.19500851243587153
31502,The Vagabond King,0.9403434393281223,22,-0.1484467991718109,35.0,6.6,5,-0.17488030454522221,1,0.194201441339082
25139,The Far Horizons,0.8051862774337422,2,-0.14069388792749526,31.0,6.2,18,-0.17488030454522221,0,0.2005411047925736
37281,Phone Call from a Stranger,0.39971479175060187,22,-0.1503850269828898,35.0,6.667,21,-0.17488030454522221,1,0.19314476156347327
52044,The Lawless Breed,0.534871953644982,22,-0.15232325479396872,27.0,6.7,18,-0.17488030454522221,0,0.19261089301125864
70849,The Searchers,0.9403434393281223,33,0.17717547308944592,17.0,7.717,1263,0.5747555585062887,1,0.18820113193835286
14875,She Done Him Wrong,-2.16827128424262,22,-0.11743515419454835,30.0,5.8,99,-0.13489972518247495,1,0.20762535311870542
1417,Destry,0.6700291155393621,22,-0.14457034354965306,1.0,6.017,29,-0.17488030454522221,1,0.20337459611804162
31611,Three Little Words,0.1294004679618417,22,-0.09805287608375925,33.0,6.0,9,0.11897695377097009,1,0.2068745446148888
29860,Spellbound,-0.5463853415100588,22,0.06863471566902697,29.0,5.0,3,-0.17488030454522221,1,0.22364077891527626
62398,Hilda Crane,0.9403434393281223,22,-0.16395262166044217,44.0,7.25,8,-0.17488030454522221,1,0.18418318640229644
23217,Susan Slept Here,0.6700291155393621,22,-0.11549692638346944,41.0,6.2,20,-0.17488030454522221,1,0.20093817895170826
70525,Man Without a Star,0.8051862774337422,2,-0.11743515419454835,45.0,6.472,90,-0.17488030454522221,1,0.1966557657375275
52067,Easy to Love,0.534871953644982,22,-0.016647308018445047,36.0,6.1,4,-0.17488030454522221,1,0.20409132962712515
10828,For Heaven's Sake,0.1294004679618417,22,-0.13681743230533744,8.0,7.0,6,-0.17488030454522221,1,0.18830586668812152
51961,A Streetcar Named Desire,0.2645576298562218,27,0.10739927189060516,27.0,7.646,1250,0.184944909719503,1,0.18515157996070342
39985,Don't Bother to Knock,0.39971479175060187,22,-0.14457034354965306,20.0,7.0,2,-0.17488030454522221,1,0.18818950228980033
51908,Désirée,0.6700291155393621,22,-0.028276674884918505,30.0,6.6,36,-0.17488030454522221,1,0.19605515610171462
52800,Ulysses,0.6700291155393621,23,-0.11743515419454835,24.0,6.42,144,-0.17488030454522221,1,0.19746333306611413
27508,A Place in the Sun,0.2645576298562218,22,0.06863471566902697,34.0,7.341,337,0.2848963581263711,1,0.18992172341948513
70793,Kansas Raiders,0.1294004679618417,22,-0.15619971041612654,25.0,6.0,17,-0.17488030454522221,0,0.20345988128952522
26851,Frankenstein,-2.43858560803138,22,0.26245749677691793,,6.032,187,-0.17488030454522221,0,0.20968440791642676
21044,Pete Kelly's Blues,0.8051862774337422,22,-0.008894396774129407,38.0,6.2,20,-0.17488030454522221,1,0.20262461773012325
34691,A Star Is Born,0.6700291155393621,22,0.029870159447448783,31.0,7.502,11125,7.021623980749282,1,0.24582380526274814
67038,I'll See You in My Dreams,0.39971479175060187,22,-0.09029996483944361,42.0,4.6,12,-0.17488030454522221,1,0.22777380703548364
27140,Harvey,0.1294004679618417,22,-0.10192933170591707,42.0,0.0,0,-0.17488030454522221,1,0.31635544274682376
25080,The Man in the Gray Flannel Suit,0.9403434393281223,22,-0.034091358318155233,40.0,6.8,46,-0.17488030454522221,1,0.19289060952456355
63318,Of Human Bondage,-2.03311412234824,22,-0.17976856059884608,,6.4,104,-0.17488030454522221,1,0.19680501628231126
43040,Samson and Delilah,-0.005756693932538435,22,0.22369294055533975,24.0,6.146,49,-0.17488030454522221,1,0.20721002172902486
5379,Moby Dick,0.9403434393281223,22,-0.0011414855298137693,42.0,0.0,0,-0.17488030454522221,0,0.31850032120241073
25141,Giant,0.9403434393281223,27,1.1540422898732163,25.0,7.628,630,0.9045953382489534,1,0.20751593373051133
8557,Rear Window,0.6700291155393621,22,1.2224351003541776,46.0,5.56,92,-0.17488030454522221,1,0.233937104885126
32703,Death of a Salesman,0.2645576298562218,22,-0.15619971041612654,36.0,8.0,1,-0.17488030454522221,1,0.1734873109511631
62494,Gentlemen Prefer Blondes,0.534871953644982,29,-0.005017941151971589,52.0,7.327,868,0.2848963581263711,1,0.18902177849669072
67950,The Thief,0.39971479175060187,2,-0.16395262166044217,25.0,6.185,27,-0.17488030454522221,1,0.20041091807035913
63373,Ain't Misbehavin',0.8051862774337422,22,-0.16395262166044217,23.0,0.0,0,-0.17488030454522221,1,0.31503938277662225
28787,National Velvet,-0.5463853415100588,22,0.12631637532673531,24.0,7.263,97,0.37885071962882716,1,0.19273612540457383
29703,Ruby Gentry,0.39971479175060187,22,-0.13487920449425853,28.0,6.6,25,-0.06993128371801065,1,0.19526327261996998
38978,Treasure of the Golden Condor,0.534871953644982,22,-0.15619971041612654,21.0,6.2,6,-0.17488030454522221,1,0.2002970437906395
67191,All About Eve,0.1294004679618417,29,-0.09029996483944361,32.0,8.118,1404,0.10498375099400856,1,0.1748384869847668
36120,Mourning Becomes Electra,-0.2760710177212986,22,-0.18585459592563386,40.0,6.3,15,-0.17488030454522221,1,0.198266099003427
53773,Let's Dance,0.1294004679618417,22,-0.10968224295023271,,6.511,313,-0.17488030454522221,1,0.19617177990510362
53408,Trapeze,0.9403434393281223,29,0.08801699377981607,28.0,6.3,81,0.6247312827097228,1,0.20935319634619406
29878,The Gunfighter,0.1294004679618417,22,-0.1271262932499429,33.0,7.153,159,-0.17488030454522221,1,0.18616545822414352
10526,Deep in My Heart,0.6700291155393621,22,-0.04378249737354978,46.0,6.0,2,-0.17488030454522221,1,0.2052551990225841
28687,Little Women,-2.16827128424262,28,-0.125188065438864,,7.287,1120,3.4233718381020295,1,0.213894054595637
47155,The Last Time I Saw Paris,0.6700291155393621,22,-0.09611464827268033,27.0,6.067,45,0.2169293732097008,1,0.20665975838416334
25715,That Girl from Paris,-1.7627997985594797,29,-0.16151045461848273,25.0,0.0,0,-0.17488030454522221,0,0.3150911467053636
64220,Autumn Leaves,0.9403434393281223,22,-0.16007616603828434,40.0,7.1,46,-0.17488030454522221,0,0.18646345403639383
52062,The Trail of the Lonesome Pine,-1.7627997985594797,22,-0.138141707074979,30.0,0.0,0,-0.17488030454522221,0,0.31558670042171544
25788,The World in His Arms,0.39971479175060187,22,-0.0864235092172858,36.0,6.7,31,-0.17488030454522221,1,0.19361947927184456
28747,Having Wonderful Time,-1.4924854747707195,22,-0.16364250521066956,26.0,5.25,12,-0.17488030454522221,0,0.21552692912618993
52545,Grand Hotel,-2.303428446137,22,-0.11549692638346944,,6.949,282,-0.03494827677560681,0,0.19050926852520433
40771,Money From Home,0.534871953644982,22,-0.0670412311064967,36.0,5.808,26,-0.17488030454522221,0,0.2079698309635827
52447,The Beast of the City,-2.303428446137,22,-0.18690123894361646,,6.105,19,-0.17488030454522221,0,0.2013094918323465
29301,Pride and Prejudice,-1.2221711509819593,22,-0.1639138571042206,35.0,6.9,131,-0.17488030454522221,0,0.1894017228724388
25576,The Snows of Kilimanjaro,0.39971479175060187,32,0.04925243755823788,36.0,0.0,0,-0.17488030454522221,1,0.3195756599456473
38435,Snow White and the Seven Dwarfs,-1.6276426366650996,22,15.923338210294508,21.0,7.121,6895,0.12265976483896955,0,0.5299450454339871
36330,Broken Lance,0.6700291155393621,22,-0.055411864240023236,53.0,6.354,65,-0.17488030454522221,0,0.1994628872121116
61755,Destination Gobi,0.534871953644982,22,-0.15619971041612654,34.0,6.0,16,-0.17488030454522221,0,0.20345988128952522
35424,Kim,0.1294004679618417,22,-0.09029996483944361,41.0,6.2,23,-0.17488030454522221,0,0.20133584132334312
73740,Foreign Correspondent,-1.2221711509819593,28,-0.14075455445798202,,6.982,339,-0.17488030454522221,0,0.18851688799124525
72497,Along the Great Divide,0.2645576298562218,22,-0.1484467991718109,34.0,7.3,30,-0.17488030454522221,0,0.18367516617600965
53155,Latin Lovers,0.534871953644982,22,-0.14457034354965306,32.0,5.9,7,-0.17488030454522221,0,0.20524144378629097
26451,The Fastest Gun Alive,0.9403434393281223,22,-0.11743515419454835,40.0,6.8,47,-0.17488030454522221,0,0.19161937395224715
62866,The Bad and the Beautiful,0.39971479175060187,22,-0.11162047076131161,24.0,7.4,215,0.13656840869057885,1,0.18517057812166784
52056,Stand-In,-1.6276426366650996,2,-0.17877925035951517,,6.2,11,-0.17488030454522221,0,0.1999420410283042
66193,Francis Goes to the Races,0.2645576298562218,22,-0.11355869857239052,19.0,6.5,12,-0.17488030454522221,0,0.19628201401598475
67352,The Catered Affair,0.9403434393281223,22,-0.13836801455420056,23.0,7.0,35,-0.17488030454522221,1,0.18828258938846842
53714,The Burning Hills,0.9403434393281223,22,-0.14457034354965306,24.0,6.067,15,-0.17488030454522221,0,0.20258066410587042
74169,Lady and the Tramp,0.8051862774337422,22,3.42573545081547,35.0,7.104,4905,0.6247312827097228,0,0.25352311053515897
51990,Sirocco,0.2645576298562218,22,-0.15232325479396872,,5.694,31,-0.17488030454522221,0,0.20843352804951437
68211,Hangman's Knot,0.39971479175060187,22,-0.15426148260504763,30.0,6.222,27,-0.17488030454522221,0,0.1999818471474482
54218,The Barkleys of Broadway,-0.005756693932538435,22,-0.07867059797297016,,6.9,42,0.2749012132856843,0,0.19431369471673482
70616,The Barretts of Wimpole Street,-2.03311412234824,22,-0.153951366155275,31.0,6.2,15,-0.010959929157958459,0,0.20169675338999138
26250,Follow the Sun,0.2645576298562218,22,-0.15813793822720545,34.0,6.8,4,-0.17488030454522221,0,0.19100086511999728
14459,The Women,-1.3573283128763394,22,-0.11472163525903786,28.0,7.0,136,0.16255578527636455,0,0.1913288342817222
65346,Woman's World,0.6700291155393621,22,-0.0864235092172858,41.0,7.2,15,-0.17488030454522221,1,0.18607226058266832
41137,Doin' Their Bit,-0.9518568271931991,22,-0.20176159280660225,8.0,0.0,0,-0.17488030454522221,0,0.3142385741252305
73236,The Desert Trail,-1.8979569604538598,22,-0.20165115258592697,27.0,4.6,25,-0.17488030454522221,0,0.22585580140246525
35650,Clash by Night,0.39971479175060187,22,-0.14457034354965306,,6.6,99,-0.17488030454522221,0,0.19426103038932338
19073,Trial,0.8051862774337422,22,-0.125188065438864,,6.7,13,-0.17488030454522221,0,0.19302570798560342
65936,Alexander the Great,0.9403434393281223,22,-0.10580578732807489,25.0,4.0,8,-0.17488030454522221,0,0.23802159971738168
64604,The Phantom of Crestwood,-2.303428446137,22,-0.18581583136941227,32.0,6.1,10,-0.17488030454522221,0,0.20140555563786863
70931,The Blue Veil,0.2645576298562218,22,-0.06510300329541778,13.0,6.6,7,-0.17488030454522221,0,0.19548566437511003
9165,The Girl Can't Help It,0.9403434393281223,22,0.03956129850284333,27.0,6.2,55,-0.17488030454522221,1,0.20339466305085507
74232,Modern Times,-1.7627997985594797,22,0.13312253981445135,,8.293,3432,0.12497404067538218,0,0.17567743835755262
57724,Monkey Business,0.39971479175060187,22,-0.125188065438864,25.0,6.711,227,-0.17488030454522221,0,0.19285758826784202
29824,Strategic Air Command,0.8051862774337422,22,0.04925243755823788,46.0,6.069,29,-0.17488030454522221,0,0.20564134367832257
65369,Mr. Belvedere Rings the Bell,0.2645576298562218,22,-0.13487920449425853,36.0,6.643,7,-0.17488030454522221,0,0.19374992396183902
70768,The Rawhide Years,0.8051862774337422,22,-0.16395262166044217,30.0,5.364,11,-0.17488030454522221,0,0.21363601554845704
42918,Tap Roots,-0.14091385582691848,22,-0.07503998716636959,,6.2,6,-0.17488030454522221,1,0.20157696269749467
68642,You're in the Navy Now,0.2645576298562218,22,-0.14069388792749526,29.0,4.5,8,-0.17488030454522221,0,0.22863072810840387
5451,The Harder They Fall,0.9403434393281223,22,-0.1503850269828898,,7.029,119,-0.17488030454522221,0,0.18766795233307246
51854,Grounds for Marriage,0.2645576298562218,22,-0.16007616603828434,34.0,4.3,3,-0.17488030454522221,0,0.23177197557304233
28975,Pony Express,0.534871953644982,22,-0.1484467991718109,29.0,5.5,23,-0.17488030454522221,0,0.21165610111083633
35815,The Mountain,0.9403434393281223,22,-0.1329409766831796,55.0,6.857,42,-0.17488030454522221,0,0.1905192669617236
36403,Dr. Jekyll and Mr. Hyde,-1.0870139890875792,22,-0.15313731047462187,41.0,4.2,14,-0.17488030454522221,1,0.23364620210370057
64750,Violent Saturday,0.8051862774337422,22,-0.15426148260504763,44.0,6.804,56,-0.17488030454522221,0,0.19099903300532228
70845,Houdini,0.534871953644982,22,-0.1329409766831796,27.0,6.5,65,-0.17488030454522221,0,0.19598186287759367
52362,Go for Broke!,0.2645576298562218,22,-0.10580578732807489,34.0,5.659,22,-0.17488030454522221,0,0.20975722443548764
22257,Sands of Iwo Jima,-0.005756693932538435,22,-0.051535408617865416,15.0,6.4,122,0.025022592268514058,0,0.2004587990028617
72260,Suspicion,-1.0870139890875792,22,-0.028276674884918505,24.0,7.097,708,0.04561259064032889,1,0.19023420238173436
27569,Winchester '73,0.1294004679618417,22,-0.11549692638346944,41.0,7.257,317,-0.17488030454522221,0,0.18479587404181383
27207,Fancy Pants,0.1294004679618417,22,-0.10192933170591707,38.0,5.533,15,-0.17488030454522221,0,0.21187810432260382
22449,The Glenn Miller Story,0.534871953644982,22,0.06863471566902697,52.0,6.964,137,-0.17488030454522221,0,0.19195714631671124
70734,We're Not Married!,0.39971479175060187,22,-0.125188065438864,35.0,6.0,16,-0.17488030454522221,1,0.20395397066246185
53679,The Blue Angel,-2.5737427699257602,28,-0.19969424025874924,28.0,7.349,279,-0.17488030454522221,0,0.18220392042083433
36994,The Adventures of Robin Hood,-1.4924854747707195,22,-0.048395479563917584,28.0,7.459,672,0.23152228467710353,0,0.18597762634002987
30279,Rawhide,0.2645576298562218,22,-0.1271262932499429,36.0,7.0,6,-0.17488030454522221,0,0.18845139988494275
29082,Bedtime for Bonzo,0.2645576298562218,22,-0.15523059651058707,40.0,5.9,12,-0.17488030454522221,0,0.20507070355031784
3623,Don't Lie,-0.9518568271931991,22,-0.20169867793185461,11.0,6.5,2,-0.1710397700916367,0,0.19495112610823082
66481,The Light Touch,0.39971479175060187,22,-0.1527109003561845,34.0,6.6,7,-0.17488030454522221,0,0.19413590940887862
33282,Against All Flags,0.39971479175060187,22,-0.14069388792749526,43.0,6.2,47,-0.17488030454522221,1,0.2005411047925736
53726,Swing Time,-1.7627997985594797,22,-0.10123156969392866,,6.808,201,0.00223366203174813,0,0.193170812972059
71892,My Cousin Rachel,0.39971479175060187,29,-0.15232325479396872,27.0,6.7,32,-0.17488030454522221,1,0.19261089301125864
26443,Kings Row,-0.9518568271931991,29,-0.005289293045522636,30.0,7.136,33,-0.17488030454522221,0,0.18824018399005948
35739,Across the Wide Missouri,0.2645576298562218,29,-0.09611464827268033,,5.8,28,-0.17488030454522221,0,0.20762900471357637
38093,The Last Frontier,0.8051862774337422,22,-0.16395262166044217,23.0,6.0,29,-0.17488030454522221,0,0.20333649829051303
63355,Frenchie,0.1294004679618417,22,-0.14650857136073198,29.0,5.8,9,-0.17488030454522221,0,0.20681585972957778
25886,Law and Order,0.534871953644982,22,-0.16395262166044217,41.0,4.8,12,-0.17488030454522221,0,0.2230831328761758
69258,Island in the Sky,0.534871953644982,22,-0.09611464827268033,30.0,7.3,3,-0.17488030454522221,0,0.18444711753544002
48161,Caesar and Cleopatra,-0.5463853415100588,22,-0.11743515419454835,18.0,6.2,49,-0.17488030454522221,0,0.20090761390347384
75184,Algiers,-1.4924854747707195,22,-0.16582103450576602,24.0,6.5,27,-0.036580883733884594,0,0.196603065114352
45290,King Richard and the Crusaders,0.6700291155393621,22,-0.12131160981670616,44.0,6.0,11,-0.17488030454522221,0,0.20401579454293664
72446,The Racers,0.8051862774337422,22,-0.13487920449425853,38.0,7.0,1,-0.17488030454522221,0,0.1883349664206238
1086,Ransom!,0.9403434393281223,22,-0.15426148260504763,,7.2,28,-0.17488030454522221,0,0.1850652514299789
52058,The Bottom of the Bottle,0.9403434393281223,22,-0.16007616603828434,39.0,7.0,1,-0.17488030454522221,0,0.18795693922699053
29194,Malaya,-0.005756693932538435,22,-0.1290645210610218,40.0,6.5,10,-0.17488030454522221,0,0.1960418653244767
38571,Living It Up,0.6700291155393621,22,-0.03796781394031305,37.0,6.5,31,-0.17488030454522221,0,0.19745592238674786
5160,Viva Zapata!,0.39971479175060187,27,-0.1290645210610218,37.0,6.904,193,-0.17488030454522221,0,0.18986740116554127
3818,Torch Song,0.534871953644982,22,-0.15619971041612654,40.0,6.0,19,-0.17488030454522221,1,0.20345988128952522
65538,The Egyptian,0.6700291155393621,22,-0.03796781394031305,12.0,6.264,72,0.824634179523459,1,0.20960469311169042
26616,Thunder Bay,0.534871953644982,22,-0.10968224295023271,45.0,6.1,31,-0.17488030454522221,0,0.20261099384011036
18353,Pinocchio,-1.2221711509819593,22,3.063358215691718,31.0,7.103,5471,0.344867227170492,0,0.2441781161749301
29644,I Dream Too Much,-1.8979569604538598,22,-0.17790786190021032,24.0,4.5,10,-0.17488030454522221,0,0.22798674558043006
819,Home of the Brave,-0.005756693932538435,22,-0.10580578732807489,31.0,0.0,0,-0.17488030454522221,0,0.3162731024809135
52311,The White Cliffs of Dover,-0.6815425034044389,32,-0.04591454796573658,27.0,6.789,19,-0.17488030454522221,0,0.19287790327623833
35697,The Harvey Girls,-0.4112281796156787,22,-0.0011414855298137693,23.0,6.581,43,-0.17488030454522221,0,0.1967701629284743
25356,The Bridges at Toko-Ri,0.6700291155393621,22,-0.020523763640602866,,5.9,61,-0.17488030454522221,0,0.20723599099400367
26593,Roman Holiday,0.534871953644982,33,0.26245749677691793,37.0,0.0,0,-0.17488030454522221,1,0.32414634455959895
52104,Duchess of Idaho,0.1294004679618417,22,-0.10192933170591707,33.0,5.8,4,-0.17488030454522221,0,0.20753506001181876
70815,The Prince Who Was a Thief,0.2645576298562218,22,-0.14553945745519253,26.0,4.1,6,-0.17488030454522221,0,0.23554259262791985
74229,City Lights,-2.43858560803138,22,-0.008150853821243316,,8.304,1983,0.12497404067538218,0,0.17352213853378656
62661,Executive Suite,0.6700291155393621,22,-0.09611464827268033,33.0,7.0,44,-0.17488030454522221,0,0.18891768638832254
71417,Forbidden Planet,0.9403434393281223,22,0.708249893325067,29.0,7.258,838,0.20493519940087662,0,0.20041656784277273
62156,"Mary Burns, Fugitive",-1.8979569604538598,22,-0.18282413797845576,33.0,0.0,0,-0.17488030454522221,0,0.3146395389418949
37732,Run for Cover,0.8051862774337422,22,-0.14457034354965306,,6.7,26,-0.17488030454522221,0,0.19272934226792143
25461,Treasure Island,-2.03311412234824,22,-0.15759523444010334,26.0,6.522,178,-0.17488030454522221,0,0.19526104555277982
73170,Life with father,-0.2760710177212986,22,0.04750803252826686,15.0,6.4,51,-0.17488030454522221,0,0.2003576078115484
62465,Citizen Kane,-1.0870139890875792,22,-0.14125077954217444,31.0,8.014,5094,-0.0070164447125138875,0,0.17475181309536267
34535,Father's Little Dividend,0.2645576298562218,22,-0.08254705359512797,50.0,6.4,56,-0.17488030454522221,0,0.19831884784122966
68565,Scaramouche,0.39971479175060187,22,0.06049415886249555,34.0,7.0,82,0.4258279003800552,0,0.19614804244615588
70148,Revenge of the Creature,0.8051862774337422,22,-0.16007616603828434,24.0,5.641,124,-0.17488030454522221,0,0.20916711226057233
29608,Random Harvest,-0.9518568271931991,22,-0.022461991451681776,38.0,7.253,87,-0.17488030454522221,0,0.18623593066351227
30891,The Seven Little Foys,0.8051862774337422,22,-0.0476589529957076,,6.0,14,-0.17488030454522221,0,0.20519309637917196
