,movie_name,movie_release_year,movie_languages_count,movie_box_office_revenue,actor_age_at_movie_release,vote_average,vote_counts,budget,diverse,Propensity_score
15543,10 to Midnight,-0.7591850220813557,22,-0.46682837017237555,22.0,6.2,177,-0.2785960711961297,1,0.3104602047217683
12228,Risky Business,-0.7591850220813557,28,0.6768851836102715,27.0,6.587,1165,-0.10733423835322435,1,0.3358778905914332
32794,Reckless,-0.2519344505347939,22,-0.444217851417677,21.0,5.978,23,-0.7393719547972799,1,0.3122841422990079
32230,Cocoon,0.2553161210117679,22,1.1186441968116048,46.0,6.606,1165,1.0446054706496513,1,0.35370946620076665
5454,Spaceballs,1.2698172641048915,22,0.16104774826252052,28.0,6.834,2699,1.5747016199253108,1,0.3262864293866542
19312,"Grandview, U.S.A.",-0.2519344505347939,22,-0.5161851787727447,25.0,6.0,31,-0.7393719547972799,1,0.3100458299121435
45295,Wetherby,0.2553161210117679,22,-0.5860491015473958,36.0,6.0,30,-0.7393719547972799,1,0.3082125390198786
38904,Playing for Keeps,0.7625666925583298,22,-0.5582707001731423,21.0,4.7,6,-0.7393719547972799,1,0.32948452483073215
23106,52 Pick-Up,0.7625666925583298,22,-0.5071856637737722,47.0,5.927,96,-0.7393719547972799,1,0.31141990712976725
68151,Some Kind of Wonderful,1.2698172641048915,22,-0.23595249229876197,40.0,6.866,429,-0.7393719547972799,1,0.3039700017686884
33811,Ironweed,1.2698172641048915,22,-0.4624099686115094,30.0,6.321,109,2.0130503587494135,1,0.31986190419216665
31907,Making Mr. Right,1.2698172641048915,22,-0.5802665296138219,32.0,5.1,33,-0.7393719547972799,1,0.3224981299554227
40397,Grease 2,-1.2664355936279175,22,-0.30458553492661766,43.0,5.101,630,0.6062567318255481,1,0.3366884808278888
18705,The Muppets Take Manhattan,-0.2519344505347939,22,-0.09430743049496385,38.0,6.5,336,0.07616058254988856,1,0.3173457620109117
13440,The Golden Child,0.7625666925583298,22,1.0071424892973848,25.0,5.896,982,1.8091672244126216,0,0.3664351170167326
20981,Star Trek III: The Search for Spock,-0.2519344505347939,22,1.1528722502636086,51.0,6.605,1237,1.0955762542338492,0,0.3549519484973012
45348,For Your Eyes Only,-1.7736861651744793,33,3.350365242547586,53.0,6.519,1680,2.11499192591781,1,0.4260388310725882
67773,Light of Day,1.2698172641048915,22,-0.3995764001486456,30.0,5.3,39,-0.7393719547972799,1,0.3241726857504337
9998,Leonard Part 6,1.2698172641048915,22,-0.5187796408592212,58.0,2.661,56,1.7072256572442255,0,0.3770639321882835
15060,Something Wicked This Way Comes,-0.7591850220813557,22,-0.44198415964886273,33.0,6.4,157,1.2994593885706414,1,0.31566212517415543
28748,Night Shift,-1.2664355936279175,22,-0.13356409055637464,30.0,6.0,171,0.08635473926672817,1,0.32426919193861425
3556,Cat People,-1.2664355936279175,22,-0.18632015500640547,57.0,6.893,520,-0.7257117847967148,1,0.30491089068963084
30258,Red Sonja,0.2553161210117679,22,-0.4714335484921888,21.0,5.295,748,1.0853820975170096,1,0.3313991318325775
28009,The World According to Garp,-1.2664355936279175,22,-0.00954326749419232,36.0,6.691,299,0.9936346870654532,1,0.32109855107192453
41065,My Little Pony: The Movie,0.7625666925583298,22,-0.49152502604178044,41.0,6.127,63,-0.7393719547972799,1,0.30871946640448283
53986,Lust in the Dust,0.2553161210117679,22,-0.5976624563411331,53.0,5.8,29,-0.48451803687628975,1,0.3122533521561618
37893,Someone to Watch Over Me,1.2698172641048915,22,-0.40386690883480847,33.0,5.935,161,0.9936346870654532,1,0.322525751378692
26133,Max Dugan Returns,-0.7591850220813557,22,-0.25503046497788645,47.0,6.535,43,-0.7393719547972799,1,0.3085873781170143
29629,Split Image,-1.2664355936279175,22,-0.6070774659292378,30.0,6.1,18,-0.7393719547972799,1,0.30611473436598896
62247,The Dark Crystal,-1.2664355936279175,22,0.21091273979910163,38.0,7.12,1005,0.7897515527286609,0,0.31919898308515615
63927,The Man with Two Brains,-0.7591850220813557,22,-0.4023473515615014,41.0,6.187,379,0.29023787360352027,1,0.3151313672423105
41385,The Goonies,0.2553161210117679,36,0.6332185223767185,33.0,7.519,5303,1.1975178214022453,1,0.3262118820204017
18580,Ghostbusters,-0.2519344505347939,22,5.305020528067726,38.0,7.47,8204,2.318875060254602,1,0.4694312884373592
12982,Made in Heaven,1.2698172641048915,22,-0.5196370283605043,28.0,6.731,67,-0.7393719547972799,1,0.2986991182834178
12765,Purple Rain,-0.2519344505347939,22,0.7753209792592984,26.0,6.678,332,-0.005392671184828288,1,0.33761571466466384
66859,Sweet Dreams,0.2553161210117679,22,-0.4280839714967746,36.0,6.622,45,-0.7393719547972799,1,0.3027318088711754
45431,Octopussy,-0.7591850220813557,35,3.1920970491974936,55.0,6.321,1781,2.064021142333612,0,0.42452421761781767
33450,Irreconcilable Differences,-0.2519344505347939,22,-0.36053265138887874,9.0,5.591,44,-0.7393719547972799,1,0.3205967881824619
41057,84 Charing Cross Road,1.2698172641048915,22,-0.5904420381617678,55.0,7.1,179,-0.7393719547972799,1,0.2913079574481238
41507,To Be or Not to Be,-0.7591850220813557,22,-0.3480334411098492,52.0,7.872,633,-0.6170420741952046,0,0.28645937177022046
3859,The Cotton Club,-0.2519344505347939,22,-0.0863124924170899,38.0,6.539,359,5.173238940969691,1,0.3424057097179613
47312,The Sting II,-0.7591850220813557,22,-0.48363969883319846,45.0,4.55,40,-0.7393719547972799,0,0.33393588088397985
5818,Things Are Tough All Over,-1.2664355936279175,22,-0.18359359985086376,30.0,5.8,61,-0.7393719547972799,0,0.3220225724704017
36691,Best Seller,1.2698172641048915,22,-0.525619768977078,49.0,6.044,103,-0.7393719547972799,0,0.3091139945502209
41214,The Mission,0.7625666925583298,27,-0.2630594712989187,43.0,7.369,137,-0.7393719547972799,0,0.2955912355653087
53849,Birdy,-0.2519344505347939,22,-0.582902811026772,20.0,7.113,457,0.4839268512234728,0,0.2970475245915356
5646,The Terminator,-0.2519344505347939,27,0.9777870468303678,45.0,7.648,11986,-0.08694592491954513,0,0.3270715154292298
29980,Revolution,0.2553161210117679,22,-0.6051510782358449,50.0,6.1,7,-0.7393719547972799,0,0.3061650123713916
49465,Superman IV: The Quest For Peace,1.2698172641048915,35,-0.2942464825788767,38.0,4.532,1128,0.9936346870654532,0,0.3482662188601277
68108,Kiss of the Spider Woman,0.2553161210117679,36,-0.2673772305214494,35.0,7.012,257,-0.7393708334400411,0,0.3009149988111834
31500,Just One of the Guys,0.2553161210117679,22,-0.37849629424205444,20.0,6.491,264,0.43295606763927474,0,0.3116982373970404
75000,Hell Comes to Frogtown,1.2698172641048915,22,-0.36285006297381645,32.0,5.6,130,-0.7393719547972799,0,0.32039221317445404
24749,The Thing,-1.2664355936279175,31,-0.2141234126033325,26.0,6.208,2681,2.828582896096582,0,0.33242466659724973
25522,Starman,-0.2519344505347939,22,-0.02918102259871965,33.0,6.883,762,1.5033425229074335,0,0.3200416441451348
54417,Prince of Darkness,1.2698172641048915,22,-0.3246528055589443,60.0,6.773,884,-0.4335472532920917,0,0.30455883344529483
54328,The Big Chill,-0.7591850220813557,22,0.5308115139762155,35.0,6.869,517,0.07616058254988856,1,0.3282680406790319
48090,Partners,-1.2664355936279175,22,-0.5290372662505629,42.0,5.5,25,-0.7393719547972799,0,0.3175366768228223
20349,Sharky's Machine,-1.7736861651744793,22,0.11512095635554616,42.0,6.012,85,1.0446054706496513,0,0.3356212274340196
46074,Flight of the Navigator,0.7625666925583298,22,-0.23573609098054676,36.0,6.917,750,0.1781021497182846,0,0.307592220594795
54242,Unfaithfully Yours,-0.2519344505347939,22,-0.20806782803622975,23.0,7.3,102,-0.7393719547972799,0,0.2980490151989155
74994,The Killing Time,1.2698172641048915,22,-0.6022756901061721,20.0,4.391,23,-0.7393719547972799,0,0.3332664035038826
12863,The Toy,-1.2664355936279175,28,0.3436359597634328,42.0,5.805,195,2.11499192591781,0,0.35079860369863836
35230,Better Late Than Never,-0.7591850220813557,22,-0.6119365226638199,64.0,5.8,4,-0.7393719547972799,1,0.31064139295978627
21092,The Cannonball Run,-1.7736861651744793,40,3.5600482788630377,55.0,6.122,563,1.0955762542338492,0,0.43378059850224177
2215,Death Wish 4: The Crackdown,1.2698172641048915,22,-0.47281987641196555,31.0,5.731,255,-0.22966411895529962,0,0.3178902198643757
401,Police Academy 3: Back in Training,0.7625666925583298,22,0.2718289905534992,41.0,5.772,1107,0.4839268512234728,0,0.34100110068754996
74660,Happy New Year,1.2698172641048915,22,-0.6115949068557119,59.0,5.333,12,-0.7393719547972799,0,0.31797098046298583
16633,Bad Boys,-0.7591850220813557,22,-0.42593781421335924,33.0,6.957,234,-0.7393719547972799,0,0.2976682696345958
69801,Rollover,-1.7736861651744793,22,-0.39224612761046,45.0,5.16,20,-0.7393719547972799,0,0.32660571692836393
21453,Predator,1.2698172641048915,27,1.381499948741478,39.0,7.509,7342,0.7897515527286609,0,0.3448123540851871
44889,Out of Africa,0.2553161210117679,29,1.9949240708809328,68.0,7.149,1266,2.420816627422998,0,0.3767227219927572
72295,Continental Divide,-1.7736861651744793,22,-0.2963320312605565,31.0,6.034,102,-0.7393719547972799,0,0.3153196988389044
19947,From the Hip,1.2698172641048915,22,-0.4192921124837949,30.0,5.962,39,0.1781021497182846,0,0.3176724028679519
11615,Fatal Beauty,1.2698172641048915,22,-0.36799325169704994,28.0,5.424,66,-0.7393719547972799,0,0.3230478608371476
292,Fire with Fire,0.7625666925583298,22,-0.518358708337292,29.0,6.535,43,-0.7393719547972799,0,0.3017271837608008
60291,Pagal Nilavu,0.2553161210117679,21,-0.6114122897095388,18.0,0.0,0,-0.7393719547972799,1,0.40728972533250796
24878,Conan the Destroyer,-0.2519344505347939,22,0.01744070871261975,47.0,6.083,1362,1.0955762542338492,0,0.33205996123777803
72315,Born in East L.A.,1.2698172641048915,22,-0.2602747627277178,41.0,5.71,93,-0.7393719547972799,0,0.3213951309610991
46315,Victor/Victoria,-1.2664355936279175,29,-0.03991288442787914,46.0,6.655,42,-0.7393719547972799,1,0.3123772123188225
5163,Amazon Women on the Moon,1.2698172641048915,22,-0.6012933518953185,31.0,6.024,143,-0.7393719547972799,0,0.30744149496877704
8778,Two of a Kind,-0.7591850220813557,22,-0.13261139719558315,73.0,6.0,120,-0.7393719547972799,1,0.3202167902212762
48691,Firefox,-1.2664355936279175,22,0.8218755074608461,53.0,6.003,493,1.0955762542338492,0,0.355666326889215
48619,A Passage to India,-0.2519344505347939,28,-0.06076776252085672,45.0,6.813,260,0.07616058254988856,0,0.31332020411343925
40802,The Woman in Red,-0.2519344505347939,22,-0.09890443162478738,49.0,6.1,12,-0.7393719547972799,1,0.31953536340586797
38858,Thief,-1.7736861651744793,22,-0.3792264584648369,37.0,7.149,576,-0.17869333537110157,0,0.29859991382359424
19540,Inchon,-1.7736861651744793,22,-0.5068946937875362,38.0,4.0,10,3.9499401349489385,0,0.3665026102143657
35909,Reds,-1.7736861651744793,39,0.402112871551631,34.0,6.88,297,2.828582896096582,0,0.33840679615484
70813,Overboard,1.2698172641048915,29,-0.0703950543959907,42.0,6.64,1290,0.4839268512234728,0,0.3177739017677735
16184,From Beyond,0.7625666925583298,22,-0.5868401381522359,38.0,6.514,481,-0.28063490253949763,0,0.30246226770768997
21040,Soul Man,0.7625666925583298,22,-0.04834275567555555,55.0,5.344,139,-0.28063490253949763,0,0.335294995356633
67311,Under Fire,-0.7591850220813557,22,-0.49684253297643327,53.0,6.651,149,-0.7393719547972799,0,0.30050788958200414
7796,Body Heat,-1.7736861651744793,22,-0.12425390321017338,23.0,7.025,516,0.1781021497182846,0,0.30883785650924317
38218,The Jewel of the Nile,0.2553161210117679,28,1.3511782383724709,41.0,6.2,1039,1.8091672244126216,0,0.37112775413170423
9699,Wall Street,1.2698172641048915,22,0.2772859358246522,28.0,7.173,1865,0.7897515527286609,1,0.3201341737820864
38515,Transylvania 6-5000,0.2553161210117679,22,-0.46639658207564605,50.0,5.378,123,-0.7393719547972799,0,0.32113844486493315
19642,Places in the Heart,-0.2519344505347939,22,0.09575463120261422,38.0,7.153,137,-0.7393719547972799,1,0.3081925650605178
73969,Man of Flowers,-0.7591850220813557,22,-0.604390843056326,40.0,5.0,9,-0.7393719547972799,0,0.32344046972163487
70694,Dragnet,1.2698172641048915,22,0.7404317502841775,34.0,0.0,0,-0.7393719547972799,1,0.44791930795834345
48988,The Great Muppet Caper,-1.7736861651744793,22,0.0207727817432837,41.0,6.795,265,0.6878099855602648,0,0.31875847402611285
75086,Every Time We Say Goodbye,0.7625666925583298,22,-0.6067733475084774,30.0,6.0,46,-0.7393436150416071,0,0.3076700103296914
265,The Adventures of Buckaroo Banzai Across the 8th Dimension,-0.2519344505347939,22,-0.48605580484024574,45.0,5.99,364,-0.7393719547972799,0,0.31099413963098504
23042,Carbon Copy,-1.7736861651744793,27,-0.41831306138157237,26.0,5.622,45,-0.12772255178690356,0,0.3215726855968384
39914,Psycho II,-0.7591850220813557,22,0.09217099290769971,53.0,6.452,571,-0.22966411895529962,0,0.32158259907822917
22094,My Chauffeur,0.7625666925583298,22,-0.5336244466360811,62.0,5.9,26,-0.7393719547972799,0,0.31114450793178056
4060,Off Beat,0.7625666925583298,22,-0.5288883926948438,32.0,4.6,14,0.28004371688668067,0,0.3370246712082441
75224,"Good Morning, Vietnam",1.2698172641048915,22,1.9020564546358725,26.0,7.311,2462,0.5858684183918689,0,0.36165933847531506
31698,The Right Stuff,-0.7591850220813557,28,-0.18242225289372094,42.0,7.416,778,2.0130503587494135,0,0.31009992803450104
3022,Firewalker,0.7625666925583298,22,-0.3722994451669897,49.0,5.245,151,-0.7393719547972799,0,0.32578548596364815
6095,Beat Street,-0.2519344505347939,22,-0.27568505264310006,32.0,6.8,76,-0.7393719547972799,1,0.30395281570499133
15683,Breakin' 2: Electric Boogaloo,-0.2519344505347939,22,-0.3060128908319013,29.0,5.027,73,-0.7393719547972799,0,0.33107924172417713
8579,Spies Like Us,0.2553161210117679,22,0.6068262865958896,46.0,6.184,563,1.5033425229074335,0,0.34873794277940273
65150,Return to Oz,0.2553161210117679,22,-0.3864320034921862,53.0,0.0,0,-0.7393719547972799,0,0.4139796250177784
36267,A View to a Kill,0.2553161210117679,22,2.4798901791220773,29.0,6.217,1800,2.318875060254602,1,0.40651077445034756
24211,Beverly Hills Cop II,1.2698172641048915,22,5.474101929040201,55.0,6.474,2173,2.11499192591781,0,0.49154666909895994
28732,Footloose,-0.2519344505347939,22,1.0115550268187794,35.0,6.601,1578,1.7072256572442255,1,0.35421012894089626
62885,Rich And Famous,-1.7736861651744793,22,-0.31837010613438416,24.0,5.704,27,-0.7393719547972799,0,0.3199352420817885
73482,Gymkata,0.2553161210117679,22,-0.4961484863670051,43.0,5.383,60,0.1271313661340866,0,0.32454329681022376
40933,Empire of the Sun,1.2698172641048915,38,0.7316353664241315,36.0,7.514,1755,2.828582896096582,0,0.3371480354324658
64540,St. Elmo's Fire,0.2553161210117679,27,0.15464375047131332,25.0,6.2,475,-0.7393719547972799,1,0.32474976241596504
39245,Trail of the Pink Panther,-1.2664355936279175,22,-0.42867191754427614,52.0,5.2,234,-0.7393719547972799,0,0.32498356388460825
33016,The Four Seasons,-1.7736861651744793,22,0.41079014845078404,45.0,7.0,3,-0.7393719547972799,0,0.318918606497809
54508,Missing in Action,-0.2519344505347939,22,-0.14954489672719593,54.0,5.827,428,-0.47942095851787,0,0.32379306734122276
22912,The Devil and Max Devlin,-1.7736861651744793,22,-0.2877741251026187,43.0,5.838,34,-0.7393719547972799,0,0.3186339049520688
23843,Jaws 3-D,-0.7591850220813557,22,1.172900379954272,47.0,4.451,1156,1.3504301721548393,0,0.3935433169699575
75434,Mass Appeal,-0.2519344505347939,22,-0.5729478837006092,27.0,6.2,10,-0.7393719547972799,0,0.3054608490427127
23729,Jumpin' Jack Flash,0.7625666925583298,22,-0.006866323330027658,60.0,6.119,323,1.0955762542338492,1,0.3308179375003455
46934,The Bounty,-0.2519344505347939,22,-0.43765284617592715,39.0,6.683,468,1.8091672244126216,0,0.3138231161835862
64252,Under the Rainbow,-1.7736861651744793,22,-0.23042239871516956,24.0,5.13,23,1.2994593885706414,0,0.3417718007429137
18568,Highlander,0.7625666925583298,22,-0.3509760323493138,,6.89,2374,0.8916931198970571,0,0.3084321589369844
24340,Wanted: Dead or Alive,1.2698172641048915,22,-0.4591298805951227,59.0,5.914,99,-0.7393719547972799,0,0.31289073189938543
15024,Streets of Gold,0.7625666925583298,22,-0.5607616386285326,24.0,5.4,7,-0.7393719547972799,0,0.31826868689592325
70462,Invasion U.S.A.,0.2553161210117679,22,-0.2573379340737547,44.0,5.719,251,-0.7393719547972799,0,0.3213310583006363
35756,Breathless,-0.7591850220813557,22,-0.2084370799057919,33.0,7.2,105,-0.7393719547972799,0,0.2995635094121229
24600,Band of the Hand,0.7625666925583298,22,-0.5136936113027399,24.0,6.5,47,0.1475196795677658,0,0.3066320034395734
62740,I Ought to Be in Pictures,-1.2664355936279175,27,-0.47103329228936525,24.0,7.3,7,-0.7393719547972799,1,0.2913335892193819
17925,An Officer and a Gentleman,-1.2664355936279175,31,2.021228021416984,46.0,7.012,1002,0.02518979896569053,1,0.36715140500120175
15570,Star Trek II: The Wrath of Khan,-1.2664355936279175,22,1.355780190456035,49.0,7.457,1752,0.4839268512234728,0,0.3433919689370309
70162,Sudden Impact,-0.7591850220813557,22,0.760097121159365,53.0,6.552,806,1.5033425229074335,0,0.3469378870879344
41167,Moonstruck,1.2698172641048915,22,2.557802769997165,53.0,6.8,826,0.7897515527286609,1,0.39035523457760557
46724,The Hunger,-0.7591850220813557,22,-0.49110224705759553,22.0,6.652,500,-0.7393719547972799,1,0.30064087358024644
64287,The Garbage Pail Kids Movie,1.2698172641048915,22,-0.5804360591978527,55.0,3.706,85,-0.6374303876288838,0,0.34555524606968163
12807,Assassination,1.2698172641048915,22,-0.4891441651439446,36.0,5.696,74,-0.7393719547972799,0,0.31551287047546644
66542,Student Bodies,-1.7736861651744793,22,-0.5076161126780964,37.0,5.429,85,-0.7393719547972799,0,0.31922860078159815
10918,The Color Purple,0.2553161210117679,22,2.2688659213219537,39.0,7.747,1560,0.7897515527286609,1,0.36581731271182366
63264,Absence of Malice,-1.7736861651744793,27,0.2137526799116229,36.0,6.608,180,0.4839268512234728,0,0.32590163609154144
20254,Star 80,-0.7591850220813557,22,-0.48108472263188345,25.0,6.5,112,-0.7393719547972799,0,0.30323058529004215
32276,National Lampoon's European Vacation,0.2553161210117679,22,0.9086648540310902,17.0,6.169,775,0.9936346870654532,0,0.3548152260865553
69911,Deadly Friend,0.7625666925583298,22,-0.43003834019512,16.0,6.175,223,-0.7393719547972799,0,0.309587320109721
47584,Night Crossing,-1.2664355936279175,22,-0.45010047725655977,42.0,6.0,32,-0.7393719547972799,0,0.31178546261649887
50386,1984,-0.2519344505347939,22,-0.44136545275762795,44.0,6.574,102,-0.7393719547972799,0,0.3031244687392573
39293,Sphinx,-1.7736861651744793,22,-0.5713831997014034,43.0,5.667,15,0.6878099855602648,0,0.3207792383934847
19102,Howard the Duck,0.7625666925583298,22,0.157867998222559,21.0,5.405,918,3.0324660304333744,0,0.3569758345868369
47134,Shanghai Surprise,0.7625666925583298,22,-0.565439782643639,39.0,4.388,67,0.9936346870654532,0,0.3430986009753066
15116,Cannonball Run II,-0.2519344505347939,22,-0.042700433710242694,58.0,5.409,287,-0.7393719547972799,0,0.33209151120963837
72947,La Chèvre,-1.7736861651744793,29,0.5360321120786324,32.0,7.2,599,-0.7393719547972799,0,0.3191012803693291
63201,Bad Medicine,0.2553161210117679,22,-0.5579368557391436,51.0,5.1,32,-0.7393719547972799,0,0.32309788495322717
22454,White Dog,-1.7736861651744793,22,-0.61148312487146,31.0,6.678,239,0.07616058254988856,0,0.3010108873859878
7261,Roxanne,1.2698172641048915,22,0.20023740812207977,26.0,6.412,569,0.4839268512234728,0,0.32867487740012213
33530,Girls Just Want to Have Fun,0.2553161210117679,22,-0.484066231614277,14.0,6.179,156,-0.7393719547972799,1,0.3081081869762004
36794,Year of the Dragon,0.2553161210117679,39,-0.2328374901825159,32.0,6.854,357,1.7072256572442255,0,0.3160717531793693
54049,The Boy in Blue,0.7625666925583298,22,-0.6068468610552091,22.0,4.7,25,-0.7393719547972799,0,0.3281672800772328
50547,Time Bandits,-1.7736861651744793,22,0.24720444816603865,41.0,6.608,902,-0.22966411895529962,0,0.3232651776593564
33764,Sheena,-0.2519344505347939,22,-0.49528091288712434,28.0,5.692,130,1.8091672244126216,0,0.32798696973435676
17418,Disorderlies,1.2698172641048915,22,-0.40244882582239166,22.0,4.9,40,-0.7393719547972799,0,0.3305011750116911
63483,Firstborn,-0.2519344505347939,22,-0.4866239064911965,19.0,5.892,37,-0.7393719547972799,0,0.31250861927093865
15377,Death Wish II,-1.2664355936279175,22,-0.2857450457006944,20.0,6.255,400,-0.5354888204604877,0,0.31312953506332364
27649,The Outsiders,-0.7591850220813557,22,-0.09100116735429237,19.0,0.0,0,-0.7393719547972799,0,0.42281246551139773
64069,Hardbodies 2,0.7625666925583298,22,-0.6108427677030066,62.0,3.25,17,-0.7393719547972799,0,0.35171537133908326
1771,That Was Then... This Is Now,0.2553161210117679,22,-0.4373158972504436,24.0,6.0,22,-0.7393719547972799,0,0.31212262337019187
22077,Tootsie,-1.2664355936279175,22,2.9831018707992945,33.0,7.208,1601,1.4014009557390374,1,0.39905385771431084
11625,Moscow on the Hudson,-0.2519344505347939,28,-0.1037625144012565,30.0,6.233,174,-0.7393719547972799,1,0.3173062682811667
18256,Death Wish 3,0.2553161210117679,22,-0.28540257767923766,25.0,6.231,360,0.1781021497182846,0,0.31699748384912435
65205,Lovesick,-0.7591850220813557,22,-0.4066047659626189,36.0,4.778,8,-0.7393719547972799,0,0.332354346581203
21655,Moving Violations,0.2553161210117679,22,-0.39734441280652893,20.0,5.453,53,-0.7393719547972799,1,0.3217991648711657
69373,Dreamscape,-0.2519344505347939,22,-0.3659917069026098,55.0,6.08,245,-0.7393719547972799,0,0.3127551719963645
4266,No Man's Land,1.2698172641048915,22,-0.5540386289737548,44.0,5.994,89,0.07616058254988856,0,0.31309740122244534
36123,The Keep,-0.7591850220813557,22,-0.538126872374981,42.0,5.743,218,-0.12772255178690356,0,0.316462582908283
12450,The Transformers: The Movie,0.7625666925583298,29,-0.49373284704822024,76.0,7.176,458,-0.12772255178690356,0,0.2954927178617267
41387,China Girl,1.2698172641048915,22,-0.5868180008959609,34.0,5.318,11,-0.7393719547972799,0,0.3188684750105902
23121,Platoon,0.7625666925583298,29,2.1984683303738026,30.0,7.743,4138,-0.12772255178690356,0,0.359091749562726
12733,Best Defense,-0.2519344505347939,22,-0.22151855480999766,23.0,4.2,103,1.0955762542338492,0,0.3563414552265277
68643,Murphy's Law,0.7625666925583298,22,-0.4105814978100682,64.0,6.046,130,-0.12772255178690356,0,0.3150866944503844
26720,Johnny Dangerously,-0.2519344505347939,22,-0.26545425168145176,33.0,6.262,166,0.1781021497182846,0,0.3170399584864257
25269,The Big Town,1.2698172641048915,22,-0.5772628833751534,23.0,5.8,3,-0.7393719547972799,1,0.3115544466420649
40817,Haunted Honeymoon,0.7625666925583298,22,-0.4494228256086991,52.0,5.359,142,0.5858684183918689,0,0.3284707139777555
5211,The Monster Squad,1.2698172641048915,28,-0.5359307388658964,35.0,6.701,516,0.4839268512234728,0,0.3045639644982997
54112,Raising Arizona,1.2698172641048915,22,-0.14883161444503748,23.0,7.044,1884,-0.12772255178690356,0,0.3064273183811517
9349,Tank,-0.2519344505347939,22,-0.38308233834310756,33.0,5.596,68,-0.7393719547972799,0,0.31991446647597943
70424,Bush Christmas,-0.7591850220813557,22,-0.6099506423623626,15.0,6.0,5,-0.7393719547972799,0,0.307586723178903
12104,Star Trek IV: The Voyage Home,0.7625666925583298,22,2.08624877514877,53.0,7.173,1345,1.7072256572442255,1,0.37515998970736236
40647,Hiding Out,1.2698172641048915,22,-0.46998545539541753,45.0,5.429,35,-0.7393719547972799,0,0.32023425756491175
63785,House II: The Second Story,1.2698172641048915,22,-0.4541586360604083,30.0,5.4,222,-0.4335472532920917,0,0.32262685283063114
73712,Lassiter,-0.2519344505347939,22,-0.2570649823126079,39.0,5.1,28,-0.7393719547972799,0,0.3312352498367667
16024,Mad Max Beyond Thunderdome,0.2553161210117679,22,0.1227130815905501,45.0,6.198,2568,0.28004371688668067,0,0.32899050368233734
38730,Rad,0.7625666925583298,22,-0.571522982981402,39.0,6.554,93,-0.7393719547972799,0,0.30006236707756145
1721,Suspect,1.2698172641048915,22,0.3976975947730438,53.0,6.5,199,-0.7393719547972799,0,0.3265158752048098
62553,Strange Brew,-0.7591850220813557,22,-0.438506845114609,29.0,6.107,163,-0.7393719547972799,0,0.310422741081406
70001,Protocol,-0.2519344505347939,22,-0.08107929373158702,42.0,5.5,78,0.4839268512234728,0,0.3357229400978431
69634,The Hand,-1.7736861651744793,22,-0.562763568948059,60.0,5.988,124,-0.07675176820270553,0,0.3122177237428322
40618,Rhinestone,-0.2519344505347939,22,-0.17748714626315476,37.0,4.8,97,2.11499192591781,0,0.3528672586916137
10426,My Little Girl,1.2698172641048915,22,-0.6119195595600198,,4.8,8,-0.7393719547972799,0,0.32642856450509744
66490,Children of a Lesser God,0.7625666925583298,28,0.0338974557479564,54.0,6.93,285,-0.7393719547972799,0,0.3100334913655813
15411,Vision Quest,0.2553161210117679,22,-0.34878499182952794,36.0,6.4,111,-0.7393719547972799,0,0.308224787130741
44613,Chariots of Fire,-1.7736861651744793,29,0.5841802183700693,,6.802,814,-0.17869333537110157,0,0.32951905361926065
69779,Flowers in the Attic,1.2698172641048915,22,-0.3049860752005575,17.0,6.265,185,-0.7393719547972799,0,0.3114754105338839
40810,The Toxic Avenger,0.2553161210117679,22,-0.5961941941951068,20.0,6.269,476,-0.6909497103922918,0,0.3040243050227979
41391,Scarface,-0.7591850220813557,27,0.7244261081814767,43.0,7.468,540,-0.7393719547972799,0,0.319895764685453
577,RoboCop,1.2698172641048915,22,0.4716023683042449,41.0,7.295,4618,0.5858684183918689,0,0.32240000265466495
38989,¡Three Amigos!,0.7625666925583298,31,0.1839205661115058,39.0,6.324,871,1.8091672244126216,0,0.3363012405088261
20238,Forced Vengeance,-1.2664355936279175,29,-0.4772833844079365,38.0,5.6,52,-0.7393719547972799,0,0.31733846779579145
63307,Ishtar,1.2698172641048915,22,-0.3207429927501705,49.0,4.4,132,4.867414239464503,1,0.3698812522907894
279,Down and Out in Beverly Hills,0.7625666925583298,22,1.2423801168349629,53.0,5.863,226,0.6878099855602648,1,0.3678168088106946
71949,The Living Daylights,1.2698172641048915,37,3.267172987068691,42.0,6.507,1599,3.3382907319385624,0,0.43052292487893945
65280,Cross My Heart,1.2698172641048915,22,-0.5916133039557345,29.0,4.977,22,-0.7393719547972799,0,0.32415051435475745
40322,Cobra,0.7625666925583298,22,2.6341002136683214,39.0,6.4,9,-0.7393719547972799,1,0.39128179587277945
67706,The Gate,1.2698172641048915,22,-0.337700476000314,13.0,6.023,327,-0.48451803687628975,0,0.3156393444453367
34616,No Mercy,0.7625666925583298,22,-0.3627708477139653,37.0,5.799,152,0.6878099855602648,0,0.3242819860463483
70003,The Wicked Lady,-0.7591850220813557,22,-0.5977177893364236,28.0,6.2,22,-0.7393719547972799,0,0.30481554889733287
67144,Mommie Dearest,-1.7736861651744793,22,0.17891413733996198,26.0,6.391,179,1.2008065583006649,0,0.33201926488755135
34551,Deadly Blessing,-1.7736861651744793,22,-0.4444384935118423,23.0,5.497,154,-0.48451803687628975,0,0.3210959724875436
41211,The Howling,-1.7736861651744793,22,-0.24747877929536286,27.0,6.57,682,-0.6374303876288838,0,0.3087340281170556
